date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2022-11-01,10047,567434,119,119,145,0,0,0,1,1,1
2022-11-02,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-03,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-04,10047,567434,116,116,141,0,0,0,1,1,1
2022-11-05,10047,567434,149,149,182,0,0,0,1,1,1
2022-11-06,10047,567434,136,136,166,0,0,0,1,1,1
2022-11-07,10047,567434,127,127,155,0,0,0,1,1,1
2022-11-08,10047,567434,120,120,146,0,0,0,1,1,1
2022-11-09,10047,567434,122,122,149,0,0,0,1,1,1
2022-11-10,10047,567434,135,135,165,0,0,0,1,1,1
2022-11-11,10047,567434,119,119,145,0,0,0,1,1,1
2022-11-12,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-13,10047,567434,110,110,134,0,0,0,1,1,1
2022-11-14,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-15,10047,567434,128,128,156,0,0,0,1,1,1
2022-11-16,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-17,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-18,10047,567434,115,115,140,0,0,0,1,1,1
2022-11-19,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-20,10047,567434,148,148,180,0,0,0,1,1,1
2022-11-21,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-22,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-23,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-24,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-25,10047,567434,135,135,165,0,0,0,1,1,1
2022-11-26,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-27,10047,567434,150,150,183,0,0,0,1,1,1
2022-11-28,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-29,10047,567434,108,108,132,0,0,0,1,1,1
2022-11-30,10047,567434,130,130,159,0,0,0,1,1,1
2022-11-01,10130,206440,22343,22311,24060,8,8,9,336,336,336
2022-11-02,10130,206440,18024,17998,19409,7,7,8,334,334,334
2022-11-03,10130,206440,18290,18263,19695,7,7,8,334,334,334
2022-11-04,10130,206440,24603,24567,26493,9,9,10,341,341,341
2022-11-05,10130,206440,30958,30913,33336,11,11,12,345,345,345
2022-11-06,10130,206440,25540,25503,27502,9,9,10,344,344,344
2022-11-07,10130,206440,22398,22365,24119,8,8,9,339,339,339
2022-11-08,10130,206440,24239,24204,26101,9,9,10,341,341,341
2022-11-09,10130,206440,26177,26139,28188,9,9,10,342,342,342
2022-11-10,10130,206440,33213,33165,35765,11,11,12,344,344,344
2022-11-11,10130,206440,24713,24677,26612,9,9,10,341,341,341
2022-11-12,10130,206440,17245,17220,18570,7,7,8,336,336,336
2022-11-13,10130,206440,17637,17611,18992,7,7,8,336,336,336
2022-11-14,10130,206440,15728,15705,16936,7,7,8,332,332,332
2022-11-15,10130,206440,26537,26498,28576,10,10,11,339,339,339
2022-11-16,10130,206440,18024,17998,19409,7,7,8,334,334,334
2022-11-17,10130,206440,18290,18263,19695,7,7,8,334,334,334
2022-11-18,10130,206440,22764,22731,24513,8,8,9,336,336,336
2022-11-19,10130,206440,17245,17220,18570,7,7,8,336,336,336
2022-11-20,10130,206440,27996,27955,30147,10,10,11,343,343,343
2022-11-21,10130,206440,15728,15705,16936,7,7,8,332,332,332
2022-11-22,10130,206440,24823,24787,26730,8,8,9,337,337,337
2022-11-23,10130,206440,26820,26781,28881,8,8,9,338,338,338
2022-11-24,10130,206440,27271,27231,29366,8,8,9,339,339,339
2022-11-25,10130,206440,33953,33904,36562,12,12,13,344,344,344
2022-11-26,10130,206440,25498,25461,27457,8,8,9,340,340,340
2022-11-27,10130,206440,27707,27667,29836,10,10,11,343,343,343
2022-11-28,10130,206440,15728,15705,16936,7,7,8,332,332,332
2022-11-29,10130,206440,16847,16823,18141,7,7,8,333,333,333
2022-11-30,10130,206440,28710,28668,30916,10,10,11,340,340,340
2022-11-01,10130,206471,2663,2659,2868,1,1,1,97,97,97
2022-11-02,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-03,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-04,10130,206471,2697,2693,2904,1,1,1,97,97,97
2022-11-05,10130,206471,2759,2755,2971,1,1,1,97,97,97
2022-11-06,10130,206471,2721,2717,2930,1,1,1,97,97,97
2022-11-07,10130,206471,2676,2672,2882,1,1,1,97,97,97
2022-11-08,10130,206471,2691,2687,2898,1,1,1,97,97,97
2022-11-09,10130,206471,2707,2703,2915,1,1,1,97,97,97
2022-11-10,10130,206471,2763,2759,2975,1,1,1,97,97,97
2022-11-11,10130,206471,2697,2693,2904,1,1,1,97,97,97
2022-11-12,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-13,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-14,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-15,10130,206471,2708,2704,2916,1,1,1,97,97,97
2022-11-16,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-17,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-18,10130,206471,2669,2665,2874,1,1,1,97,97,97
2022-11-19,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-20,10130,206471,2740,2736,2951,1,1,1,97,97,97
2022-11-21,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-22,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-23,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-24,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-25,10130,206471,2787,2783,3001,1,1,1,97,97,97
2022-11-26,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-27,10130,206471,2735,2731,2945,1,1,1,97,97,97
2022-11-28,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-29,10130,206471,2639,2635,2842,1,1,1,97,97,97
2022-11-30,10130,206471,2725,2721,2934,1,1,1,97,97,97
2022-11-01,10130,216173,778,777,838,1,1,1,9,9,9
2022-11-02,10130,216173,553,552,595,0,0,0,8,8,8
2022-11-03,10130,216173,520,519,560,0,0,0,8,8,8
2022-11-04,10130,216173,647,646,697,1,1,1,8,8,8
