date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2021-08-01,10047,567434,110,110,134,1,1,1,1,1,1
2021-08-02,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-03,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-04,10047,567434,122,122,149,1,1,1,1,1,1
2021-08-05,10047,567434,135,135,165,1,1,1,1,1,1
2021-08-06,10047,567434,116,116,141,1,1,1,1,1,1
2021-08-07,10047,567434,129,129,157,1,1,1,1,1,1
2021-08-08,10047,567434,136,136,166,1,1,1,1,1,1
2021-08-09,10047,567434,127,127,155,1,1,1,1,1,1
2021-08-10,10047,567434,138,138,168,1,1,1,1,1,1
2021-08-11,10047,567434,126,126,154,1,1,1,1,1,1
2021-08-12,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-13,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-14,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-15,10047,567434,148,148,180,1,1,1,1,1,1
2021-08-16,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-17,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-18,10047,567434,121,121,148,1,1,1,1,1,1
2021-08-19,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-20,10047,567434,123,123,150,1,1,1,1,1,1
2021-08-21,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-22,10047,567434,110,110,134,1,1,1,1,1,1
2021-08-23,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-24,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-25,10047,567434,130,130,159,1,1,1,1,1,1
2021-08-26,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-27,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-28,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-29,10047,567434,110,110,134,1,1,1,1,1,1
2021-08-30,10047,567434,136,136,166,1,1,1,1,1,1
2021-08-31,10047,567434,108,108,132,1,1,1,1,1,1
2021-08-01,10130,206440,17076,17051,18388,7,7,9,320,320,367
2021-08-02,10130,206440,15255,15233,16427,7,7,9,311,311,356
2021-08-03,10130,206440,16323,16299,17577,7,7,9,312,312,357
2021-08-04,10130,206440,25225,25188,27163,10,10,12,325,325,372
2021-08-05,10130,206440,31939,31893,34393,12,12,15,328,328,376
2021-08-06,10130,206440,23723,23689,25546,10,10,12,323,323,370
2021-08-07,10130,206440,24001,23966,25845,10,10,12,330,330,378
2021-08-08,10130,206440,24617,24581,26508,10,10,12,333,333,382
2021-08-09,10130,206440,21620,21589,23281,9,9,11,322,322,369
2021-08-10,10130,206440,28969,28927,31195,11,11,14,325,325,372
2021-08-11,10130,206440,25339,25302,27286,10,10,12,325,325,372
2021-08-12,10130,206440,17699,17673,19059,8,8,10,313,313,359
2021-08-13,10130,206440,16533,16509,17803,7,7,9,311,311,356
2021-08-14,10130,206440,16702,16678,17985,7,7,9,316,316,362
2021-08-15,10130,206440,26960,26921,29031,11,11,14,330,330,378
2021-08-16,10130,206440,15255,15233,16427,7,7,9,311,311,356
2021-08-17,10130,206440,16323,16299,17577,7,7,9,312,312,357
2021-08-18,10130,206440,23326,23292,25118,9,9,11,319,319,365
2021-08-19,10130,206440,17699,17673,19059,8,8,10,313,313,359
2021-08-20,10130,206440,25958,25920,27952,10,10,12,320,320,367
2021-08-21,10130,206440,16702,16678,17985,7,7,9,316,316,362
2021-08-22,10130,206440,17076,17051,18388,7,7,9,320,320,367
2021-08-23,10130,206440,15255,15233,16427,7,7,9,311,311,356
2021-08-24,10130,206440,16323,16299,17577,7,7,9,312,312,357
2021-08-25,10130,206440,27643,27603,29767,11,11,14,322,322,369
2021-08-26,10130,206440,17699,17673,19059,8,8,10,313,313,359
2021-08-27,10130,206440,16533,16509,17803,7,7,9,311,311,356
2021-08-28,10130,206440,16702,16678,17985,7,7,9,316,316,362
2021-08-29,10130,206440,17076,17051,18388,7,7,9,320,320,367
2021-08-30,10130,206440,23597,23563,25410,10,10,12,319,319,365
2021-08-31,10130,206440,16323,16299,17577,7,7,9,312,312,357
2021-08-01,10130,206471,2646,2642,2849,1,1,1,94,94,105
2021-08-02,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-03,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-04,10130,206471,2740,2736,2951,1,1,1,94,94,105
2021-08-05,10130,206471,2804,2800,3019,1,1,1,94,94,105
2021-08-06,10130,206471,2728,2724,2938,1,1,1,94,94,105
2021-08-07,10130,206471,2735,2731,2945,1,1,1,95,95,106
2021-08-08,10130,206471,2756,2752,2968,1,1,1,96,96,107
2021-08-09,10130,206471,2704,2700,2912,1,1,1,94,94,105
2021-08-10,10130,206471,2784,2780,2998,1,1,1,94,94,105
2021-08-11,10130,206471,2740,2736,2951,1,1,1,94,94,105
2021-08-12,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-13,10130,206471,2639,2635,2842,1,1,1,92,92,103
2021-08-14,10130,206471,2639,2635,2842,1,1,1,94,94,105
2021-08-15,10130,206471,2778,2774,2991,1,1,1,95,95,106
2021-08-16,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-17,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-18,10130,206471,2707,2703,2915,1,1,1,93,93,104
2021-08-19,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-20,10130,206471,2748,2744,2959,1,1,1,93,93,104
2021-08-21,10130,206471,2639,2635,2842,1,1,1,94,94,105
2021-08-22,10130,206471,2646,2642,2849,1,1,1,94,94,105
2021-08-23,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-24,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-25,10130,206471,2761,2757,2973,1,1,1,93,93,104
2021-08-26,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-27,10130,206471,2639,2635,2842,1,1,1,92,92,103
2021-08-28,10130,206471,2639,2635,2842,1,1,1,94,94,105
2021-08-29,10130,206471,2646,2642,2849,1,1,1,94,94,105
2021-08-30,10130,206471,2722,2718,2931,1,1,1,93,93,104
2021-08-31,10130,206471,2639,2635,2842,1,1,1,93,93,104
2021-08-01,10130,216173,383,382,412,1,1,1,7,7,8
2021-08-02,10130,216173,356,355,383,1,1,1,7,7,8
2021-08-03,10130,216173,351,350,378,1,1,1,7,7,8
2021-08-04,10130,216173,470,469,506,1,1,1,7,7,8
2021-08-05,10130,216173,627,626,675,1,1,1,7,7,8
2021-08-06,10130,216173,411,410,443,1,1,1,7,7,8
2021-08-07,10130,216173,446,445,480,1,1,1,7,7,8
2021-08-08,10130,216173,504,503,543,1,1,1,8,8,9
2021-08-09,10130,216173,464,463,500,1,1,1,7,7,8
2021-08-10,10130,216173,649,648,699,1,1,1,7,7,8
2021-08-11,10130,216173,546,545,588,1,1,1,7,7,8
2021-08-12,10130,216173,341,340,367,1,1,1,7,7,8
2021-08-13,10130,216173,319,319,344,1,1,1,6,6,7
2021-08-14,10130,216173,343,342,369,1,1,1,7,7,8
2021-08-15,10130,216173,632,631,681,1,1,1,7,7,8
2021-08-16,10130,216173,356,355,383,1,1,1,7,7,8
2021-08-17,10130,216173,351,350,378,1,1,1,7,7,8
2021-08-18,10130,216173,500,499,538,1,1,1,7,7,8
2021-08-19,10130,216173,341,340,367,1,1,1,7,7,8
2021-08-20,10130,216173,508,507,547,1,1,1,7,7,8
2021-08-21,10130,216173,343,342,369,1,1,1,7,7,8
2021-08-22,10130,216173,383,382,412,1,1,1,7,7,8
2021-08-23,10130,216173,356,355,383,1,1,1,7,7,8
2021-08-24,10130,216173,351,350,378,1,1,1,7,7,8
2021-08-25,10130,216173,587,586,632,1,1,1,7,7,8
2021-08-26,10130,216173,341,340,367,1,1,1,7,7,8
