date,shop,genre,predicted_sales
2025-03-01,10130,205611,3038
2025-03-02,10130,205611,2733
2025-03-03,10130,205611,2488
2025-03-04,10130,205611,2134
2025-03-05,10130,205611,3001
2025-03-06,10130,205611,3189
2025-03-07,10130,205611,3664
2025-03-08,10130,205611,4069
2025-03-09,10130,205611,4004
2025-03-10,10130,205611,4956
2025-03-11,10130,205611,3462
2025-03-12,10130,205611,3109
2025-03-13,10130,205611,2182
2025-03-14,10130,205611,1509
2025-03-15,10130,205611,1607
2025-03-16,10130,205611,1297
2025-03-17,10130,205611,1230
2025-03-18,10130,205611,1197
2025-03-19,10130,205611,1216
2025-03-20,10130,205611,1578
2025-03-21,10130,205611,1211
2025-03-22,10130,205611,1390
2025-03-23,10130,205611,1420
2025-03-24,10130,205611,1348
2025-03-25,10130,205611,1615
2025-03-26,10130,205611,1243
2025-03-27,10130,205611,1247
2025-03-28,10130,205611,1036
2025-03-29,10130,205611,915
2025-03-30,10130,205611,1250
2025-03-31,10130,205611,901
2025-03-01,10130,206440,111835
2025-03-02,10130,206440,93260
2025-03-03,10130,206440,82507
2025-03-04,10130,206440,86269
2025-03-05,10130,206440,140890
2025-03-06,10130,206440,94614
2025-03-07,10130,206440,88316
2025-03-08,10130,206440,88637
2025-03-09,10130,206440,89107
2025-03-10,10130,206440,119318
2025-03-11,10130,206440,86818
2025-03-12,10130,206440,89958
2025-03-13,10130,206440,87425
2025-03-14,10130,206440,80871
2025-03-15,10130,206440,121978
2025-03-16,10130,206440,80325
2025-03-17,10130,206440,71437
2025-03-18,10130,206440,73229
2025-03-19,10130,206440,76609
2025-03-20,10130,206440,117054
2025-03-21,10130,206440,91872
2025-03-22,10130,206440,92965
2025-03-23,10130,206440,94709
2025-03-24,10130,206440,84193
2025-03-25,10130,206440,106362
2025-03-26,10130,206440,98489
2025-03-27,10130,206440,100035
2025-03-28,10130,206440,71994
2025-03-29,10130,206440,72337
2025-03-30,10130,206440,111998
2025-03-31,10130,206440,66586
2025-03-01,10130,206471,6642
2025-03-02,10130,206471,7352
2025-03-03,10130,206471,6405
2025-03-04,10130,206471,7092
2025-03-05,10130,206471,10314
2025-03-06,10130,206471,8600
2025-03-07,10130,206471,8368
2025-03-08,10130,206471,8571
2025-03-09,10130,206471,8324
2025-03-10,10130,206471,9652
2025-03-11,10130,206471,8395
2025-03-12,10130,206471,8101
2025-03-13,10130,206471,7494
2025-03-14,10130,206471,7295
2025-03-15,10130,206471,9533
2025-03-16,10130,206471,8093
2025-03-17,10130,206471,7550
2025-03-18,10130,206471,6931
2025-03-19,10130,206471,7248
2025-03-20,10130,206471,9349
2025-03-21,10130,206471,10252
2025-03-22,10130,206471,9997
2025-03-23,10130,206471,10174
2025-03-24,10130,206471,9541
2025-03-25,10130,206471,10451
2025-03-26,10130,206471,12104
2025-03-27,10130,206471,12625
2025-03-28,10130,206471,9721
2025-03-29,10130,206471,9897
2025-03-30,10130,206471,11888
2025-03-31,10130,206471,8869
2025-03-01,10130,216158,6
2025-03-02,10130,216158,6
2025-03-03,10130,216158,6
2025-03-04,10130,216158,7
2025-03-05,10130,216158,8
2025-03-06,10130,216158,7
2025-03-07,10130,216158,7
2025-03-08,10130,216158,7
2025-03-09,10130,216158,8
2025-03-10,10130,216158,8
2025-03-12,10130,216158,6
2025-03-13,10130,216158,6
2025-03-14,10130,216158,6
2025-03-15,10130,216158,8
2025-03-16,10130,216158,6
2025-03-18,10130,216158,3
2025-03-20,10130,216158,239
2025-03-21,10130,216158,191
2025-03-22,10130,216158,188
2025-03-23,10130,216158,210
2025-03-24,10130,216158,190
2025-03-25,10130,216158,239
2025-03-26,10130,216158,205
2025-03-27,10130,216158,200
2025-03-28,10130,216158,167
2025-03-29,10130,216158,164
2025-03-30,10130,216158,239
2025-03-31,10130,216158,166
2025-03-01,10130,216173,307
2025-03-02,10130,216173,321
2025-03-03,10130,216173,406
2025-03-04,10130,216173,456
2025-03-05,10130,216173,724
2025-03-06,10130,216173,485
2025-03-07,10130,216173,501
2025-03-08,10130,216173,846
2025-03-09,10130,216173,882
2025-03-10,10130,216173,1134
2025-03-11,10130,216173,769
2025-03-12,10130,216173,779
2025-03-13,10130,216173,680
2025-03-14,10130,216173,595
2025-03-15,10130,216173,519
2025-03-16,10130,216173,360
2025-03-17,10130,216173,335
2025-03-18,10130,216173,241
2025-03-19,10130,216173,343
2025-03-20,10130,216173,476
2025-03-21,10130,216173,394
2025-03-22,10130,216173,412
2025-03-23,10130,216173,533
2025-03-24,10130,216173,765
2025-03-25,10130,216173,1089
2025-03-26,10130,216173,731
2025-03-27,10130,216173,856
2025-03-28,10130,216173,634
2025-03-29,10130,216173,671
2025-03-30,10130,216173,1057
2025-03-31,10130,216173,430
2025-03-01,10130,502835,1474
2025-03-02,10130,502835,1382
2025-03-03,10130,502835,1294
2025-03-04,10130,502835,1354
2025-03-05,10130,502835,2083
2025-03-06,10130,502835,1826
2025-03-07,10130,502835,1540
2025-03-08,10130,502835,1976
2025-03-09,10130,502835,1975
2025-03-10,10130,502835,3476
2025-03-11,10130,502835,3593
2025-03-12,10130,502835,3424
2025-03-13,10130,502835,2926
2025-03-14,10130,502835,2739
2025-03-15,10130,502835,4124
2025-03-16,10130,502835,2635
2025-03-17,10130,502835,2152
2025-03-18,10130,502835,1095
2025-03-19,10130,502835,1078
2025-03-20,10130,502835,2261
2025-03-21,10130,502835,1467
2025-03-22,10130,502835,1968
2025-03-23,10130,502835,2085
2025-03-24,10130,502835,1944
2025-03-25,10130,502835,3561
2025-03-26,10130,502835,2353
2025-03-27,10130,502835,2191
2025-03-28,10130,502835,1825
2025-03-29,10130,502835,1621
2025-03-30,10130,502835,3589
2025-03-31,10130,502835,2319
2025-03-02,10130,551732,11
2025-03-03,10130,551732,10
2025-03-05,10130,551732,16
2025-03-06,10130,551732,9
2025-03-07,10130,551732,9
2025-03-08,10130,551732,10
2025-03-09,10130,551732,11
2025-03-10,10130,551732,16
2025-03-12,10130,551732,10
2025-03-13,10130,551732,9
2025-03-15,10130,551732,16
2025-03-16,10130,551732,11
2025-03-17,10130,551732,10
2025-03-19,10130,551732,10
2025-03-21,10130,551732,9
2025-03-22,10130,551732,11
2025-03-24,10130,551732,10
2025-03-25,10130,551732,16
2025-03-27,10130,551732,10
2025-03-28,10130,551732,9
2025-03-30,10130,551732,16
2025-03-31,10130,551732,10
2025-03-03,10130,558846,0
2025-03-04,10130,558846,0
2025-03-05,10130,558846,0
2025-03-08,10130,558846,0
2025-03-11,10130,558846,0
2025-03-15,10130,558846,0
2025-03-20,10130,558846,0
2025-03-22,10130,558846,0
2025-03-30,10130,558846,0
2025-03-31,10130,558846,0
2025-03-01,10130,558873,840
2025-03-02,10130,558873,860
2025-03-03,10130,558873,738
2025-03-04,10130,558873,561
2025-03-05,10130,558873,1034
2025-03-06,10130,558873,673
2025-03-07,10130,558873,845
2025-03-08,10130,558873,1082
2025-03-09,10130,558873,1208
2025-03-10,10130,558873,2035
2025-03-11,10130,558873,1822
2025-03-12,10130,558873,1676
2025-03-13,10130,558873,1950
2025-03-14,10130,558873,1931
2025-03-15,10130,558873,2933
2025-03-16,10130,558873,2027
2025-03-17,10130,558873,1640
2025-03-18,10130,558873,1479
2025-03-19,10130,558873,1441
2025-03-20,10130,558873,1432
2025-03-21,10130,558873,1033
2025-03-22,10130,558873,924
2025-03-23,10130,558873,1433
2025-03-24,10130,558873,1287
2025-03-25,10130,558873,1800
2025-03-26,10130,558873,2456
2025-03-27,10130,558873,3054
2025-03-28,10130,558873,2860
2025-03-29,10130,558873,3638
2025-03-30,10130,558873,6088
2025-03-31,10130,558873,3780
2025-03-01,10130,560271,27
2025-03-02,10130,560271,22
2025-03-03,10130,560271,20
2025-03-04,10130,560271,19
2025-03-05,10130,560271,27
2025-03-06,10130,560271,19
2025-03-07,10130,560271,18
2025-03-08,10130,560271,19
2025-03-09,10130,560271,84
2025-03-10,10130,560271,109
2025-03-11,10130,560271,72
2025-03-12,10130,560271,73
2025-03-13,10130,560271,70
2025-03-14,10130,560271,67
2025-03-15,10130,560271,103
2025-03-16,10130,560271,45
2025-03-17,10130,560271,27
2025-03-18,10130,560271,31
2025-03-19,10130,560271,26
2025-03-20,10130,560271,35
2025-03-21,10130,560271,27
2025-03-22,10130,560271,30
2025-03-23,10130,560271,34
2025-03-24,10130,560271,31
2025-03-25,10130,560271,36
2025-03-26,10130,560271,29
2025-03-27,10130,560271,28
2025-03-28,10130,560271,24
2025-03-29,10130,560271,26
2025-03-30,10130,560271,43
2025-03-31,10130,560271,27
2025-03-01,10237,215430,809
2025-03-02,10237,215430,741
2025-03-03,10237,215430,735
2025-03-04,10237,215430,737
2025-03-05,10237,215430,809
2025-03-06,10237,215430,99
2025-03-07,10237,215430,94
2025-03-08,10237,215430,97
2025-03-09,10237,215430,100
2025-03-10,10237,215430,109
2025-03-11,10237,215430,99
2025-03-12,10237,215430,101
2025-03-13,10237,215430,99
2025-03-14,10237,215430,94
2025-03-15,10237,215430,109
2025-03-16,10237,215430,100
2025-03-17,10237,215430,99
2025-03-18,10237,215430,99
2025-03-19,10237,215430,101
2025-03-20,10237,215430,109
2025-03-21,10237,215430,94
2025-03-22,10237,215430,97
2025-03-23,10237,215430,100
2025-03-24,10237,215430,99
2025-03-25,10237,215430,109
2025-03-26,10237,215430,101
2025-03-27,10237,215430,99
2025-03-28,10237,215430,94
2025-03-29,10237,215430,97
2025-03-30,10237,215430,109
2025-03-31,10237,215430,99
2025-03-01,10403,201632,50
2025-03-02,10403,201632,42
2025-03-03,10403,201632,40
2025-03-09,10403,201632,42
2025-03-10,10403,201632,57
2025-03-11,10403,201632,40
2025-03-12,10403,201632,41
2025-03-26,10403,201632,43
2025-03-01,10403,205582,280
2025-03-02,10403,205582,295
2025-03-03,10403,205582,222
2025-03-04,10403,205582,220
2025-03-05,10403,205582,115
2025-03-06,10403,205582,76
2025-03-07,10403,205582,76
2025-03-08,10403,205582,84
2025-03-09,10403,205582,89
2025-03-10,10403,205582,119
2025-03-11,10403,205582,72
2025-03-12,10403,205582,71
2025-03-13,10403,205582,1304
2025-03-14,10403,205582,1311
2025-03-15,10403,205582,2506
2025-03-16,10403,205582,1508
2025-03-17,10403,205582,1230
2025-03-18,10403,205582,1220
2025-03-19,10403,205582,1212
2025-03-20,10403,205582,416
2025-03-21,10403,205582,250
2025-03-22,10403,205582,276
2025-03-23,10403,205582,291
2025-03-24,10403,205582,237
2025-03-25,10403,205582,385
2025-03-26,10403,205582,212
2025-03-27,10403,205582,225
2025-03-28,10403,205582,226
2025-03-29,10403,205582,250
2025-03-30,10403,205582,469
2025-03-31,10403,205582,215
2025-03-01,10403,205611,50
2025-03-02,10403,205611,48
2025-03-03,10403,205611,46
2025-03-04,10403,205611,45
2025-03-05,10403,205611,60
2025-03-09,10403,205611,48
2025-03-10,10403,205611,61
2025-03-11,10403,205611,45
2025-03-12,10403,205611,45
2025-03-13,10403,205611,46
2025-03-17,10403,205611,46
2025-03-22,10403,205611,45
2025-03-24,10403,205611,46
2025-03-25,10403,205611,59
2025-03-27,10403,205611,46
2025-03-28,10403,205611,43
2025-03-29,10403,205611,44
2025-03-01,10403,215430,57
2025-03-03,10403,215430,51
2025-03-06,10403,215430,52
2025-03-07,10403,215430,49
2025-03-09,10403,215430,52
2025-03-10,10403,215430,57
2025-03-11,10403,215430,52
2025-03-12,10403,215430,53
2025-03-13,10403,215430,207
2025-03-14,10403,215430,196
2025-03-15,10403,215430,226
2025-03-23,10403,215430,207
2025-03-24,10403,215430,206
2025-03-28,10403,215430,196
2025-03-29,10403,215430,202
2025-03-01,10403,551228,5462
2025-03-02,10403,551228,4508
2025-03-03,10403,551228,3814
2025-03-04,10403,551228,3968
2025-03-05,10403,551228,5123
2025-03-06,10403,551228,5782
2025-03-07,10403,551228,5324
2025-03-08,10403,551228,5834
2025-03-09,10403,551228,7111
2025-03-10,10403,551228,10562
2025-03-11,10403,551228,7795
2025-03-12,10403,551228,7631
2025-03-13,10403,551228,5707
2025-03-14,10403,551228,5295
2025-03-15,10403,551228,8244
2025-03-16,10403,551228,6574
2025-03-17,10403,551228,4571
2025-03-18,10403,551228,4644
2025-03-19,10403,551228,5437
2025-03-20,10403,551228,7644
2025-03-21,10403,551228,5734
2025-03-22,10403,551228,6473
2025-03-23,10403,551228,7687
2025-03-24,10403,551228,6474
2025-03-25,10403,551228,8628
2025-03-26,10403,551228,6308
2025-03-27,10403,551228,7398
2025-03-28,10403,551228,5641
2025-03-29,10403,551228,6567
2025-03-30,10403,551228,9532
2025-03-31,10403,551228,7860
2025-03-01,10403,551736,0
2025-03-08,10403,551736,0
2025-03-09,10403,551736,0
2025-03-13,10403,551736,0
2025-03-21,10403,551736,0
2025-03-22,10403,551736,0
2025-03-28,10403,551736,0
2025-03-29,10403,551736,0
2025-03-01,10403,563689,106
2025-03-02,10403,563689,72
2025-03-03,10403,563689,67
2025-03-25,10403,563689,105
2025-03-27,10403,563689,66
2025-03-02,10484,110365,15
2025-03-04,10484,110365,15
2025-03-11,10484,110365,15
2025-03-13,10484,110365,15
2025-03-14,10484,110365,15
2025-03-16,10484,110365,15
2025-03-17,10484,110365,15
2025-03-19,10484,110365,15
2025-03-20,10484,110365,8
2025-03-21,10484,110365,66
2025-03-22,10484,110365,66
2025-03-23,10484,110365,66
2025-03-24,10484,110365,66
2025-03-25,10484,110365,66
2025-03-28,10484,110365,66
2025-03-29,10484,110365,66
2025-03-30,10484,110365,17
2025-03-31,10484,110365,17
2025-03-04,10484,551736,1010
2025-03-05,10484,551736,1439
2025-03-06,10484,551736,984
2025-03-08,10484,551736,1002
2025-03-20,10484,551736,1474
2025-03-28,10484,551736,872
2025-03-01,10484,560271,603
2025-03-02,10484,560271,581
2025-03-03,10484,560271,531
2025-03-04,10484,560271,490
2025-03-05,10484,560271,690
2025-03-06,10484,560271,464
2025-03-07,10484,560271,433
2025-03-08,10484,560271,473
2025-03-09,10484,560271,489
2025-03-10,10484,560271,658
2025-03-11,10484,560271,433
2025-03-12,10484,560271,459
2025-03-13,10484,560271,401
2025-03-14,10484,560271,504
2025-03-15,10484,560271,901
2025-03-16,10484,560271,726
2025-03-17,10484,560271,644
2025-03-18,10484,560271,697
2025-03-19,10484,560271,561
2025-03-20,10484,560271,748
2025-03-22,10484,560271,543
2025-03-23,10484,560271,576
2025-03-24,10484,560271,518
2025-03-25,10484,560271,666
2025-03-28,10484,560271,426
2025-03-29,10484,560271,465
2025-03-30,10484,560271,748
2025-03-31,10484,560271,466
2025-03-01,10573,207288,4
2025-03-02,10573,207288,3
2025-03-04,10573,207288,3
2025-03-05,10573,207288,4
2025-03-06,10573,207288,3
2025-03-08,10573,207288,3
2025-03-15,10573,207288,4
2025-03-25,10573,207288,4
2025-03-26,10573,207288,3
2025-03-30,10573,207288,5
2025-03-31,10573,207288,3
2025-03-05,10573,408789,0
2025-03-06,10573,408789,0
2025-03-22,10573,408789,0
2025-03-01,10573,558873,0
2025-03-02,10573,558873,0
2025-03-03,10573,558873,0
2025-03-04,10573,558873,0
2025-03-05,10573,558873,0
2025-03-06,10573,558873,0
2025-03-07,10573,558873,0
2025-03-08,10573,558873,0
2025-03-09,10573,558873,0
