date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2021-10-01,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-02,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-03,10047,567434,110,110,134,0,0,0,1,1,1
2021-10-04,10047,567434,127,127,155,0,0,0,1,1,1
2021-10-05,10047,567434,138,138,168,0,0,0,1,1,1
2021-10-06,10047,567434,122,122,149,0,0,0,1,1,1
2021-10-07,10047,567434,119,119,145,0,0,0,1,1,1
2021-10-08,10047,567434,116,116,141,0,0,0,1,1,1
2021-10-09,10047,567434,129,129,157,0,0,0,1,1,1
2021-10-10,10047,567434,161,161,196,0,0,0,1,1,1
2021-10-11,10047,567434,132,132,161,0,0,0,1,1,1
2021-10-12,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-13,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-14,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-15,10047,567434,123,123,150,0,0,0,1,1,1
2021-10-16,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-17,10047,567434,110,110,134,0,0,0,1,1,1
2021-10-18,10047,567434,126,126,154,0,0,0,1,1,1
2021-10-19,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-20,10047,567434,130,130,159,0,0,0,1,1,1
2021-10-21,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-22,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-23,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-24,10047,567434,110,110,134,0,0,0,1,1,1
2021-10-25,10047,567434,136,136,166,0,0,0,1,1,1
2021-10-26,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-27,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-28,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-29,10047,567434,108,108,132,0,0,0,1,1,1
2021-10-30,10047,567434,138,138,168,0,0,0,1,1,1
2021-10-31,10047,567434,110,110,134,0,0,0,1,1,1
2021-10-01,10130,206440,16418,16394,17679,6,6,7,307,307,352
2021-10-02,10130,206440,16585,16561,17859,6,6,7,312,312,357
2021-10-03,10130,206440,16955,16930,18258,6,6,7,315,315,361
2021-10-04,10130,206440,21451,21420,23099,8,8,10,317,317,363
