date,shop,genre,predicted_sales,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2026-02-07,10047,567434,348,1,0,3
2026-02-10,10047,567434,371,1,0,3
2026-02-01,10130,205611,10493,92,31,197
2026-02-02,10130,205611,8087,84,28,180
2026-02-03,10130,205611,7213,78,26,167
2026-02-04,10130,205611,7447,77,26,165
2026-02-05,10130,205611,10135,74,25,159
2026-02-06,10130,205611,7941,75,25,161
2026-02-07,10130,205611,7739,72,24,154
2026-02-08,10130,205611,7683,70,23,150
2026-02-09,10130,205611,6709,68,23,146
2026-02-10,10130,205611,8567,66,22,141
2026-02-11,10130,205611,6550,63,21,135
2026-02-12,10130,205611,5619,60,20,129
2026-02-13,10130,205611,4219,57,19,122
2026-02-14,10130,205611,4403,54,18,116
2026-02-15,10130,205611,6270,52,17,111
2026-02-16,10130,205611,4761,50,17,107
2026-02-17,10130,205611,4239,48,16,103
2026-02-18,10130,205611,3950,46,15,99
2026-02-19,10130,205611,4154,41,14,88
2026-02-20,10130,205611,5549,39,13,84
2026-02-21,10130,205611,4498,40,13,86
2026-02-22,10130,205611,4670,37,12,79
2026-02-23,10130,205611,3969,35,12,75
2026-02-24,10130,205611,3672,34,11,73
2026-02-25,10130,205611,5197,31,10,66
2026-02-26,10130,205611,3804,30,10,64
2026-02-27,10130,205611,3220,29,10,62
2026-02-28,10130,205611,2912,26,9,56
2026-02-01,10130,206440,69429,593,181,1427
2026-02-02,10130,206440,51806,509,155,1225
2026-02-03,10130,206440,52778,494,151,1188
2026-02-04,10130,206440,68106,531,162,1277
2026-02-05,10130,206440,80275,547,167,1316
2026-02-06,10130,206440,68856,569,174,1369
2026-02-07,10130,206440,68813,597,182,1436
2026-02-08,10130,206440,69860,608,186,1463
2026-02-09,10130,206440,62812,555,169,1335
2026-02-10,10130,206440,77622,582,178,1400
2026-02-11,10130,206440,58162,542,165,1304
2026-02-12,10130,206440,57951,549,168,1321
2026-02-13,10130,206440,51210,491,150,1181
2026-02-14,10130,206440,50432,479,146,1152
2026-02-15,10130,206440,73025,494,151,1188
2026-02-16,10130,206440,46213,411,125,989
2026-02-17,10130,206440,48355,399,122,960
2026-02-18,10130,206440,48836,389,119,936
2026-02-19,10130,206440,59500,413,126,994
2026-02-20,10130,206440,64207,401,122,965
2026-02-21,10130,206440,56355,431,132,1037
2026-02-22,10130,206440,55804,430,131,1034
2026-02-23,10130,206440,48312,389,119,936
2026-02-24,10130,206440,39741,367,112,883
2026-02-25,10130,206440,60076,397,121,955
2026-02-26,10130,206440,42267,345,105,830
2026-02-27,10130,206440,39463,327,100,787
2026-02-28,10130,206440,38487,320,98,770
2026-02-01,10130,206471,2507,92,31,194
2026-02-02,10130,206471,2301,86,29,181
2026-02-03,10130,206471,2334,85,29,179
2026-02-04,10130,206471,3205,89,30,187
2026-02-05,10130,206471,3627,89,30,187
2026-02-06,10130,206471,3526,91,31,192
2026-02-07,10130,206471,3429,93,32,196
2026-02-08,10130,206471,3651,93,32,196
2026-02-09,10130,206471,2967,91,31,192
2026-02-10,10130,206471,3462,94,32,198
2026-02-11,10130,206471,2393,92,31,194
2026-02-12,10130,206471,2769,97,33,204
2026-02-13,10130,206471,2647,93,32,196
2026-02-14,10130,206471,2732,95,32,200
2026-02-15,10130,206471,4124,100,34,211
2026-02-16,10130,206471,2498,98,33,206
2026-02-17,10130,206471,3141,98,33,206
2026-02-18,10130,206471,3170,99,34,209
2026-02-19,10130,206471,3743,102,35,215
2026-02-20,10130,206471,4145,104,36,219
2026-02-21,10130,206471,3750,110,38,232
2026-02-22,10130,206471,3797,114,39,240
2026-02-23,10130,206471,3830,110,38,232
2026-02-24,10130,206471,2985,110,38,232
2026-02-25,10130,206471,4821,114,39,240
2026-02-26,10130,206471,3517,114,39,240
2026-02-27,10130,206471,3210,115,39,242
2026-02-28,10130,206471,3339,120,41,253
2026-02-01,10130,216158,34,1,0,2
2026-02-02,10130,216158,27,1,0,2
2026-02-04,10130,216158,32,1,0,2
2026-02-05,10130,216158,39,1,0,2
2026-02-10,10130,216158,12,1,0,2
2026-02-12,10130,216158,9,1,0,2
2026-02-15,10130,216158,13,1,0,2
2026-02-16,10130,216158,9,1,0,2
2026-02-17,10130,216158,9,1,0,2
2026-02-23,10130,216158,10,1,0,2
2026-02-24,10130,216158,9,1,0,2
2026-02-25,10130,216158,8,1,0,2
2026-02-27,10130,216158,6,1,0,2
2026-02-01,10130,216173,563,5,2,11
2026-02-02,10130,216173,310,4,1,9
2026-02-03,10130,216173,424,4,1,9
2026-02-04,10130,216173,510,5,2,11
2026-02-05,10130,216173,900,5,2,11
2026-02-06,10130,216173,787,6,2,13
2026-02-07,10130,216173,718,7,3,15
2026-02-08,10130,216173,764,7,3,15
2026-02-09,10130,216173,712,7,3,15
2026-02-10,10130,216173,738,7,3,15
2026-02-11,10130,216173,495,7,3,15
2026-02-12,10130,216173,371,7,3,15
2026-02-13,10130,216173,311,7,3,15
2026-02-14,10130,216173,330,6,2,13
2026-02-15,10130,216173,757,6,2,13
2026-02-16,10130,216173,707,7,3,15
2026-02-17,10130,216173,753,7,3,15
2026-02-18,10130,216173,776,7,3,15
2026-02-19,10130,216173,927,7,3,15
2026-02-20,10130,216173,1041,7,3,15
2026-02-21,10130,216173,871,8,3,17
2026-02-22,10130,216173,829,9,3,19
2026-02-23,10130,216173,502,9,3,19
2026-02-24,10130,216173,369,10,4,21
2026-02-25,10130,216173,572,10,4,21
2026-02-26,10130,216173,252,10,4,21
2026-02-27,10130,216173,238,9,3,19
2026-02-28,10130,216173,237,9,3,19
2026-02-01,10130,502835,1046,7,2,16
2026-02-02,10130,502835,984,7,2,16
2026-02-03,10130,502835,863,7,2,16
2026-02-04,10130,502835,742,8,3,19
2026-02-05,10130,502835,1269,9,3,21
2026-02-06,10130,502835,708,9,3,21
2026-02-07,10130,502835,912,10,4,23
2026-02-08,10130,502835,960,12,4,28
2026-02-09,10130,502835,1059,12,4,28
2026-02-10,10130,502835,1556,12,4,28
2026-02-11,10130,502835,1285,11,4,25
2026-02-12,10130,502835,1619,11,4,25
2026-02-13,10130,502835,1485,11,4,25
2026-02-14,10130,502835,1420,12,4,28
2026-02-15,10130,502835,2335,12,4,28
2026-02-16,10130,502835,1143,9,3,21
2026-02-17,10130,502835,1191,9,3,21
2026-02-18,10130,502835,875,8,3,19
2026-02-19,10130,502835,664,7,2,16
2026-02-20,10130,502835,857,7,2,16
2026-02-21,10130,502835,659,9,3,21
2026-02-22,10130,502835,711,9,3,21
2026-02-23,10130,502835,663,9,3,21
2026-02-24,10130,502835,773,10,4,23
2026-02-25,10130,502835,1110,11,4,25
2026-02-26,10130,502835,585,10,4,23
2026-02-27,10130,502835,532,9,3,21
2026-02-28,10130,502835,560,8,3,19
2026-02-01,10130,551732,148,10,4,22
2026-02-02,10130,551732,126,8,3,18
2026-02-03,10130,551732,129,8,3,18
2026-02-04,10130,551732,136,9,3,20
2026-02-05,10130,551732,194,9,3,20
2026-02-06,10130,551732,121,10,4,22
2026-02-07,10130,551732,137,10,4,22
2026-02-08,10130,551732,230,9,3,20
2026-02-09,10130,551732,202,9,3,20
2026-02-10,10130,551732,358,10,4,22
2026-02-11,10130,551732,450,10,4,22
2026-02-12,10130,551732,677,10,4,22
2026-02-13,10130,551732,646,9,3,20
2026-02-14,10130,551732,707,9,3,20
2026-02-15,10130,551732,1206,9,3,20
2026-02-16,10130,551732,629,8,3,18
2026-02-17,10130,551732,608,8,3,18
2026-02-18,10130,551732,383,7,2,16
2026-02-19,10130,551732,159,7,2,16
2026-02-20,10130,551732,218,6,2,13
2026-02-21,10130,551732,163,6,2,13
2026-02-22,10130,551732,178,7,2,16
2026-02-23,10130,551732,156,7,2,16
2026-02-24,10130,551732,151,7,2,16
2026-02-25,10130,551732,245,7,2,16
2026-02-26,10130,551732,143,7,2,16
2026-02-27,10130,551732,138,7,2,16
2026-02-28,10130,551732,420,7,2,16
2026-02-08,10130,558846,0,1,0,2
2026-02-17,10130,558846,0,1,0,2
2026-02-01,10130,558873,641,44,15,99
2026-02-02,10130,558873,401,36,12,81
2026-02-03,10130,558873,374,34,12,77
2026-02-04,10130,558873,370,32,11,72
2026-02-05,10130,558873,473,33,11,74
2026-02-06,10130,558873,327,32,11,72
2026-02-07,10130,558873,325,32,11,72
2026-02-08,10130,558873,328,32,11,72
2026-02-09,10130,558873,555,31,11,70
2026-02-10,10130,558873,791,33,11,74
2026-02-11,10130,558873,506,34,12,77
2026-02-12,10130,558873,467,34,12,77
2026-02-13,10130,558873,692,33,11,74
2026-02-14,10130,558873,1278,35,12,79
2026-02-15,10130,558873,2048,37,13,83
2026-02-16,10130,558873,1796,37,13,83
2026-02-17,10130,558873,2041,38,13,86
2026-02-18,10130,558873,2090,37,13,83
2026-02-19,10130,558873,1957,36,12,81
2026-02-20,10130,558873,2384,37,13,83
2026-02-21,10130,558873,1299,37,13,83
2026-02-22,10130,558873,1740,38,13,86
2026-02-23,10130,558873,783,35,12,79
2026-02-24,10130,558873,528,35,12,79
2026-02-25,10130,558873,773,38,13,86
2026-02-26,10130,558873,505,38,13,86
2026-02-27,10130,558873,500,39,13,88
2026-02-28,10130,558873,535,41,14,92
2026-02-01,10130,560271,44,4,1,9
2026-02-02,10130,560271,30,4,1,9
2026-02-04,10130,560271,31,4,1,9
2026-02-05,10130,560271,36,3,1,7
2026-02-06,10130,560271,29,3,1,7
2026-02-07,10130,560271,32,3,1,7
2026-02-08,10130,560271,36,3,1,7
2026-02-10,10130,560271,38,3,1,7
2026-02-11,10130,560271,28,3,1,7
2026-02-12,10130,560271,27,3,1,7
2026-02-13,10130,560271,26,3,1,7
2026-02-14,10130,560271,17,3,1,7
2026-02-15,10130,560271,27,3,1,7
2026-02-16,10130,560271,18,3,1,7
2026-02-17,10130,560271,17,3,1,7
2026-02-18,10130,560271,20,3,1,7
2026-02-19,10130,560271,18,3,1,7
2026-02-20,10130,560271,21,3,1,7
2026-02-21,10130,560271,19,3,1,7
2026-02-22,10130,560271,22,3,1,7
2026-02-23,10130,560271,20,2,1,4
2026-02-24,10130,560271,17,3,1,7
2026-02-25,10130,560271,23,3,1,7
2026-02-26,10130,560271,61,3,1,7
2026-02-27,10130,560271,59,3,1,7
2026-02-28,10130,560271,63,3,1,7
2026-02-01,10182,205761,3860,33,10,81
2026-02-02,10182,205761,3108,23,7,57
2026-02-03,10182,205761,3196,22,7,54
2026-02-04,10182,205761,3379,24,7,59
2026-02-05,10182,205761,582,26,8,64
2026-02-06,10182,205761,511,25,7,61
2026-02-07,10182,205761,1048,26,8,64
2026-02-08,10182,205761,995,28,8,69
2026-02-09,10182,205761,2031,31,9,76
2026-02-10,10182,205761,4204,34,10,84
2026-02-11,10182,205761,2417,32,10,79
2026-02-12,10182,205761,2510,34,10,84
2026-02-13,10182,205761,2413,33,10,81
2026-02-14,10182,205761,2395,35,10,86
2026-02-15,10182,205761,6913,39,12,96
2026-02-16,10182,205761,4504,33,10,81
2026-02-17,10182,205761,4221,33,10,81
2026-02-18,10182,205761,4227,33,10,81
2026-02-19,10182,205761,4756,30,9,74
2026-02-20,10182,205761,7034,30,9,74
2026-02-21,10182,205761,5152,28,8,69
2026-02-22,10182,205761,5274,28,8,69
2026-02-23,10182,205761,4958,27,8,66
2026-02-24,10182,205761,5170,28,8,69
2026-02-25,10182,205761,8330,31,9,76
2026-02-26,10182,205761,4440,31,9,76
2026-02-27,10182,205761,3966,32,10,79
2026-02-28,10182,205761,3889,32,10,79
2026-02-05,10182,206361,0,1,0,2
2026-02-09,10182,206361,0,1,0,2
2026-02-11,10182,206361,0,1,0,2
2026-02-23,10182,206361,0,1,0,2
2026-02-24,10182,206361,0,1,0,2
2026-02-26,10182,206361,0,1,0,2
2026-02-28,10182,206361,0,1,0,2
2026-02-01,10182,206363,630,8,3,19
2026-02-02,10182,206363,600,6,2,14
2026-02-03,10182,206363,623,5,2,12
2026-02-04,10182,206363,589,6,2,14
2026-02-05,10182,206363,679,6,2,14
2026-02-06,10182,206363,587,6,2,14
2026-02-07,10182,206363,636,6,2,14
2026-02-08,10182,206363,630,7,3,17
2026-02-09,10182,206363,600,6,2,14
2026-02-10,10182,206363,798,7,3,17
2026-02-11,10182,206363,589,6,2,14
2026-02-12,10182,206363,587,6,2,14
2026-02-13,10182,206363,587,6,2,14
2026-02-14,10182,206363,636,6,2,14
2026-02-15,10182,206363,815,8,3,19
2026-02-16,10182,206363,600,7,3,17
2026-02-17,10182,206363,623,7,3,17
2026-02-18,10182,206363,589,7,3,17
2026-02-19,10182,206363,587,6,2,14
2026-02-20,10182,206363,691,7,3,17
2026-02-21,10182,206363,636,7,3,17
2026-02-22,10182,206363,630,7,3,17
2026-02-23,10182,206363,600,7,3,17
2026-02-24,10182,206363,623,6,2,14
2026-02-25,10182,206363,718,7,3,17
2026-02-26,10182,206363,587,7,3,17
2026-02-27,10182,206363,587,7,3,17
2026-02-28,10182,206363,636,7,3,17
2026-02-01,10182,206440,3047,151,46,363
2026-02-02,10182,206440,2389,123,38,296
2026-02-03,10182,206440,2516,84,26,202
2026-02-04,10182,206440,3289,77,24,185
2026-02-05,10182,206440,3890,84,26,202
2026-02-06,10182,206440,3132,95,29,229
2026-02-07,10182,206440,3161,103,31,248
2026-02-08,10182,206440,3226,97,30,233
2026-02-09,10182,206440,2913,86,26,207
2026-02-10,10182,206440,3591,92,28,221
2026-02-11,10182,206440,2649,104,32,250
2026-02-12,10182,206440,2679,102,31,245
2026-02-13,10182,206440,2541,91,28,219
2026-02-14,10182,206440,2561,90,27,217
2026-02-15,10182,206440,3755,101,31,243
2026-02-16,10182,206440,2389,94,29,226
2026-02-17,10182,206440,2516,98,30,236
2026-02-18,10182,206440,2649,87,27,209
2026-02-19,10182,206440,3332,101,31,243
2026-02-20,10182,206440,3637,126,38,303
2026-02-21,10182,206440,3027,181,55,435
2026-02-22,10182,206440,3003,245,75,589
2026-02-23,10182,206440,3962,282,86,678
2026-02-24,10182,206440,3338,301,92,724
2026-02-25,10182,206440,4972,344,105,828
2026-02-26,10182,206440,3398,348,106,837
2026-02-27,10182,206440,3157,348,106,837
2026-02-28,10182,206440,2100,348,106,837
2026-02-06,10182,206471,0,1,0,2
2026-02-09,10182,206471,0,1,0,2
2026-02-14,10182,206471,0,1,0,2
2026-02-16,10182,206471,0,1,0,2
2026-02-18,10182,206471,0,1,0,2
2026-02-19,10182,206471,0,1,0,2
2026-02-20,10182,206471,0,1,0,2
2026-02-22,10182,206471,0,1,0,2
2026-02-23,10182,206471,0,1,0,2
2026-02-26,10182,206471,0,1,0,2
2026-02-27,10182,206471,0,1,0,2
2026-02-01,10182,207288,0,2,1,4
2026-02-02,10182,207288,0,1,0,2
2026-02-03,10182,207288,0,2,1,4
2026-02-05,10182,207288,0,2,1,4
2026-02-06,10182,207288,0,2,1,4
2026-02-07,10182,207288,0,2,1,4
2026-02-08,10182,207288,0,2,1,4
2026-02-10,10182,207288,0,3,1,6
2026-02-12,10182,207288,0,3,1,6
2026-02-14,10182,207288,0,2,1,4
2026-02-15,10182,207288,0,3,1,6
2026-02-16,10182,207288,0,2,1,4
2026-02-17,10182,207288,0,2,1,4
2026-02-18,10182,207288,0,2,1,4
2026-02-19,10182,207288,0,2,1,4
2026-02-20,10182,207288,0,2,1,4
2026-02-21,10182,207288,0,2,1,4
2026-02-22,10182,207288,0,2,1,4
2026-02-23,10182,207288,0,2,1,4
2026-02-24,10182,207288,0,1,0,2
2026-02-26,10182,207288,0,1,0,2
2026-02-27,10182,207288,0,1,0,2
2026-02-28,10182,207288,0,2,1,4
2026-02-01,10182,304080,2286,26,10,54
2026-02-02,10182,304080,14691,25,9,52
2026-02-03,10182,304080,7628,24,9,50
2026-02-04,10182,304080,5193,24,9,50
2026-02-05,10182,304080,5251,22,8,46
2026-02-06,10182,304080,2842,19,7,39
2026-02-07,10182,304080,2563,20,8,42
2026-02-08,10182,304080,2378,19,7,39
2026-02-09,10182,304080,965,18,7,37
2026-02-10,10182,304080,1268,18,7,37
2026-02-11,10182,304080,741,17,6,35
2026-02-12,10182,304080,651,18,7,37
2026-02-13,10182,304080,566,17,6,35
2026-02-14,10182,304080,563,17,6,35
2026-02-15,10182,304080,852,19,7,39
2026-02-16,10182,304080,490,17,6,35
2026-02-17,10182,304080,477,17,6,35
2026-02-18,10182,304080,436,17,6,35
2026-02-19,10182,304080,418,16,6,33
2026-02-20,10182,304080,515,16,6,33
2026-02-21,10182,304080,385,18,7,37
2026-02-22,10182,304080,396,19,7,39
2026-02-23,10182,304080,351,20,8,42
2026-02-24,10182,304080,332,22,8,46
2026-02-25,10182,304080,458,22,8,46
2026-02-26,10182,304080,286,22,8,46
2026-02-27,10182,304080,261,22,8,46
2026-02-28,10182,304080,271,21,8,44
2026-02-01,10182,401534,96,2,1,4
2026-02-02,10182,401534,65,1,0,2
2026-02-04,10182,401534,77,1,0,2
2026-02-05,10182,401534,90,1,0,2
2026-02-06,10182,401534,74,2,1,4
2026-02-07,10182,401534,74,1,0,2
2026-02-08,10182,401534,79,2,1,4
2026-02-09,10182,401534,74,2,1,4
2026-02-10,10182,401534,92,2,1,4
2026-02-11,10182,401534,67,2,1,4
2026-02-12,10182,401534,65,2,1,4
2026-02-13,10182,401534,64,1,0,2
2026-02-15,10182,401534,96,2,1,4
2026-02-18,10182,401534,73,2,1,4
2026-02-19,10182,401534,74,2,1,4
2026-02-20,10182,401534,89,2,1,4
2026-02-21,10182,401534,74,2,1,4
2026-02-22,10182,401534,79,2,1,4
2026-02-24,10182,401534,66,2,1,4
2026-02-25,10182,401534,94,2,1,4
2026-02-26,10182,401534,65,2,1,4
2026-02-27,10182,401534,64,2,1,4
2026-02-28,10182,401534,65,2,1,4
2026-02-01,10182,407120,0,3,1,6
2026-02-02,10182,407120,0,2,1,4
2026-02-03,10182,407120,0,2,1,4
2026-02-04,10182,407120,0,2,1,4
2026-02-05,10182,407120,0,2,1,4
2026-02-07,10182,407120,0,2,1,4
2026-02-08,10182,407120,0,2,1,4
2026-02-11,10182,407120,0,2,1,4
2026-02-12,10182,407120,0,2,1,4
2026-02-13,10182,407120,0,2,1,4
2026-02-14,10182,407120,0,2,1,4
2026-02-15,10182,407120,0,3,1,6
2026-02-16,10182,407120,0,3,1,6
2026-02-18,10182,407120,0,2,1,4
2026-02-19,10182,407120,0,2,1,4
2026-02-20,10182,407120,0,2,1,4
2026-02-21,10182,407120,0,2,1,4
