date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2023-07-01,10047,567434,130,130,159,1,1,1,1,1,1
2023-07-02,10047,567434,110,110,134,1,1,1,1,1,1
2023-07-03,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-04,10047,567434,121,121,148,1,1,1,1,1,1
2023-07-05,10047,567434,140,140,171,1,1,1,1,1,1
2023-07-06,10047,567434,119,119,145,1,1,1,1,1,1
2023-07-07,10047,567434,116,116,141,1,1,1,1,1,1
2023-07-08,10047,567434,129,129,157,1,1,1,1,1,1
2023-07-09,10047,567434,136,136,166,1,1,1,1,1,1
2023-07-10,10047,567434,147,147,179,1,1,1,1,1,1
2023-07-11,10047,567434,125,125,152,1,1,1,1,1,1
2023-07-12,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-13,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-14,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-15,10047,567434,145,145,177,1,1,1,1,1,1
2023-07-16,10047,567434,110,110,134,1,1,1,1,1,1
2023-07-17,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-18,10047,567434,119,119,145,1,1,1,1,1,1
2023-07-19,10047,567434,122,122,149,1,1,1,1,1,1
2023-07-20,10047,567434,135,135,165,1,1,1,1,1,1
2023-07-21,10047,567434,116,116,141,1,1,1,1,1,1
2023-07-22,10047,567434,129,129,157,1,1,1,1,1,1
2023-07-23,10047,567434,136,136,166,1,1,1,1,1,1
2023-07-24,10047,567434,127,127,155,1,1,1,1,1,1
2023-07-25,10047,567434,138,138,168,1,1,1,1,1,1
2023-07-26,10047,567434,126,126,154,1,1,1,1,1,1
2023-07-27,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-28,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-29,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-30,10047,567434,148,148,180,1,1,1,1,1,1
2023-07-31,10047,567434,108,108,132,1,1,1,1,1,1
2023-07-01,10130,205611,5,5,5,1,1,1,2,2,2
2023-07-02,10130,205611,6,6,6,1,1,1,1,1,1
2023-07-03,10130,205611,6,6,6,1,1,1,1,1,1
2023-07-04,10130,205611,6,6,6,1,1,1,1,1,1
2023-07-05,10130,205611,6,6,6,1,1,1,2,2,2
2023-07-06,10130,205611,6,6,6,1,1,1,2,2,2
2023-07-07,10130,205611,5,5,5,1,1,1,2,2,2
2023-07-08,10130,205611,5,5,5,1,1,1,2,2,2
2023-07-09,10130,205611,6,6,6,1,1,1,2,2,2
2023-07-10,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-11,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-12,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-13,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-14,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-15,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-16,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-17,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-18,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-19,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-20,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-21,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-22,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-23,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-24,10130,205611,2,2,2,1,1,1,2,2,2
2023-07-25,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-26,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-27,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-28,10130,205611,3,3,3,1,1,1,2,2,2
2023-07-29,10130,205611,3,3,3,1,1,1,1,1,1
2023-07-30,10130,205611,3,3,3,1,1,1,1,1,1
2023-07-31,10130,205611,3,3,3,1,1,1,1,1,1
2023-07-01,10130,206440,6494,6485,6993,2,2,2,108,108,124
2023-07-02,10130,206440,6368,6359,6857,2,2,2,112,112,128
2023-07-03,10130,206440,5480,5472,5901,2,2,2,102,102,117
2023-07-04,10130,206440,7442,7431,8014,2,2,2,101,101,116
2023-07-05,10130,206440,8642,8629,9306,2,2,2,105,105,120
2023-07-06,10130,206440,11765,11748,12669,4,4,5,114,114,131
2023-07-07,10130,206440,13138,13119,14147,4,4,5,116,116,133
2023-07-08,10130,206440,11460,11443,12340,3,3,4,121,121,139
2023-07-09,10130,206440,10821,10805,11652,3,3,4,120,120,137
2023-07-10,10130,206440,9907,9893,10668,3,3,4,116,116,133
2023-07-11,10130,206440,11231,11215,12094,3,3,4,122,122,140
2023-07-12,10130,206440,11489,11472,12372,4,4,5,116,116,133
2023-07-13,10130,206440,9822,9808,10577,3,3,4,112,112,128
2023-07-14,10130,206440,7831,7820,8433,3,3,4,113,113,129
2023-07-15,10130,206440,8525,8513,9180,3,3,4,118,118,135
2023-07-16,10130,206440,6407,6398,6899,3,3,4,119,119,136
2023-07-17,10130,206440,6218,6209,6696,3,3,4,119,119,136
2023-07-18,10130,206440,7568,7557,8149,3,3,4,127,127,146
2023-07-19,10130,206440,8374,8362,9017,3,3,4,140,140,160
2023-07-20,10130,206440,8399,8387,9044,3,3,4,149,149,171
2023-07-21,10130,206440,7505,7494,8082,3,3,4,150,150,172
2023-07-22,10130,206440,8131,8119,8756,3,3,4,157,157,180
2023-07-23,10130,206440,7290,7279,7850,3,3,4,158,158,181
2023-07-24,10130,206440,5595,5587,6025,3,3,4,155,155,178
2023-07-25,10130,206440,7991,7979,8605,3,3,4,153,153,175
2023-07-26,10130,206440,8198,8186,8828,4,4,5,160,160,183
2023-07-27,10130,206440,6018,6009,6480,3,3,4,149,149,171
2023-07-28,10130,206440,5056,5049,5444,2,2,2,141,141,162
2023-07-29,10130,206440,4875,4868,5250,2,2,2,141,141,162
2023-07-30,10130,206440,8388,8376,9032,3,3,4,145,145,166
2023-07-31,10130,206440,4329,4323,4662,2,2,2,131,131,150
2023-07-01,10130,206471,3543,3538,3815,1,1,1,114,114,127
2023-07-02,10130,206471,3437,3432,3701,1,1,1,112,112,125
2023-07-03,10130,206471,2644,2640,2847,1,1,1,101,101,113
2023-07-04,10130,206471,2336,2333,2515,1,1,1,95,95,106
2023-07-05,10130,206471,2440,2436,2627,1,1,1,93,93,104
2023-07-06,10130,206471,2892,2888,3114,1,1,1,95,95,106
2023-07-07,10130,206471,3363,3358,3621,1,1,1,96,96,107
2023-07-08,10130,206471,2894,2890,3116,1,1,1,97,97,108
2023-07-09,10130,206471,2835,2831,3053,1,1,1,95,95,106
2023-07-10,10130,206471,3207,3202,3453,1,1,1,92,92,103
2023-07-11,10130,206471,3058,3054,3293,1,1,1,91,91,102
2023-07-12,10130,206471,2756,2752,2968,1,1,1,86,86,96
2023-07-13,10130,206471,2221,2218,2392,1,1,1,77,77,86
2023-07-14,10130,206471,1888,1885,2033,1,1,1,70,70,78
2023-07-15,10130,206471,1992,1989,2145,1,1,1,67,67,75
2023-07-16,10130,206471,1801,1798,1939,1,1,1,63,63,70
2023-07-17,10130,206471,1410,1408,1518,1,1,1,58,58,65
2023-07-18,10130,206471,1270,1268,1368,1,1,1,55,55,61
2023-07-19,10130,206471,1730,1727,1863,1,1,1,56,56,62
