date,shop,genre,predicted_sales,predicted_sales_low,predicted_sales_high,predicted_units,predicted_units_low,predicted_units_high,predicted_page_views,predicted_page_views_low,predicted_page_views_high
2023-02-01,10047,567434,122,122,149,1,1,1,1,1,1
2023-02-02,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-03,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-04,10047,567434,131,131,160,1,1,1,1,1,1
2023-02-05,10047,567434,164,164,200,1,1,1,1,1,1
2023-02-06,10047,567434,129,129,157,1,1,1,1,1,1
2023-02-07,10047,567434,122,122,149,1,1,1,1,1,1
2023-02-08,10047,567434,124,124,151,1,1,1,1,1,1
2023-02-09,10047,567434,120,120,146,1,1,1,1,1,1
2023-02-10,10047,567434,133,133,162,1,1,1,1,1,1
2023-02-11,10047,567434,136,136,166,1,1,1,1,1,1
2023-02-12,10047,567434,111,111,135,1,1,1,1,1,1
2023-02-13,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-14,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-15,10047,567434,133,133,162,1,1,1,1,1,1
2023-02-16,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-17,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-18,10047,567434,129,129,157,1,1,1,1,1,1
2023-02-19,10047,567434,111,111,135,1,1,1,1,1,1
2023-02-20,10047,567434,142,142,173,1,1,1,1,1,1
2023-02-21,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-22,10047,567434,124,124,151,1,1,1,1,1,1
2023-02-23,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-24,10047,567434,116,116,141,1,1,1,1,1,1
2023-02-25,10047,567434,141,141,172,1,1,1,1,1,1
2023-02-26,10047,567434,111,111,135,1,1,1,1,1,1
2023-02-27,10047,567434,108,108,132,1,1,1,1,1,1
2023-02-28,10047,567434,120,120,146,1,1,1,1,1,1
2023-02-01,10130,205611,2061,2058,2219,1,1,1,24,24,27
2023-02-02,10130,205611,1953,1950,2103,1,1,1,16,16,18
2023-02-03,10130,205611,1833,1830,1974,1,1,1,16,16,18
