date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2024-10-01,100181,13,66042,actual,12870.0,,,,
2024-10-01,101535,5,1918,actual,47918.0,,,,
2024-10-01,101535,33,1918,actual,14798.0,,,,
2024-10-01,110409,35,19634,actual,12400.0,,,,
2024-10-01,110409,69,14513,actual,8200.0,,,,
2024-10-01,110435,15,36886,actual,18938.0,,,,
2024-10-01,110435,38,17497,actual,7200.0,,,,
2024-10-01,110632,41,287,actual,30150.0,,,,
2024-10-01,110632,42,,estimated,28821.84,41,50,30150.0,20100.0
2024-10-01,110632,43,,estimated,27552.19,41,50,30150.0,20100.0
2024-10-01,110632,44,,estimated,26338.47,41,50,30150.0,20100.0
2024-10-01,110632,45,,estimated,25178.21,41,50,30150.0,20100.0
2024-10-01,110632,46,,estimated,24069.06,41,50,30150.0,20100.0
2024-10-01,110632,47,,estimated,23008.77,41,50,30150.0,20100.0
2024-10-01,110632,48,,estimated,21995.19,41,50,30150.0,20100.0
2024-10-01,110632,49,,estimated,21026.25,41,50,30150.0,20100.0
2024-10-01,110632,50,287,actual,20100.0,,,,
2024-10-01,200181,1,1610,actual,89990.0,,,,
2024-10-01,200181,57,66373,actual,14980.0,,,,
2024-10-01,200181,58,,estimated,13666.83,57,66,14980.0,6560.0
2024-10-01,200181,59,,estimated,12468.77,57,66,14980.0,6560.0
2024-10-01,200181,60,,estimated,11375.72,57,66,14980.0,6560.0
2024-10-01,200181,61,,estimated,10378.49,57,66,14980.0,6560.0
2024-10-01,200181,62,,estimated,9468.67,57,66,14980.0,6560.0
2024-10-01,200181,63,,estimated,8638.6,57,66,14980.0,6560.0
2024-10-01,200181,64,,estimated,7881.29,57,66,14980.0,6560.0
2024-10-01,200181,65,,estimated,7190.36,57,66,14980.0,6560.0
2024-10-01,200181,66,45868,actual,6560.0,,,,
2024-10-01,201925,44,1610,actual,17598.0,,,,
2024-10-01,204586,5,54108,actual,490050.0,,,,
2024-10-01,204934,26,2326,actual,39982.0,,,,
2024-10-01,204964,29,2326,actual,42000.0,,,,
2024-10-01,204964,74,2326,actual,27168.0,,,,
2024-10-01,205272,41,18357,actual,19699.0,,,,
2024-10-01,205272,42,,estimated,19035.27,41,58,19699.0,11000.0
2024-10-01,205272,43,,estimated,18393.9,41,58,19699.0,11000.0
2024-10-01,205272,44,,estimated,17774.15,41,58,19699.0,11000.0
2024-10-01,205272,45,,estimated,17175.27,41,58,19699.0,11000.0
2024-10-01,205272,46,,estimated,16596.57,41,58,19699.0,11000.0
2024-10-01,205272,47,,estimated,16037.36,41,58,19699.0,11000.0
2024-10-01,205272,48,,estimated,15497.0,41,58,19699.0,11000.0
2024-10-01,205272,49,,estimated,14974.85,41,58,19699.0,11000.0
2024-10-01,205272,50,,estimated,14470.28,41,58,19699.0,11000.0
2024-10-01,205272,51,,estimated,13982.72,41,58,19699.0,11000.0
2024-10-01,205272,52,,estimated,13511.58,41,58,19699.0,11000.0
2024-10-01,205272,53,,estimated,13056.32,41,58,19699.0,11000.0
2024-10-01,205272,54,,estimated,12616.39,41,58,19699.0,11000.0
2024-10-01,205272,55,,estimated,12191.29,41,58,19699.0,11000.0
2024-10-01,205272,56,,estimated,11780.51,41,58,19699.0,11000.0
2024-10-01,205272,57,,estimated,11383.57,41,58,19699.0,11000.0
2024-10-01,205272,58,680,actual,11000.0,,,,
2024-10-01,205272,59,,estimated,11061.17,58,66,11000.0,11499.0
2024-10-01,205272,60,,estimated,11122.68,58,66,11000.0,11499.0
2024-10-01,205272,61,,estimated,11184.54,58,66,11000.0,11499.0
2024-10-01,205272,62,,estimated,11246.73,58,66,11000.0,11499.0
2024-10-01,205272,63,,estimated,11309.28,58,66,11000.0,11499.0
2024-10-01,205272,64,,estimated,11372.17,58,66,11000.0,11499.0
2024-10-01,205272,65,,estimated,11435.41,58,66,11000.0,11499.0
2024-10-01,205272,66,1610,actual,11499.0,,,,
2024-10-01,205611,24,1610,actual,108995.0,,,,
2024-10-01,205611,25,,estimated,80278.83,24,27,108995.0,43550.0
