date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2023-12-01,101535,54,29026.72,53,68,29596.0,22116.0
2023-12-01,101535,55,28468.39,53,68,29596.0,22116.0
2023-12-01,101535,56,27920.8,53,68,29596.0,22116.0
2023-12-01,101535,57,27383.74,53,68,29596.0,22116.0
2023-12-01,101535,58,26857.01,53,68,29596.0,22116.0
2023-12-01,101535,59,26340.42,53,68,29596.0,22116.0
2023-12-01,101535,60,25833.75,53,68,29596.0,22116.0
2023-12-01,101535,61,25336.84,53,68,29596.0,22116.0
2023-12-01,101535,62,24849.48,53,68,29596.0,22116.0
2023-12-01,101535,63,24371.5,53,68,29596.0,22116.0
2023-12-01,101535,64,23902.71,53,68,29596.0,22116.0
2023-12-01,101535,65,23442.94,53,68,29596.0,22116.0
2023-12-01,101535,66,22992.01,53,68,29596.0,22116.0
2023-12-01,101535,67,22549.75,53,68,29596.0,22116.0
2023-12-01,110365,5,29516.1,4,6,33000.0,26400.0
2023-12-01,110365,7,21841.57,6,9,26400.0,14950.0
2023-12-01,110365,8,18070.2,6,9,26400.0,14950.0
2023-12-01,110365,10,15785.75,9,12,14950.0,17600.0
2023-12-01,110365,11,16668.21,9,12,14950.0,17600.0
2023-12-01,110365,13,16792.68,12,23,17600.0,10500.0
2023-12-01,110365,14,16022.39,12,23,17600.0,10500.0
2023-12-01,110365,15,15287.43,12,23,17600.0,10500.0
2023-12-01,110365,16,14586.18,12,23,17600.0,10500.0
2023-12-01,110365,17,13917.09,12,23,17600.0,10500.0
2023-12-01,110365,18,13278.7,12,23,17600.0,10500.0
2023-12-01,110365,19,12669.59,12,23,17600.0,10500.0
2023-12-01,110365,20,12088.41,12,23,17600.0,10500.0
2023-12-01,110365,21,11533.9,12,23,17600.0,10500.0
2023-12-01,110365,22,11004.81,12,23,17600.0,10500.0
2023-12-01,110365,24,10084.13,23,39,10500.0,5500.0
2023-12-01,110365,25,9684.72,23,39,10500.0,5500.0
2023-12-01,110365,26,9301.14,23,39,10500.0,5500.0
2023-12-01,110365,27,8932.74,23,39,10500.0,5500.0
2023-12-01,110365,28,8578.94,23,39,10500.0,5500.0
2023-12-01,110365,29,8239.14,23,39,10500.0,5500.0
2023-12-01,110365,30,7912.81,23,39,10500.0,5500.0
2023-12-01,110365,31,7599.39,23,39,10500.0,5500.0
2023-12-01,110365,32,7298.39,23,39,10500.0,5500.0
2023-12-01,110365,33,7009.31,23,39,10500.0,5500.0
2023-12-01,110365,34,6731.68,23,39,10500.0,5500.0
2023-12-01,110365,35,6465.05,23,39,10500.0,5500.0
2023-12-01,110365,36,6208.97,23,39,10500.0,5500.0
2023-12-01,110365,37,5963.04,23,39,10500.0,5500.0
2023-12-01,110365,38,5726.84,23,39,10500.0,5500.0
2023-12-01,110365,40,5343.55,39,46,5500.0,4494.0
2023-12-01,110365,41,5191.55,39,46,5500.0,4494.0
2023-12-01,110365,42,5043.88,39,46,5500.0,4494.0
2023-12-01,110365,43,4900.4,39,46,5500.0,4494.0
2023-12-01,110365,44,4761.01,39,46,5500.0,4494.0
2023-12-01,110365,45,4625.58,39,46,5500.0,4494.0
2023-12-01,110365,48,4628.13,47,52,4800.0,4000.0
2023-12-01,110365,49,4462.41,47,52,4800.0,4000.0
2023-12-01,110365,50,4302.62,47,52,4800.0,4000.0
2023-12-01,110365,51,4148.55,47,52,4800.0,4000.0
2023-12-01,110365,53,3874.5,52,59,4000.0,3200.0
2023-12-01,110365,54,3752.94,52,59,4000.0,3200.0
2023-12-01,110365,55,3635.2,52,59,4000.0,3200.0
2023-12-01,110365,56,3521.14,52,59,4000.0,3200.0
2023-12-01,110365,57,3410.67,52,59,4000.0,3200.0
2023-12-01,110365,58,3303.65,52,59,4000.0,3200.0
2023-12-01,110365,60,3354.82,59,74,3200.0,6500.0
2023-12-01,110365,61,3517.13,59,74,3200.0,6500.0
2023-12-01,110365,62,3687.29,59,74,3200.0,6500.0
2023-12-01,110365,63,3865.67,59,74,3200.0,6500.0
2023-12-01,110365,64,4052.69,59,74,3200.0,6500.0
2023-12-01,110365,65,4248.75,59,74,3200.0,6500.0
2023-12-01,110365,66,4454.29,59,74,3200.0,6500.0
2023-12-01,110365,67,4669.78,59,74,3200.0,6500.0
2023-12-01,110365,68,4895.69,59,74,3200.0,6500.0
2023-12-01,110365,69,5132.52,59,74,3200.0,6500.0
2023-12-01,110365,70,5380.81,59,74,3200.0,6500.0
2023-12-01,110365,71,5641.11,59,74,3200.0,6500.0
2023-12-01,110365,72,5913.99,59,74,3200.0,6500.0
2023-12-01,110365,73,6200.08,59,74,3200.0,6500.0
2023-12-01,200181,65,10653.6,64,76,10960.0,7799.0
2023-12-01,200181,66,10355.77,64,76,10960.0,7799.0
2023-12-01,200181,67,10066.26,64,76,10960.0,7799.0
2023-12-01,200181,68,9784.84,64,76,10960.0,7799.0
2023-12-01,200181,69,9511.3,64,76,10960.0,7799.0
2023-12-01,200181,70,9245.39,64,76,10960.0,7799.0
2023-12-01,200181,71,8986.92,64,76,10960.0,7799.0
2023-12-01,200181,72,8735.68,64,76,10960.0,7799.0
2023-12-01,200181,73,8491.46,64,76,10960.0,7799.0
2023-12-01,200181,74,8254.07,64,76,10960.0,7799.0
2023-12-01,200181,75,8023.31,64,76,10960.0,7799.0
2023-12-01,201351,49,86241.65,48,62,88060.0,65753.0
2023-12-01,201351,50,84460.84,48,62,88060.0,65753.0
2023-12-01,201351,51,82716.81,48,62,88060.0,65753.0
2023-12-01,201351,52,81008.79,48,62,88060.0,65753.0
2023-12-01,201351,53,79336.03,48,62,88060.0,65753.0
2023-12-01,201351,54,77697.82,48,62,88060.0,65753.0
2023-12-01,201351,55,76093.43,48,62,88060.0,65753.0
2023-12-01,201351,56,74522.18,48,62,88060.0,65753.0
2023-12-01,201351,57,72983.36,48,62,88060.0,65753.0
2023-12-01,201351,58,71476.33,48,62,88060.0,65753.0
2023-12-01,201351,59,70000.41,48,62,88060.0,65753.0
2023-12-01,201351,60,68554.96,48,62,88060.0,65753.0
2023-12-01,201351,61,67139.37,48,62,88060.0,65753.0
2023-12-01,201351,63,64909.01,62,67,65753.0,61640.0
2023-12-01,201351,64,64075.85,62,67,65753.0,61640.0
2023-12-01,201351,65,63253.39,62,67,65753.0,61640.0
2023-12-01,201351,66,62441.48,62,67,65753.0,61640.0
2023-12-01,202502,2,177007.27,1,3,216438.0,144760.0
2023-12-01,202502,4,134275.31,3,5,144760.0,124550.0
2023-12-01,202502,9,81896.97,8,11,89378.0,68761.0
2023-12-01,202502,10,75042.11,8,11,89378.0,68761.0
