date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2024-09-01,101020,71,402,actual,4000.0,,,,
2024-09-01,101535,11,1918,actual,44232.0,,,,
2024-09-01,101535,12,,estimated,41945.87,11,24,44232.0,22188.0
2024-09-01,101535,13,,estimated,39777.9,11,24,44232.0,22188.0
2024-09-01,101535,14,,estimated,37721.97,11,24,44232.0,22188.0
2024-09-01,101535,15,,estimated,35772.31,11,24,44232.0,22188.0
2024-09-01,101535,16,,estimated,33923.41,11,24,44232.0,22188.0
2024-09-01,101535,17,,estimated,32170.07,11,24,44232.0,22188.0
2024-09-01,101535,18,,estimated,30507.35,11,24,44232.0,22188.0
2024-09-01,101535,19,,estimated,28930.56,11,24,44232.0,22188.0
2024-09-01,101535,20,,estimated,27435.27,11,24,44232.0,22188.0
2024-09-01,101535,21,,estimated,26017.26,11,24,44232.0,22188.0
2024-09-01,101535,22,,estimated,24672.53,11,24,44232.0,22188.0
2024-09-01,101535,23,,estimated,23397.31,11,24,44232.0,22188.0
2024-09-01,101535,24,1918,actual,22188.0,,,,
2024-09-01,101535,25,,estimated,22189.8,24,29,22188.0,22197.0
2024-09-01,101535,26,,estimated,22191.6,24,29,22188.0,22197.0
2024-09-01,101535,27,,estimated,22193.4,24,29,22188.0,22197.0
2024-09-01,101535,28,,estimated,22195.2,24,29,22188.0,22197.0
2024-09-01,101535,29,1918,actual,22197.0,,,,
2024-09-01,110409,54,19634,actual,6840.0,,,,
2024-09-01,200181,4,1610,actual,53994.0,,,,
2024-09-01,200181,5,,estimated,46744.34,4,11,53994.0,19680.0
2024-09-01,200181,6,,estimated,40468.06,4,11,53994.0,19680.0
2024-09-01,200181,7,,estimated,35034.47,4,11,53994.0,19680.0
2024-09-01,200181,8,,estimated,30330.42,4,11,53994.0,19680.0
2024-09-01,200181,9,,estimated,26257.96,4,11,53994.0,19680.0
2024-09-01,200181,10,,estimated,22732.29,4,11,53994.0,19680.0
2024-09-01,200181,11,45868,actual,19680.0,,,,
2024-09-01,200181,48,30581,actual,8598.0,,,,
2024-09-01,200181,49,,estimated,8701.81,48,67,8598.0,10800.0
2024-09-01,200181,50,,estimated,8806.87,48,67,8598.0,10800.0
2024-09-01,200181,51,,estimated,8913.19,48,67,8598.0,10800.0
2024-09-01,200181,52,,estimated,9020.8,48,67,8598.0,10800.0
2024-09-01,200181,53,,estimated,9129.72,48,67,8598.0,10800.0
2024-09-01,200181,54,,estimated,9239.94,48,67,8598.0,10800.0
2024-09-01,200181,55,,estimated,9351.5,48,67,8598.0,10800.0
2024-09-01,200181,56,,estimated,9464.4,48,67,8598.0,10800.0
2024-09-01,200181,57,,estimated,9578.66,48,67,8598.0,10800.0
2024-09-01,200181,58,,estimated,9694.31,48,67,8598.0,10800.0
2024-09-01,200181,59,,estimated,9811.35,48,67,8598.0,10800.0
2024-09-01,200181,60,,estimated,9929.8,48,67,8598.0,10800.0
2024-09-01,200181,61,,estimated,10049.69,48,67,8598.0,10800.0
2024-09-01,200181,62,,estimated,10171.02,48,67,8598.0,10800.0
2024-09-01,200181,63,,estimated,10293.81,48,67,8598.0,10800.0
2024-09-01,200181,64,,estimated,10418.09,48,67,8598.0,10800.0
2024-09-01,200181,65,,estimated,10543.87,48,67,8598.0,10800.0
2024-09-01,200181,66,,estimated,10671.17,48,67,8598.0,10800.0
2024-09-01,200181,67,6959,actual,10800.0,,,,
2024-09-01,200181,68,,estimated,10604.76,67,77,10800.0,8999.0
2024-09-01,200181,69,,estimated,10413.05,67,77,10800.0,8999.0
2024-09-01,200181,70,,estimated,10224.81,67,77,10800.0,8999.0
2024-09-01,200181,71,,estimated,10039.96,67,77,10800.0,8999.0
2024-09-01,200181,72,,estimated,9858.46,67,77,10800.0,8999.0
2024-09-01,200181,73,,estimated,9680.24,67,77,10800.0,8999.0
2024-09-01,200181,74,,estimated,9505.24,67,77,10800.0,8999.0
2024-09-01,200181,75,,estimated,9333.41,67,77,10800.0,8999.0
2024-09-01,200181,76,,estimated,9164.68,67,77,10800.0,8999.0
2024-09-01,200181,77,16036,actual,8999.0,,,,
2024-09-01,200181,78,18356,actual,8999.0,,,,
2024-09-01,201184,37,38943,actual,390042.0,,,,
2024-09-01,201184,72,30020,actual,166500.0,,,,
2024-09-01,201632,50,37747,actual,24640.0,,,,
2024-09-01,202502,13,3005,actual,52231.0,,,,
2024-09-01,202502,14,,estimated,48825.45,13,16,52231.0,42666.0
2024-09-01,202502,15,,estimated,45641.94,13,16,52231.0,42666.0
2024-09-01,202502,16,3005,actual,42666.0,,,,
2024-09-01,202502,17,3005,actual,45896.0,,,,
2024-09-01,202502,18,,estimated,43834.75,17,21,45896.0,38190.0
2024-09-01,202502,19,,estimated,41866.08,17,21,45896.0,38190.0
2024-09-01,202502,20,,estimated,39985.82,17,21,45896.0,38190.0
2024-09-01,202502,21,3005,actual,38190.0,,,,
2024-09-01,202502,22,,estimated,38746.37,21,28,38190.0,42259.0
2024-09-01,202502,23,,estimated,39310.85,21,28,38190.0,42259.0
2024-09-01,202502,24,,estimated,39883.55,21,28,38190.0,42259.0
2024-09-01,202502,25,,estimated,40464.59,21,28,38190.0,42259.0
2024-09-01,202502,26,,estimated,41054.1,21,28,38190.0,42259.0
2024-09-01,202502,27,,estimated,41652.19,21,28,38190.0,42259.0
2024-09-01,202502,28,3005,actual,42259.0,,,,
2024-09-01,202502,29,,estimated,39570.64,28,33,42259.0,30422.0
2024-09-01,202502,30,,estimated,37053.29,28,33,42259.0,30422.0
2024-09-01,202502,31,,estimated,34696.09,28,33,42259.0,30422.0
2024-09-01,202502,32,,estimated,32488.84,28,33,42259.0,30422.0
2024-09-01,202502,33,3005,actual,30422.0,,,,
2024-09-01,202502,34,,estimated,30015.86,33,44,30422.0,26241.0
2024-09-01,202502,35,,estimated,29615.14,33,44,30422.0,26241.0
2024-09-01,202502,36,,estimated,29219.76,33,44,30422.0,26241.0
2024-09-01,202502,37,,estimated,28829.67,33,44,30422.0,26241.0
2024-09-01,202502,38,,estimated,28444.78,33,44,30422.0,26241.0
2024-09-01,202502,39,,estimated,28065.04,33,44,30422.0,26241.0
2024-09-01,202502,40,,estimated,27690.36,33,44,30422.0,26241.0
2024-09-01,202502,41,,estimated,27320.68,33,44,30422.0,26241.0
2024-09-01,202502,42,,estimated,26955.94,33,44,30422.0,26241.0
2024-09-01,202502,43,,estimated,26596.07,33,44,30422.0,26241.0
2024-09-01,202502,44,3005,actual,26241.0,,,,
2024-09-01,202502,45,,estimated,26708.83,44,46,26241.0,27185.0
2024-09-01,202502,46,3005,actual,27185.0,,,,
2024-09-01,202502,47,,estimated,25699.94,46,50,27185.0,21714.0
2024-09-01,202502,48,,estimated,24296.0,46,50,27185.0,21714.0
2024-09-01,202502,49,,estimated,22968.75,46,50,27185.0,21714.0
2024-09-01,202502,50,3005,actual,21714.0,,,,
2024-09-01,204586,5,54108,actual,620730.0,,,,
2024-09-01,204964,8,2326,actual,123442.0,,,,
2024-09-01,204964,9,,estimated,111751.07,8,11,123442.0,91586.0
2024-09-01,204964,10,,estimated,101167.36,8,11,123442.0,91586.0
2024-09-01,204964,11,2326,actual,91586.0,,,,
2024-09-01,204964,12,,estimated,88273.6,11,23,91586.0,58864.0
2024-09-01,204964,13,,estimated,85081.01,11,23,91586.0,58864.0
2024-09-01,204964,14,,estimated,82003.87,11,23,91586.0,58864.0
2024-09-01,204964,15,,estimated,79038.03,11,23,91586.0,58864.0
2024-09-01,204964,16,,estimated,76179.45,11,23,91586.0,58864.0
2024-09-01,204964,17,,estimated,73424.26,11,23,91586.0,58864.0
2024-09-01,204964,18,,estimated,70768.71,11,23,91586.0,58864.0
2024-09-01,204964,19,,estimated,68209.21,11,23,91586.0,58864.0
2024-09-01,204964,20,,estimated,65742.27,11,23,91586.0,58864.0
2024-09-01,204964,21,,estimated,63364.56,11,23,91586.0,58864.0
2024-09-01,204964,22,,estimated,61072.84,11,23,91586.0,58864.0
2024-09-01,204964,23,2326,actual,58864.0,,,,
2024-09-01,204964,24,,estimated,58258.94,23,35,58864.0,52000.0
2024-09-01,204964,25,,estimated,57660.1,23,35,58864.0,52000.0
2024-09-01,204964,26,,estimated,57067.41,23,35,58864.0,52000.0
2024-09-01,204964,27,,estimated,56480.82,23,35,58864.0,52000.0
2024-09-01,204964,28,,estimated,55900.25,23,35,58864.0,52000.0
2024-09-01,204964,29,,estimated,55325.66,23,35,58864.0,52000.0
2024-09-01,204964,30,,estimated,54756.97,23,35,58864.0,52000.0
