date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2023-08-01,101535,17,37448.23,16,32,38778.0,22188.0
2023-08-01,101535,18,36164.06,16,32,38778.0,22188.0
2023-08-01,101535,19,34923.93,16,32,38778.0,22188.0
2023-08-01,101535,20,33726.32,16,32,38778.0,22188.0
2023-08-01,101535,21,32569.78,16,32,38778.0,22188.0
2023-08-01,101535,22,31452.9,16,32,38778.0,22188.0
2023-08-01,101535,23,30374.32,16,32,38778.0,22188.0
2023-08-01,101535,24,29332.72,16,32,38778.0,22188.0
2023-08-01,101535,25,28326.84,16,32,38778.0,22188.0
2023-08-01,101535,26,27355.45,16,32,38778.0,22188.0
2023-08-01,101535,27,26417.38,16,32,38778.0,22188.0
2023-08-01,101535,28,25511.47,16,32,38778.0,22188.0
2023-08-01,101535,29,24636.62,16,32,38778.0,22188.0
2023-08-01,101535,30,23791.77,16,32,38778.0,22188.0
2023-08-01,101535,31,22975.9,16,32,38778.0,22188.0
2023-08-01,101535,33,21715.81,32,51,22188.0,14744.0
2023-08-01,101535,34,21253.66,32,51,22188.0,14744.0
2023-08-01,101535,35,20801.36,32,51,22188.0,14744.0
2023-08-01,101535,36,20358.67,32,51,22188.0,14744.0
2023-08-01,101535,37,19925.41,32,51,22188.0,14744.0
2023-08-01,101535,38,19501.37,32,51,22188.0,14744.0
2023-08-01,101535,39,19086.35,32,51,22188.0,14744.0
2023-08-01,101535,40,18680.16,32,51,22188.0,14744.0
2023-08-01,101535,41,18282.62,32,51,22188.0,14744.0
2023-08-01,101535,42,17893.53,32,51,22188.0,14744.0
2023-08-01,101535,43,17512.73,32,51,22188.0,14744.0
2023-08-01,101535,44,17140.03,32,51,22188.0,14744.0
2023-08-01,101535,45,16775.26,32,51,22188.0,14744.0
2023-08-01,101535,46,16418.26,32,51,22188.0,14744.0
2023-08-01,101535,47,16068.85,32,51,22188.0,14744.0
2023-08-01,101535,48,15726.87,32,51,22188.0,14744.0
2023-08-01,101535,49,15392.18,32,51,22188.0,14744.0
2023-08-01,101535,50,15064.6,32,51,22188.0,14744.0
2023-08-01,101535,53,16226.01,52,57,16641.0,14667.0
2023-08-01,101535,54,15821.37,52,57,16641.0,14667.0
2023-08-01,101535,55,15426.83,52,57,16641.0,14667.0
2023-08-01,101535,56,15042.12,52,57,16641.0,14667.0
2023-08-01,110365,8,53342.58,7,10,61600.0,40000.0
2023-08-01,110365,9,46192.03,7,10,61600.0,40000.0
2023-08-01,110365,11,37755.0,10,22,40000.0,20000.0
2023-08-01,110365,12,35635.99,10,22,40000.0,20000.0
2023-08-01,110365,13,33635.91,10,22,40000.0,20000.0
2023-08-01,110365,14,31748.08,10,22,40000.0,20000.0
2023-08-01,110365,15,29966.2,10,22,40000.0,20000.0
2023-08-01,110365,16,28284.33,10,22,40000.0,20000.0
2023-08-01,110365,17,26696.85,10,22,40000.0,20000.0
2023-08-01,110365,18,25198.47,10,22,40000.0,20000.0
2023-08-01,110365,19,23784.18,10,22,40000.0,20000.0
2023-08-01,110365,20,22449.27,10,22,40000.0,20000.0
2023-08-01,110365,21,21189.28,10,22,40000.0,20000.0
2023-08-01,110365,23,18324.5,22,31,20000.0,9100.0
2023-08-01,110365,24,16789.36,22,31,20000.0,9100.0
2023-08-01,110365,25,15382.82,22,31,20000.0,9100.0
2023-08-01,110365,26,14094.11,22,31,20000.0,9100.0
2023-08-01,110365,27,12913.35,22,31,20000.0,9100.0
2023-08-01,110365,28,11831.5,22,31,20000.0,9100.0
2023-08-01,110365,29,10840.29,22,31,20000.0,9100.0
2023-08-01,110365,30,9932.1,22,31,20000.0,9100.0
2023-08-01,110365,32,11565.93,31,33,9100.0,14700.0
2023-08-01,110365,34,13143.49,33,38,14700.0,8400.0
2023-08-01,110365,35,11751.78,33,38,14700.0,8400.0
2023-08-01,110365,36,10507.42,33,38,14700.0,8400.0
2023-08-01,110365,37,9394.81,33,38,14700.0,8400.0
