date,genre,rank,estimated_sales,lower_rank,upper_rank,lower_sales,upper_sales
2023-07-01,110365,45,8508.6,44,56,8400.0,9800.0
2023-07-01,110365,46,8618.61,44,56,8400.0,9800.0
2023-07-01,110365,47,8730.04,44,56,8400.0,9800.0
2023-07-01,110365,48,8842.91,44,56,8400.0,9800.0
2023-07-01,110365,49,8957.23,44,56,8400.0,9800.0
2023-07-01,110365,50,9073.04,44,56,8400.0,9800.0
2023-07-01,110365,51,9190.34,44,56,8400.0,9800.0
2023-07-01,110365,52,9309.16,44,56,8400.0,9800.0
2023-07-01,110365,53,9429.52,44,56,8400.0,9800.0
2023-07-01,110365,54,9551.43,44,56,8400.0,9800.0
2023-07-01,110365,55,9674.92,44,56,8400.0,9800.0
2023-07-01,200181,26,26623.2,25,34,23637.0,68960.0
2023-07-01,200181,27,29986.65,25,34,23637.0,68960.0
2023-07-01,200181,28,33775.01,25,34,23637.0,68960.0
2023-07-01,200181,29,38041.95,25,34,23637.0,68960.0
2023-07-01,200181,30,42847.94,25,34,23637.0,68960.0
2023-07-01,200181,31,48261.07,25,34,23637.0,68960.0
2023-07-01,200181,32,54358.04,25,34,23637.0,68960.0
2023-07-01,200181,33,61225.25,25,34,23637.0,68960.0
2023-07-01,200181,35,65909.12,34,49,68960.0,34980.0
2023-07-01,200181,36,62993.22,34,49,68960.0,34980.0
2023-07-01,200181,37,60206.32,34,49,68960.0,34980.0
2023-07-01,200181,38,57542.71,34,49,68960.0,34980.0
2023-07-01,200181,39,54996.94,34,49,68960.0,34980.0
2023-07-01,200181,40,52563.8,34,49,68960.0,34980.0
2023-07-01,200181,41,50238.3,34,49,68960.0,34980.0
2023-07-01,200181,42,48015.69,34,49,68960.0,34980.0
2023-07-01,200181,43,45891.4,34,49,68960.0,34980.0
2023-07-01,200181,44,43861.09,34,49,68960.0,34980.0
2023-07-01,200181,45,41920.61,34,49,68960.0,34980.0
2023-07-01,200181,46,40065.97,34,49,68960.0,34980.0
2023-07-01,200181,47,38293.38,34,49,68960.0,34980.0
2023-07-01,200181,48,36599.22,34,49,68960.0,34980.0
2023-07-01,200181,50,29436.94,49,57,34980.0,8798.0
2023-07-01,200181,51,24772.22,49,57,34980.0,8798.0
2023-07-01,200181,52,20846.68,49,57,34980.0,8798.0
2023-07-01,200181,53,17543.17,49,57,34980.0,8798.0
2023-07-01,200181,54,14763.13,49,57,34980.0,8798.0
2023-07-01,200181,55,12423.62,49,57,34980.0,8798.0
2023-07-01,200181,56,10454.82,49,57,34980.0,8798.0
2023-07-01,205272,4,134129.75,3,9,154995.0,65097.0
2023-07-01,205272,5,116073.34,3,9,154995.0,65097.0
2023-07-01,205272,6,100447.64,3,9,154995.0,65097.0
2023-07-01,205272,7,86925.45,3,9,154995.0,65097.0
2023-07-01,205272,8,75223.58,3,9,154995.0,65097.0
2023-07-01,205272,31,30890.69,30,36,31999.0,25899.0
2023-07-01,205272,32,29820.76,30,36,31999.0,25899.0
2023-07-01,205272,33,28787.89,30,36,31999.0,25899.0
2023-07-01,205272,34,27790.79,30,36,31999.0,25899.0
2023-07-01,205272,35,26828.23,30,36,31999.0,25899.0
2023-07-01,205272,37,24772.11,36,46,25899.0,16599.0
2023-07-01,205272,38,23694.26,36,46,25899.0,16599.0
2023-07-01,205272,39,22663.3,36,46,25899.0,16599.0
2023-07-01,205272,40,21677.19,36,46,25899.0,16599.0
2023-07-01,205272,41,20733.99,36,46,25899.0,16599.0
2023-07-01,205272,42,19831.83,36,46,25899.0,16599.0
2023-07-01,205272,43,18968.92,36,46,25899.0,16599.0
2023-07-01,205272,44,18143.56,36,46,25899.0,16599.0
2023-07-01,205272,45,17354.11,36,46,25899.0,16599.0
2023-07-01,205272,75,7659.58,74,80,7799.0,6999.0
2023-07-01,205272,76,7522.66,74,80,7799.0,6999.0
2023-07-01,205272,77,7388.18,74,80,7799.0,6999.0
2023-07-01,205272,78,7256.11,74,80,7799.0,6999.0
2023-07-01,205272,79,7126.39,74,80,7799.0,6999.0
