date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2026-01-01,100181,79,72399,actual,4950.0,,,,
2026-01-01,100992,1,62308,actual,968880.0,,,,
2026-01-01,100992,2,,estimated,738981.91,1,9,968880.0,110963.0
2026-01-01,100992,3,,estimated,563634.52,1,9,968880.0,110963.0
2026-01-01,100992,4,,estimated,429893.92,1,9,968880.0,110963.0
2026-01-01,100992,5,,estimated,327887.57,1,9,968880.0,110963.0
2026-01-01,100992,6,,estimated,250085.49,1,9,968880.0,110963.0
2026-01-01,100992,7,,estimated,190744.45,1,9,968880.0,110963.0
2026-01-01,100992,8,,estimated,145483.98,1,9,968880.0,110963.0
2026-01-01,100992,9,62308,actual,110963.0,,,,
2026-01-01,100992,77,60912,actual,16440.0,,,,
2026-01-01,101020,3,57942,actual,219920.0,,,,
2026-01-01,101020,4,,estimated,153659.57,3,6,219920.0,75015.0
2026-01-01,101020,5,,estimated,107362.87,3,6,219920.0,75015.0
2026-01-01,101020,6,402,actual,75015.0,,,,
2026-01-01,101020,7,,estimated,69277.84,6,11,75015.0,50394.0
2026-01-01,101020,8,,estimated,63979.45,6,11,75015.0,50394.0
2026-01-01,101020,9,,estimated,59086.28,6,11,75015.0,50394.0
2026-01-01,101020,10,,estimated,54567.34,6,11,75015.0,50394.0
2026-01-01,101020,11,70894,actual,50394.0,,,,
2026-01-01,101020,47,402,actual,7408.0,,,,
2026-01-01,101020,48,,estimated,8341.39,47,54,7408.0,17000.0
2026-01-01,101020,49,,estimated,9392.36,47,54,7408.0,17000.0
2026-01-01,101020,50,,estimated,10575.74,47,54,7408.0,17000.0
2026-01-01,101020,51,,estimated,11908.19,47,54,7408.0,17000.0
2026-01-01,101020,52,,estimated,13408.52,47,54,7408.0,17000.0
2026-01-01,101020,53,,estimated,15097.85,47,54,7408.0,17000.0
2026-01-01,101020,54,70894,actual,17000.0,,,,
2026-01-01,101535,24,1918,actual,22188.0,,,,
2026-01-01,101535,25,,estimated,20032.85,24,28,22188.0,14744.0
2026-01-01,101535,26,,estimated,18087.03,24,28,22188.0,14744.0
2026-01-01,101535,27,,estimated,16330.2,24,28,22188.0,14744.0
2026-01-01,101535,28,1918,actual,14744.0,,,,
2026-01-01,101535,50,1918,actual,11058.0,,,,
2026-01-01,101535,51,,estimated,11025.88,50,60,11058.0,10741.0
2026-01-01,101535,52,,estimated,10993.86,50,60,11058.0,10741.0
2026-01-01,101535,53,,estimated,10961.93,50,60,11058.0,10741.0
2026-01-01,101535,54,,estimated,10930.09,50,60,11058.0,10741.0
2026-01-01,101535,55,,estimated,10898.35,50,60,11058.0,10741.0
2026-01-01,101535,56,,estimated,10866.69,50,60,11058.0,10741.0
2026-01-01,101535,57,,estimated,10835.13,50,60,11058.0,10741.0
2026-01-01,101535,58,,estimated,10803.66,50,60,11058.0,10741.0
2026-01-01,101535,59,,estimated,10772.29,50,60,11058.0,10741.0
2026-01-01,101535,60,1918,actual,10741.0,,,,
2026-01-01,101535,61,,estimated,10639.27,60,76,10741.0,9224.0
2026-01-01,101535,62,,estimated,10538.51,60,76,10741.0,9224.0
2026-01-01,101535,63,,estimated,10438.7,60,76,10741.0,9224.0
2026-01-01,101535,64,,estimated,10339.83,60,76,10741.0,9224.0
2026-01-01,101535,65,,estimated,10241.9,60,76,10741.0,9224.0
2026-01-01,101535,66,,estimated,10144.9,60,76,10741.0,9224.0
2026-01-01,101535,67,,estimated,10048.82,60,76,10741.0,9224.0
2026-01-01,101535,68,,estimated,9953.64,60,76,10741.0,9224.0
2026-01-01,101535,69,,estimated,9859.37,60,76,10741.0,9224.0
2026-01-01,101535,70,,estimated,9765.99,60,76,10741.0,9224.0
2026-01-01,101535,71,,estimated,9673.5,60,76,10741.0,9224.0
2026-01-01,101535,72,,estimated,9581.88,60,76,10741.0,9224.0
2026-01-01,101535,73,,estimated,9491.13,60,76,10741.0,9224.0
2026-01-01,101535,74,,estimated,9401.24,60,76,10741.0,9224.0
2026-01-01,101535,75,,estimated,9312.2,60,76,10741.0,9224.0
2026-01-01,101535,76,1918,actual,9224.0,,,,
2026-01-01,110365,27,23039,actual,9822.0,,,,
2026-01-01,110365,67,23039,actual,5000.0,,,,
2026-01-01,110409,37,19634,actual,4290.0,,,,
2026-01-01,110409,38,,estimated,4572.88,37,45,4290.0,7150.0
2026-01-01,110409,39,,estimated,4874.4,37,45,4290.0,7150.0
2026-01-01,110409,40,,estimated,5195.81,37,45,4290.0,7150.0
2026-01-01,110409,41,,estimated,5538.4,37,45,4290.0,7150.0
2026-01-01,110409,42,,estimated,5903.58,37,45,4290.0,7150.0
2026-01-01,110409,43,,estimated,6292.83,37,45,4290.0,7150.0
2026-01-01,110409,44,,estimated,6707.74,37,45,4290.0,7150.0
2026-01-01,110409,45,19634,actual,7150.0,,,,
2026-01-01,110409,70,19634,actual,3880.0,,,,
2026-01-01,110409,71,,estimated,3687.69,70,76,3880.0,2860.0
2026-01-01,110409,72,,estimated,3504.92,70,76,3880.0,2860.0
2026-01-01,110409,73,,estimated,3331.2,70,76,3880.0,2860.0
2026-01-01,110409,74,,estimated,3166.09,70,76,3880.0,2860.0
2026-01-01,110409,75,,estimated,3009.15,70,76,3880.0,2860.0
2026-01-01,110409,76,19634,actual,2860.0,,,,
2026-01-01,110632,12,9448,actual,108779.0,,,,
2026-01-01,110632,13,9448,actual,89765.0,,,,
2026-01-01,110632,14,9448,actual,76483.0,,,,
2026-01-01,110632,15,9448,actual,84924.0,,,,
2026-01-01,110632,16,,estimated,72899.18,15,17,84924.0,62577.0
2026-01-01,110632,17,29677,actual,62577.0,,,,
2026-01-01,110632,18,,estimated,60417.32,17,20,62577.0,56319.0
2026-01-01,110632,19,,estimated,58332.18,17,20,62577.0,56319.0
2026-01-01,110632,20,9448,actual,56319.0,,,,
2026-01-01,110632,21,29677,actual,71897.0,,,,
2026-01-01,110632,22,,estimated,61032.66,21,23,71897.0,51810.0
2026-01-01,110632,23,9448,actual,51810.0,,,,
2026-01-01,110632,24,,estimated,49389.04,23,36,51810.0,27812.0
2026-01-01,110632,25,,estimated,47081.2,23,36,51810.0,27812.0
2026-01-01,110632,26,,estimated,44881.2,23,36,51810.0,27812.0
2026-01-01,110632,27,,estimated,42783.99,23,36,51810.0,27812.0
2026-01-01,110632,28,,estimated,40784.79,23,36,51810.0,27812.0
2026-01-01,110632,29,,estimated,38879.0,23,36,51810.0,27812.0
2026-01-01,110632,30,,estimated,37062.26,23,36,51810.0,27812.0
2026-01-01,110632,31,,estimated,35330.41,23,36,51810.0,27812.0
2026-01-01,110632,32,,estimated,33679.49,23,36,51810.0,27812.0
2026-01-01,110632,33,,estimated,32105.7,23,36,51810.0,27812.0
2026-01-01,110632,34,,estimated,30605.46,23,36,51810.0,27812.0
2026-01-01,110632,35,,estimated,29175.32,23,36,51810.0,27812.0
2026-01-01,110632,36,29677,actual,27812.0,,,,
2026-01-01,110632,37,,estimated,24559.3,36,38,27812.0,21687.0
2026-01-01,110632,38,9448,actual,21687.0,,,,
2026-01-01,110632,39,,estimated,21195.43,38,40,21687.0,20715.0
