date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2019-09-01,all,3304633,3299574,3651207
2019-09-02,all,2865874,2861479,3157284
2019-09-03,all,2805866,2801565,3090858
2019-09-04,all,4604807,4597811,5093674
2019-09-05,all,5166791,5158871,5703279
2019-09-06,all,6269787,6260202,6895860
2019-09-07,all,6567953,6557916,7217511
2019-09-08,all,7155693,7144759,7854082
2019-09-09,all,7283524,7272385,7991752
2019-09-10,all,7649371,7637663,8387744
2019-09-11,all,9380292,9365998,10257966
2019-09-12,all,5437562,5429269,5939653
2019-09-13,all,4616613,4609567,5051369
2019-09-14,all,4939079,4931563,5410481
2019-09-15,all,6857828,6847425,7528949
2019-09-16,all,4292176,4285640,4698990
2019-09-17,all,4282224,4275713,4687569
2019-09-18,all,3380310,3375175,3712185
2019-09-19,all,3834031,3828207,4213548
2019-09-20,all,5278175,5270183,5821650
2019-09-21,all,4779660,4772424,5248809
2019-09-22,all,5383788,5375638,5906057
2019-09-23,all,4827713,4820377,5287948
2019-09-24,all,6031626,6022484,6623417
2019-09-25,all,6684581,6674459,7341125
2019-09-26,all,4670248,4663130,5112996
2019-09-27,all,4560528,4553569,4994003
2019-09-28,all,4655663,4648558,5105385
2019-09-29,all,4991613,4983985,5475145
2019-09-30,all,6385321,6375586,7017177
2019-09-01,100181,122,122,131
2019-09-01,100487,53440,53362,65154
2019-09-01,100992,478,478,549
2019-09-01,101020,19613,19585,21651
2019-09-01,101535,4881,4874,5952
2019-09-01,101954,1233,1231,1504
2019-09-01,110365,859,858,925
2019-09-01,110409,33,33,40
2019-09-01,110435,11577,11560,12466
2019-09-01,110632,650,649,793
2019-09-01,200181,4318,4312,4960
2019-09-01,201184,26222,26182,28236
2019-09-01,201351,36999,36946,39843
2019-09-01,201632,746,746,804
2019-09-01,201925,471,469,507
2019-09-01,204586,18,18,20
2019-09-01,205582,432593,431967,527542
2019-09-01,205611,5986,5977,6445
2019-09-01,205761,3014,3010,3462
2019-09-01,206361,17725,17699,19088
2019-09-01,206363,99810,99664,107478
2019-09-01,206440,53361,53286,57462
2019-09-01,206471,86554,86429,93204
2019-09-01,207288,18817,18791,20262
2019-09-01,207774,1096,1094,1180
2019-09-01,208532,9,9,11
2019-09-01,210413,0,0,0
2019-09-01,212377,13,13,14
2019-09-01,214099,1118,1117,1297
2019-09-01,214104,8,8,10
2019-09-01,214781,51242,51158,55179
2019-09-01,215430,0,0,0
2019-09-01,215913,1390,1388,1695
2019-09-01,216158,86531,86406,93179
2019-09-01,216173,16229,16206,17476
2019-09-01,216424,21722,21691,23392
2019-09-01,301577,112673,112511,121330
2019-09-01,304080,807,806,869
2019-09-01,304763,137,137,148
2019-09-01,401131,1869,1867,2063
2019-09-01,401534,12076,12024,13005
2019-09-01,402279,4822,4813,5193
2019-09-01,407120,1106,1105,1271
2019-09-01,408789,7580,7558,8164
2019-09-01,501098,12,12,13
2019-09-01,502221,30732,30687,37466
2019-09-01,502280,12235,12219,13174
2019-09-01,502835,11265,11248,12130
2019-09-01,506536,1559,1557,1679
2019-09-01,506539,566748,565926,610291
2019-09-01,507843,71883,71779,77406
2019-09-01,508456,2215,2212,2385
2019-09-01,508599,1157,1156,1245
2019-09-01,509417,11226,11210,13690
2019-09-01,509434,161841,161607,185957
2019-09-01,510003,11322,11306,12192
2019-09-01,511293,177,177,216
2019-09-01,551180,83408,83081,89816
2019-09-01,551228,5204,5195,5604
2019-09-01,551732,14467,14447,16624
2019-09-01,551736,15219,15198,16798
2019-09-01,558846,38687,38631,41660
2019-09-01,558873,56746,56653,61107
2019-09-01,560271,46647,46577,50230
2019-09-01,563339,79275,79160,85366
2019-09-01,563342,47832,47763,51507
2019-09-01,563689,13519,13500,14557
2019-09-01,564647,89,89,109
2019-09-01,564895,8109,8097,9318
2019-09-01,565724,32824,32777,35346
2019-09-01,566061,19,19,20
2019-09-01,566647,13717,13697,14771
2019-09-01,567434,110,110,134
2019-09-01,567538,7579,7568,8366
2019-09-01,567623,25598,25558,27565
2019-09-01,567645,12625,12606,14506
2019-09-01,567662,273580,273183,294599
2019-09-01,567664,447059,446410,481406
2019-09-02,100181,104,104,112
2019-09-02,100487,46070,46002,56168
2019-09-02,100992,471,471,541
2019-09-02,101020,18654,18627,20593
2019-09-02,101535,4363,4357,5320
2019-09-02,101954,1220,1218,1488
2019-09-02,110365,1371,1369,1477
2019-09-02,110409,32,32,39
2019-09-02,110435,10247,10232,11035
2019-09-02,110632,600,599,732
2019-09-02,200181,3971,3965,4561
2019-09-02,201184,22594,22561,24330
2019-09-02,201351,36614,36562,39426
2019-09-02,201632,693,693,747
2019-09-02,201925,447,445,482
2019-09-02,204586,13,13,14
2019-09-02,205582,318563,318102,388483
2019-09-02,205611,4781,4773,5147
2019-09-02,205761,2987,2984,3431
2019-09-02,206361,17583,17557,18934
2019-09-02,206363,97273,97131,104746
2019-09-02,206440,45645,45580,49152
2019-09-02,206471,75071,74963,80840
2019-09-02,207288,16735,16711,18021
2019-09-02,207774,987,986,1063
2019-09-02,208532,8,8,10
2019-09-02,210413,0,0,0
2019-09-02,212377,12,12,13
2019-09-02,214099,951,950,1103
2019-09-02,214104,8,8,10
2019-09-02,214781,49851,49769,53681
2019-09-02,215430,0,0,0
2019-09-02,215913,1107,1105,1350
2019-09-02,216158,87892,87765,94645
2019-09-02,216173,15297,15276,16473
2019-09-02,216424,19780,19752,21301
2019-09-02,301577,113882,113718,122631
2019-09-02,304080,721,720,776
2019-09-02,304763,119,119,128
2019-09-02,401131,1805,1803,1992
