date,shop,genre,item,sales,units
2022-08-27,1610,301577,55169291,329997,3
2022-08-27,1610,215913,58336125,129493,7
2022-08-27,1610,301577,55169285,104999,1
2022-08-27,1610,215913,58335667,95996,4
2022-08-27,1610,215913,58335701,84495,5
2022-08-27,16891,204586,44417545,83780,1
2022-08-27,37991,205582,83306721,71000,1
2022-08-27,1610,301577,57532598,67198,2
2022-08-27,54108,204586,45977679,65340,2
2022-08-27,15538,502280,27246375,63799,1
2022-08-27,52256,564286,43879029,57999,1
2022-08-27,52256,564286,43862140,50749,1
2022-08-27,1610,301577,57532602,49699,1
2022-08-27,34416,201184,41489924,48420,16
2022-08-27,1610,407120,34893548,47994,6
2022-08-27,1610,407120,34893547,47992,8
2022-08-27,34820,507843,49654126,44880,6
2022-08-27,1610,301577,57532599,43699,1
2022-08-27,34820,507843,49733648,43680,2
2022-08-27,29222,301577,3713084,42240,8
2022-08-27,1610,558846,53392575,41993,5
2022-08-27,29222,301577,3728369,39060,7
2022-08-27,1610,301577,57532601,38999,1
2022-08-27,32809,509434,53865282,36518,29
2022-08-27,39701,558873,12537150,34800,1
2022-08-27,29222,301577,3744892,34650,9
2022-08-27,1610,301577,57532622,33699,1
2022-08-27,1610,201925,30148093,32697,3
2022-08-27,39701,558873,12537164,31800,1
2022-08-27,29191,558846,4151380,31800,1
2022-08-27,29222,301577,3743876,29960,7
2022-08-27,1610,215913,58336140,29799,1
2022-08-27,1610,215913,58336138,28999,1
2022-08-27,1610,215913,58336115,25799,1
2022-08-27,34416,201184,41503233,24600,10
2022-08-27,34416,201184,41487121,24030,9
2022-08-27,1610,502221,57532552,23899,1
2022-08-27,1610,215913,46580645,23399,1
2022-08-27,34416,201184,48297042,22840,8
2022-08-27,27985,567623,47852339,22240,4
2022-08-27,39701,558873,12521259,21800,1
2022-08-27,13261,551180,28454611,21440,1
2022-08-27,34416,201184,48296995,20480,4
2022-08-27,34820,507843,49689258,20340,1
2022-08-27,1610,215913,46580643,18899,1
2022-08-27,34416,201184,41487117,18808,3
2022-08-27,24124,201632,20757008,18800,1
2022-08-27,48461,408789,2126135,18700,1
2022-08-27,1610,216173,57789383,18396,2
2022-08-27,21825,201351,25552000,18000,3
2022-08-27,1610,502280,29598187,17799,1
2022-08-27,10801,402279,33072874,17600,4
2022-08-27,29222,301577,3749319,17120,4
2022-08-27,1610,558846,55124294,16396,2
2022-08-27,43304,506539,3757200,14937,3
2022-08-27,34820,507843,49733647,14820,1
2022-08-27,1610,215913,58336108,14599,1
2022-08-27,34416,201184,41503466,14360,4
2022-08-27,1610,200181,53612525,13798,2
2022-08-27,1610,207288,43140147,13798,1
2022-08-27,29222,301577,3732992,13160,2
2022-08-27,34820,507843,49751475,12760,1
2022-08-27,1610,201925,30148478,12699,1
2022-08-27,12234,567645,39695027,12300,1
2022-08-27,18372,560271,1507818,11840,8
2022-08-27,29222,301577,3748459,11550,3
2022-08-27,1610,402279,55525519,11397,3
2022-08-27,25143,200181,3816007,11360,2
2022-08-27,27985,567623,41069821,11120,2
2022-08-27,42115,216424,17389730,11000,1
2022-08-27,34820,507843,59720387,10960,2
2022-08-27,55035,566647,44833667,10960,2
2022-08-27,1610,201925,35092938,10799,1
2022-08-27,9435,558846,34944400,10780,2
2022-08-27,1610,215913,58336116,10599,1
2022-08-27,10801,402279,25399651,10450,1
2022-08-27,1610,402279,58309164,10396,3
2022-08-27,22966,206471,1568490,10256,3
2022-08-27,12356,110435,55612804,9980,1
2022-08-27,34416,201184,41487057,9680,4
2022-08-27,21825,201351,25546311,9600,2
2022-08-27,21825,201351,25589540,9600,1
2022-08-27,21825,205761,25594429,9600,1
2022-08-27,32809,509434,34615059,9520,3
2022-08-27,12234,567645,39695651,9500,1
2022-08-27,1610,407120,36877289,9499,1
2022-08-27,34416,201184,48616655,9464,2
2022-08-27,34416,201184,41487119,9064,1
2022-08-27,32809,509434,7145557,9000,7
2022-08-27,54843,206440,30936909,8940,1
2022-08-27,37719,205582,19476971,8800,1
2022-08-27,34820,507843,59719026,8780,1
2022-08-27,60520,558846,3808428,8470,1
2022-08-27,1610,207288,43140131,8299,1
2022-08-27,34416,201184,48616658,8040,2
2022-08-27,24341,205272,53489659,8000,2
2022-08-27,28488,551180,26127618,8000,1
2022-08-27,39701,551180,10397796,7990,1
2022-08-27,36840,407120,12302051,7920,2
2022-08-27,59074,206440,44349966,7900,1
2022-08-27,14293,402279,61669682,7616,1
2022-08-27,12234,567645,14056144,7600,1
2022-08-27,34820,216424,49652201,7380,2
2022-08-27,34820,507843,49654127,7380,1
2022-08-27,12234,214781,39695150,7300,1
2022-08-27,202,558846,2979007,7200,1
2022-08-27,37621,214099,55841050,7120,1
2022-08-27,34820,507843,49723245,6680,1
2022-08-27,43238,555003,48895,6600,1
2022-08-27,12234,567645,24084078,6600,1
2022-08-27,29222,301577,3750930,6580,1
2022-08-27,34820,507843,49751472,6480,1
2022-08-27,34820,507843,49723248,6380,1
2022-08-27,1610,407120,46836110,6199,1
2022-08-27,29222,301577,3733486,6180,1
2022-08-27,52905,567645,59432846,6000,2
2022-08-27,21825,201351,25554593,6000,1
2022-08-27,61430,206440,56595180,5980,1
2022-08-27,39701,551180,12544490,5980,1
2022-08-27,32687,202502,33000215,5980,1
2022-08-27,9435,558846,34944423,5940,1
2022-08-27,55200,100992,31863766,5920,1
2022-08-27,59074,206471,44351531,5700,1
2022-08-27,39213,216424,54919990,5700,1
2022-08-27,37719,205582,19477230,5500,1
2022-08-27,56440,502280,48551123,5480,1
2022-08-27,19199,506539,56366450,5400,3
2022-08-27,4642,205272,30932056,5400,1
2022-08-27,12234,567645,2848893,5200,1
2022-08-27,1610,558846,55124295,5199,1
2022-08-27,10801,402279,33072868,5170,1
2022-08-27,28488,551180,23544546,5000,1
2022-08-27,10801,402279,33072878,4980,1
2022-08-27,18372,560271,57373007,4960,2
2022-08-27,34416,201184,41489922,4752,1
2022-08-27,1610,407120,34893546,4599,1
2022-08-27,51217,558873,31865645,4580,1
2022-08-27,6817,509417,3766730,4527,1
2022-08-27,6817,509417,29772438,4527,1
2022-08-27,59074,206440,44349987,4500,1
2022-08-27,1610,551180,52530322,4497,2
2022-08-27,32687,202502,3851629,4480,1
2022-08-27,30779,216424,3764144,4400,1
2022-08-27,1610,200181,56504933,4399,1
2022-08-27,60520,551180,3822515,4356,2
2022-08-27,60520,551180,3831914,4356,1
2022-08-27,34416,201184,41503230,4340,1
2022-08-27,34416,201184,41487053,4290,1
2022-08-27,9435,558846,34944429,4290,1
2022-08-27,24269,205611,31489762,4170,1
2022-08-27,202,558846,2979009,4164,1
2022-08-27,41049,206471,12507488,4130,1
2022-08-27,41049,206440,12507482,4130,1
2022-08-27,10801,508456,21958991,3970,1
2022-08-27,36840,407120,16674292,3960,1
2022-08-27,1610,216173,57108396,3899,1
2022-08-27,55120,216424,58424094,3850,1
2022-08-27,22966,206471,1457536,3819,1
2022-08-27,13415,100487,37340543,3800,1
2022-08-27,1610,558846,36524171,3799,1
2022-08-27,22966,206471,2327048,3726,1
2022-08-27,13415,100487,37340890,3700,1
2022-08-27,59074,206440,44349968,3700,1
2022-08-27,51391,216424,27850787,3630,1
2022-08-27,59074,206471,44351503,3600,1
2022-08-27,21825,201351,25658564,3600,1
2022-08-27,1610,216173,57108389,3599,1
2022-08-27,1610,205272,45917628,3598,1
2022-08-27,12234,214781,16672726,3550,1
2022-08-27,34820,201486,49762650,3380,1
2022-08-27,23582,567538,42563851,3336,3
2022-08-27,52905,214781,59432823,3300,1
2022-08-27,10801,402279,33072855,3300,1
2022-08-27,1610,216158,29523073,3299,1
2022-08-27,1610,402279,55525517,3199,1
2022-08-27,60520,551180,3830113,3190,1
2022-08-27,12234,214781,39694930,3150,1
2022-08-27,12234,567645,39694636,3000,1
2022-08-27,18372,560271,55252916,2960,2
2022-08-27,59074,206440,44349946,2900,1
2022-08-27,24269,560271,53696752,2870,1
2022-08-27,18788,560271,80221380,2800,1
2022-08-27,1610,551180,47024481,2798,2
2022-08-27,27985,567623,32842329,2700,1
2022-08-27,13415,100487,37339311,2500,1
2022-08-27,18372,560271,57373011,2480,1
2022-08-27,1610,200181,59539505,2399,1
2022-08-27,24269,401534,47716229,2280,1
2022-08-27,7160,558846,64859676,2180,1
2022-08-27,41049,206471,12517163,1995,1
2022-08-27,24269,502221,33273647,1980,1
2022-08-27,60520,408789,3753389,1980,1
2022-08-27,52905,567645,59432826,1970,1
2022-08-27,28228,216173,1642189,1960,1
2022-08-27,18372,560271,57373006,1890,1
2022-08-27,27985,567623,41197569,1890,1
2022-08-27,39361,401534,61240731,1880,1
2022-08-27,28228,560271,82869127,1780,2
2022-08-27,7160,551180,64857994,1670,1
2022-08-27,47428,401534,40624068,1590,1
2022-08-27,7160,401534,64860005,1580,1
2022-08-27,7160,401534,64859523,1580,1
2022-08-27,34820,567623,49678994,1580,1
2022-08-27,52578,201632,50150108,1492,1
2022-08-27,52578,201632,50150112,1492,1
2022-08-27,18372,560271,57129497,1480,1
2022-08-27,7160,401534,64859388,1480,1
2022-08-27,60520,551180,3828697,1450,1
2022-08-27,27985,567623,42703857,1450,1
2022-08-27,34272,565724,53156681,1410,1
2022-08-27,27985,567623,32841708,1390,1
2022-08-27,7160,401534,64856943,1330,1
2022-08-27,7160,401534,64859515,1320,1
2022-08-27,18372,560271,33042497,1280,1
2022-08-27,21500,551736,65218251,1192,1
2022-08-27,28228,216173,1642044,1100,1
2022-08-27,52578,201632,50825657,1096,1
2022-08-27,28228,560271,82869137,780,1
2022-08-27,28228,560271,82869138,580,1
2022-08-27,32306,205761,17973747,400,1
