date,shop,genre,item,sales,units
2022-08-16,1610,301577,55169288,179999,1
2022-08-16,1610,301577,57532599,134697,3
2022-08-16,34820,507843,49654126,134640,18
2022-08-16,1610,215913,58336125,110394,6
2022-08-16,1610,201925,30148093,108990,10
2022-08-16,1610,407120,34893548,101387,13
2022-08-16,1610,201925,35087500,99495,5
2022-08-16,1610,201925,35092938,86392,8
2022-08-16,1610,301577,55169279,78999,1
2022-08-16,48461,408789,2126135,56100,3
2022-08-16,39701,558873,12537140,55800,1
2022-08-16,37991,205582,83306692,49000,1
2022-08-16,32809,509434,53865282,45942,36
2022-08-16,1610,201925,51680598,41999,1
2022-08-16,1610,407120,34893547,41993,6
2022-08-16,27985,567623,47852339,41700,8
2022-08-16,1610,301577,57532601,40099,1
2022-08-16,29191,558873,4154765,38000,1
2022-08-16,29222,301577,3713084,36960,7
2022-08-16,1610,201925,30148483,35997,3
2022-08-16,1610,558846,53392575,35994,5
2022-08-16,1610,301577,57532622,35799,1
2022-08-16,27985,567623,41069845,35600,2
2022-08-16,34416,201184,41489924,34970,12
2022-08-16,34416,201184,41503230,34720,8
2022-08-16,1610,402279,55525519,34191,9
2022-08-16,60520,558846,3808428,33880,3
2022-08-16,1610,215913,58335701,33398,2
2022-08-16,1610,205272,35676147,31899,1
2022-08-16,1610,301577,57532605,30999,1
2022-08-16,1610,407120,46836110,30995,3
2022-08-16,1610,301577,30679481,29997,3
2022-08-16,1610,215913,58336029,29899,1
2022-08-16,31464,566647,46123875,29400,3
2022-08-16,1610,215913,58336108,28198,2
2022-08-16,49388,502280,64114755,27800,1
2022-08-16,55035,566647,44833667,27400,5
2022-08-16,1610,201925,35087501,27198,2
2022-08-16,1610,205272,35676144,25799,1
2022-08-16,34416,201184,48616655,23660,5
2022-08-16,1610,301577,57532596,23099,1
2022-08-16,1610,215913,58336128,22999,1
2022-08-16,8460,216424,41606746,22800,1
2022-08-16,1610,215913,58335666,22499,1
2022-08-16,1610,201925,30148482,22198,2
2022-08-16,34416,201184,41503233,22140,9
2022-08-16,1610,407120,34893546,21995,5
2022-08-16,1610,215913,58336116,21198,2
2022-08-16,22966,206471,1568490,20512,4
2022-08-16,1610,215913,58335683,19799,1
2022-08-16,1610,402279,55525521,19596,4
2022-08-16,29222,301577,3744892,19250,5
2022-08-16,21825,201351,25546311,19200,4
2022-08-16,21825,201351,25589540,19200,2
2022-08-16,1610,215913,46580643,18899,1
2022-08-16,34820,507843,49662808,18840,1
2022-08-16,1610,201925,37638992,18499,1
2022-08-16,44078,304080,46759580,18320,4
2022-08-16,29222,301577,3743876,17120,4
2022-08-16,56440,502280,48551123,16440,3
2022-08-16,32809,509434,34615044,16338,2
2022-08-16,34416,201184,41487121,16020,6
2022-08-16,12356,110435,44233509,15600,1
2022-08-16,18372,560271,57373007,14880,6
2022-08-16,34820,507843,49733647,14820,1
2022-08-16,1610,216158,29523073,14796,4
2022-08-16,1610,201925,30148485,13999,1
2022-08-16,1610,502280,57532561,13799,1
2022-08-16,1610,407120,36877290,13798,2
