date,shop,genre,item,sales,units
2020-03-25,1050,506539,56263769,1809115,506
2020-03-25,1050,506539,32053372,1016000,244
2020-03-25,1050,506539,41731298,664075,257
2020-03-25,525,567664,55819262,605568,141
2020-03-25,1050,506539,56263781,505000,176
2020-03-25,525,567662,63222928,479040,47
2020-03-25,1050,506539,36785763,359900,99
2020-03-25,23590,566403,50379654,324030,7
2020-03-25,525,567664,78359558,309380,26
2020-03-25,32809,509434,53865282,295000,229
2020-03-25,1050,506539,36783427,284905,92
2020-03-25,525,567664,57803149,278880,51
2020-03-25,525,567662,63223070,244020,48
2020-03-25,525,567662,78359553,239520,22
2020-03-25,147,206361,56257270,235200,44
2020-03-25,1050,506539,56263787,213840,172
2020-03-25,1050,506539,36778487,210470,58
2020-03-25,1050,506539,56263776,204525,74
2020-03-25,11503,206471,14477055,192444,108
2020-03-25,525,567664,56739388,184800,20
2020-03-25,44222,564895,25363569,180368,8
2020-03-25,1050,506539,36785774,159960,39
2020-03-25,1050,506539,36780493,152810,52
2020-03-25,1050,506539,36785427,149500,46
2020-03-25,1050,506539,36783423,137747,22
2020-03-25,147,206363,47377546,136000,15
2020-03-25,22714,216158,1419512,119850,47
2020-03-25,525,563342,38585496,108500,13
2020-03-25,525,567662,78359483,105600,9
2020-03-25,525,567664,56735629,104700,15
2020-03-25,1050,506539,36783509,98600,30
2020-03-25,1050,506539,57701748,95980,20
2020-03-25,19199,506539,56366450,94500,35
2020-03-25,23774,201184,59245703,92720,19
2020-03-25,147,206363,42296264,92400,20
2020-03-25,1050,506539,36780822,91908,83
2020-03-25,1050,506539,36785785,88297,22
2020-03-25,44222,564895,25363567,85857,3
2020-03-25,525,567664,78359559,83760,11
2020-03-25,147,206363,78306413,83160,20
2020-03-25,525,563339,36752311,82800,26
2020-03-25,1050,506539,36776839,81000,10
2020-03-25,17435,101020,4367984,77400,3
2020-03-25,36696,502221,24770414,76000,1
2020-03-25,1050,506539,36785432,74474,22
2020-03-25,44222,564895,25363571,70053,3
2020-03-25,44222,564895,25363609,64197,9
2020-03-25,525,563342,48765670,61550,5
2020-03-25,525,563339,39672789,60680,19
2020-03-25,36696,502280,24518919,58000,1
2020-03-25,36696,502280,24787510,57000,1
