date,shop,genre,item,sales,units
2019-06-26,12819,502221,40555107,173800,22
2019-06-26,525,567664,56735629,160540,22
2019-06-26,1050,506539,56263769,153419,48
2019-06-26,32809,509434,53865282,96000,68
2019-06-26,1050,506539,32053372,95976,23
2019-06-26,1050,506539,56263781,95546,37
2019-06-26,525,567664,78359012,90000,8
2019-06-26,525,567662,56749821,89700,13
2019-06-26,11503,206471,14477055,73720,35
2019-06-26,525,567664,57803149,69720,13
2019-06-26,22714,216158,1419512,61200,24
2019-06-26,1050,506539,41731298,43220,19
2019-06-26,22714,216158,57037748,40800,15
2019-06-26,26549,216173,3753664,39990,25
2019-06-26,525,567662,63222928,39920,4
2019-06-26,34820,507843,49654126,36750,5
2019-06-26,12819,502221,35676485,36000,3
2019-06-26,23774,201184,59245699,35440,4
2019-06-26,525,567662,63223070,34860,7
2019-06-26,525,567664,78355835,33504,6
2019-06-26,16932,551228,38902253,33000,2
2019-06-26,36696,502221,24675672,33000,1
2019-06-26,11503,206471,14477097,31300,20
2019-06-26,1050,506539,36785763,29997,9
2019-06-26,39701,551180,9736423,29400,3
2019-06-26,22966,206471,2213127,29000,1
2019-06-26,525,567664,78359020,26400,3
2019-06-26,1050,506539,56263776,25250,10
2019-06-26,525,563339,36752311,23460,9
2019-06-26,1050,506539,36783427,22491,9
2019-06-26,36696,207288,24568171,22000,1
2019-06-26,29222,301577,3715291,20860,7
2019-06-26,1050,506539,36784598,19996,4
2019-06-26,525,567662,78358975,19960,2
2019-06-26,16833,507843,15841007,19440,2
2019-06-26,21825,201351,25546311,19200,4
2019-06-26,525,567664,56749887,19120,3
2019-06-26,29222,301577,3743876,18900,5
2019-06-26,5829,558846,62645960,18000,1
2019-06-26,36696,502280,27860963,18000,1
2019-06-26,1050,506539,36785785,17775,5
2019-06-26,147,206363,47377548,17000,2
2019-06-26,31464,566647,46123877,16800,1
2019-06-26,525,563342,48765669,16200,8
2019-06-26,6817,510003,38668336,16200,1
2019-06-26,10130,206440,3638658,15984,9
2019-06-26,32809,502835,34615010,15920,4
2019-06-26,27841,551180,48126025,15600,4
2019-06-26,1050,506539,36783423,15553,3
2019-06-26,32138,502280,50223,15160,2
2019-06-26,1050,506539,36776839,15000,2
2019-06-26,33112,206361,49118116,15000,1
2019-06-26,29222,301577,3744892,14320,4
