date,shop,genre,item,sales,units
2020-07-05,23590,502835,29764541,754380,24
2020-07-05,525,567664,56739388,536800,61
2020-07-05,147,206363,47377548,476000,53
2020-07-05,147,206363,42296262,389400,75
2020-07-05,525,567662,63223070,388440,76
2020-07-05,32809,509434,53865282,365800,296
2020-07-05,525,567664,57803149,343620,67
2020-07-05,525,567662,63222928,329340,33
2020-07-05,4493,408789,4372496,297687,185
2020-07-05,525,567662,56729173,295260,37
2020-07-05,147,206363,47377546,255000,30
2020-07-05,147,206363,42296264,221100,48
2020-07-05,23774,201184,59245703,214720,44
2020-07-05,34820,507843,49654126,199160,26
2020-07-05,525,567662,56749821,179400,30
2020-07-05,31464,566647,46123875,176400,18
2020-07-05,525,567664,78359662,169660,16
2020-07-05,525,567662,78359643,149700,15
2020-07-05,147,206363,42296263,148500,30
2020-07-05,525,567664,56735629,146580,20
2020-07-05,5829,558873,78938057,144000,1
2020-07-05,525,567664,78359655,139600,20
2020-07-05,22714,216158,1419512,119850,47
2020-07-05,11503,206440,1647295,110088,72
2020-07-05,47281,555421,59229506,108980,8
2020-07-05,17303,564895,63446978,108000,3
2020-07-05,5829,558873,14429652,104000,1
2020-07-05,17904,402279,48755555,102600,25
2020-07-05,23590,566403,58668243,98010,3
2020-07-05,23590,566403,50379654,97940,2
2020-07-05,23590,566403,50379637,96380,2
2020-07-05,5829,558873,78938917,94400,1
2020-07-05,23774,201184,59245701,77000,7
2020-07-05,19199,506539,56366450,74250,25
2020-07-05,147,206361,56257270,73920,11
2020-07-05,21825,201351,25546311,67200,12
2020-07-05,47281,555421,59229499,64695,3
2020-07-05,23590,566403,58668276,62780,2
2020-07-05,525,567664,56729222,61600,7
2020-07-05,23590,566403,50379626,58970,1
2020-07-05,36696,502221,25028603,58000,1
2020-07-05,42149,206471,3762102,56000,4
2020-07-05,23774,201184,59245699,55200,6
2020-07-05,525,563342,48765669,55080,24
2020-07-05,525,563342,38585496,54250,7
2020-07-05,11503,206471,14477097,53515,34
2020-07-05,16833,507843,16715789,53460,2
2020-07-05,36696,502221,24654219,53000,1
2020-07-05,32798,567664,57803149,49800,10
2020-07-05,40454,210413,29573984,49783,17
2020-07-05,16833,507843,15842578,49500,5
2020-07-05,27841,551180,42152767,49020,13
2020-07-05,32809,509434,7145557,49000,48
