date,shop,genre,item,sales,units
2023-03-26,23590,502835,29764626,736638,21
2023-03-26,525,567664,56739388,448800,49
2023-03-26,54108,204586,45977679,326700,10
2023-03-26,1610,301577,55169290,239998,2
2023-03-26,38293,214099,83313334,180000,18
2023-03-26,21649,567434,35489085,168000,10
2023-03-26,525,567662,56729107,165200,14
2023-03-26,55035,566647,44812930,165000,15
2023-03-26,1610,301577,55169314,161999,1
2023-03-26,525,567664,17324914,140800,16
2023-03-26,525,567664,57803149,119520,24
2023-03-26,1610,502221,60698351,111598,2
2023-03-26,21649,567434,35489079,110400,8
2023-03-26,1610,301577,30679477,109495,4
2023-03-26,1610,407120,34893548,105287,13
2023-03-26,21649,567434,35489077,97200,6
2023-03-26,23590,564895,48876962,96800,1
2023-03-26,21649,567434,35489080,92400,7
2023-03-26,61731,216424,59596968,91080,22
2023-03-26,23590,566403,58668120,82466,1
2023-03-26,13031,558873,32800492,80560,2
2023-03-26,45954,551732,32938510,78720,20
2023-03-26,1610,301577,55169342,77999,1
2023-03-26,4643,558873,9653277,77000,1
2023-03-26,1610,407120,34893547,75588,11
2023-03-26,32809,509434,34615044,75344,15
2023-03-26,33794,564286,37346361,74380,1
2023-03-26,38864,567538,21156113,74250,3
2023-03-26,525,567662,56729468,72500,5
2023-03-26,34698,304763,18401803,71280,21
2023-03-26,1610,216173,57789383,70384,16
2023-03-26,1610,502280,60698334,69999,1
2023-03-26,1610,301577,57532600,69999,1
2023-03-26,21649,567434,35489088,69000,5
2023-03-26,23590,502835,29765156,68481,3
2023-03-26,525,567662,56749821,65780,11
2023-03-26,1610,502280,60698353,64799,1
2023-03-26,1918,101535,65253459,63680,16
2023-03-26,1610,301577,30679475,63596,4
2023-03-26,33794,564286,47489458,63131,1
2023-03-26,39701,551180,12544492,62930,1
2023-03-26,525,567662,56729813,62820,9
2023-03-26,1610,301577,57532598,61998,2
2023-03-26,52256,564286,43874844,61499,1
2023-03-26,55035,566647,44833667,60280,11
2023-03-26,44078,304080,46759580,59760,11
2023-03-26,21649,567434,35489065,59400,6
2023-03-26,23590,564895,48695956,58959,1
2023-03-26,680,205272,33848551,57200,1
2023-03-26,32809,509434,34615042,56732,13
2023-03-26,1610,215913,46580643,56097,3
2023-03-26,1610,301577,57532601,53999,1
2023-03-26,38864,567538,2115146,50820,6
2023-03-26,24867,205611,53451157,50820,1
2023-03-26,60832,502280,60558595,50560,8
2023-03-26,21649,567434,35489064,50400,3
2023-03-26,1610,502280,41188217,50397,3
2023-03-26,38293,214104,83312531,50000,1
2023-03-26,1610,502221,60698335,49799,1
2023-03-26,21649,567434,35489078,47200,4
2023-03-26,525,567664,56735629,46368,6
2023-03-26,32809,509434,34615036,45266,13
2023-03-26,54108,212377,45977682,44550,3
2023-03-26,55059,110435,36161783,44160,3
2023-03-26,21833,563689,37105808,44000,2
