date,shop,genre,item,sales,units
2021-05-30,525,567664,56739388,688000,85
2021-05-30,37991,205582,83306721,256000,4
2021-05-30,525,567664,10054885,179200,28
2021-05-30,47281,555421,59229505,155550,13
2021-05-30,525,567664,57803149,129480,26
2021-05-30,52256,564286,43865301,122080,1
2021-05-30,525,567662,63222928,119760,12
2021-05-30,32809,509434,53865282,103840,80
2021-05-30,52256,564286,43859187,103499,1
2021-05-30,525,567662,56749821,101660,16
2021-05-30,525,567662,56743324,95760,12
2021-05-30,525,567662,63223070,89640,18
2021-05-30,12356,110435,51576558,83440,12
2021-05-30,525,567662,56729107,82600,7
2021-05-30,525,567664,56729629,70000,7
2021-05-30,525,567662,56729468,67500,5
2021-05-30,147,206363,42296262,66000,10
2021-05-30,147,206363,47377548,59500,7
2021-05-30,525,567662,56729392,57600,8
2021-05-30,23590,502835,29764541,55940,2
2021-05-30,17904,402279,48755555,54000,17
2021-05-30,21825,201351,25546311,52800,11
2021-05-30,525,567662,56743317,49900,5
2021-05-30,34820,507843,49654126,47880,6
2021-05-30,147,206363,42296264,46200,11
2021-05-30,22714,216158,1419512,45900,18
2021-05-30,39441,205582,45957260,45780,18
2021-05-30,525,567664,10054877,45000,5
2021-05-30,37991,205582,83306692,45000,1
2021-05-30,37991,205582,83306731,45000,1
2021-05-30,525,567664,56743195,44000,5
2021-05-30,23774,201184,59245701,44000,4
2021-05-30,147,206363,41679047,42900,2
2021-05-30,147,206363,47377546,42500,5
2021-05-30,34820,216424,49640265,41280,4
2021-05-30,11503,206440,2734313,40230,19
2021-05-30,32798,567664,56739388,40000,5
2021-05-30,147,206361,34571699,39600,4
2021-05-30,23774,201184,59245703,39040,8
2021-05-30,23590,566403,50379645,38180,1
2021-05-30,27841,551180,48132616,38000,6
2021-05-30,23590,554973,82642595,38000,1
2021-05-30,525,563342,48765670,36930,3
2021-05-30,52256,564286,43845565,35800,1
2021-05-30,147,206363,41486031,35600,4
2021-05-30,19199,506539,56366450,32400,13
2021-05-30,18832,100487,32780755,31000,2
2021-05-30,22966,206471,1568490,30768,11
2021-05-30,18788,205611,41681998,29000,1
2021-05-30,525,567662,56729813,27920,4
2021-05-30,27985,567623,41069821,27800,5
2021-05-30,29191,558873,4155416,27000,1
2021-05-30,147,206361,34571700,26000,2
2021-05-30,34820,507843,49779538,25920,4
2021-05-30,1918,101535,56140249,25852,4
2021-05-30,12356,110435,56681440,24900,5
2021-05-30,22714,216158,57037714,24800,10
2021-05-30,11503,206440,1647448,24510,17
2021-05-30,34820,507843,49723247,23940,2
2021-05-30,525,563339,38586093,23840,3
2021-05-30,27841,551180,48126025,23400,6
2021-05-30,22714,216158,57037748,22950,9
2021-05-30,11503,206471,14477097,22935,13
2021-05-30,23590,566403,58668276,22790,1
2021-05-30,11503,206440,8379911,21890,10
2021-05-30,147,206361,56257273,21600,3
2021-05-30,47281,555421,59229499,21566,1
2021-05-30,29191,558846,4159538,21000,1
2021-05-30,37719,563689,19477296,20900,1
2021-05-30,525,563342,48765669,20520,8
2021-05-30,28488,558846,27851045,20000,1
2021-05-30,525,567662,56743266,19960,2
2021-05-30,21825,201351,25589540,19200,2
2021-05-30,22966,206471,1568501,18912,6
2021-05-30,11503,206440,8379691,18590,10
2021-05-30,11503,206471,8379982,18590,10
2021-05-30,34820,507843,49669311,18240,1
2021-05-30,18788,205611,41682338,18000,1
2021-05-30,27985,567623,41069845,17800,1
2021-05-30,37719,563689,19476846,17600,2
2021-05-30,525,567662,56743323,17238,2
2021-05-30,21825,506539,5659924,17000,2
2021-05-30,11503,206471,14477055,16819,11
2021-05-30,27985,567623,41069848,16680,3
2021-05-30,525,567662,56729173,15960,2
2021-05-30,39441,205582,43960372,15920,4
2021-05-30,36840,407120,16674292,15840,4
2021-05-30,3759,565724,56729919,15800,1
2021-05-30,39441,205611,45957237,15260,7
2021-05-30,27985,567623,45262660,15200,2
2021-05-30,29222,301577,3743876,15120,4
2021-05-30,44222,560271,19323356,14976,1
2021-05-30,525,567664,56749226,14940,3
2021-05-30,11503,206440,8379995,14872,6
2021-05-30,33112,206361,58280438,14800,1
2021-05-30,33112,558846,53481038,14040,3
2021-05-30,525,567664,56735629,13960,2
2021-05-30,27985,567623,47852339,13900,3
2021-05-30,1918,101535,59218934,13863,3
2021-05-30,1918,101535,23426864,13863,3
2021-05-30,1918,101535,43318883,13863,3
2021-05-30,525,563339,36752317,13800,6
2021-05-30,34820,507843,49689257,13760,1
2021-05-30,11503,206440,8380394,13740,5
2021-05-30,22714,216158,1419629,13625,5
