date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2020-07-01,100181,1,,estimated,40986.71,19520.56,92129.88,,,,
2020-07-01,100181,2,,estimated,33993.65,16190.01,76410.88,,,,
2020-07-01,100181,3,,estimated,32803.87,15623.36,73736.5,,,,
2020-07-01,100181,4,,estimated,23950.13,11406.62,53835.06,,,,
2020-07-01,100181,5,,estimated,21438.63,10210.48,48189.72,,,,
2020-07-01,100181,6,,estimated,20688.28,9853.11,46503.08,,,,
2020-07-01,100181,7,,estimated,19964.19,9508.25,44875.47,,,,
2020-07-01,100181,8,,estimated,18393.47,8760.18,41344.82,,,,
2020-07-01,100181,9,,estimated,16908.21,8052.8,38006.26,,,,
2020-07-01,100181,10,,estimated,16316.43,7770.95,36676.04,,,,
2020-07-01,100181,11,,estimated,15745.35,7498.97,35392.38,,,,
2020-07-01,100181,12,,estimated,15194.26,7236.5,34153.65,,,,
2020-07-01,100181,13,,estimated,14662.46,6983.23,32958.27,,,,
2020-07-01,100181,14,,estimated,14149.28,6738.81,31804.73,,,,
2020-07-01,100181,15,,estimated,13654.05,6502.96,30691.56,,,,
2020-07-01,100181,16,,estimated,13176.16,6275.35,29617.36,,,,
2020-07-01,100181,17,,estimated,12715.0,6055.71,28580.75,,,,
2020-07-01,100181,18,,estimated,12269.97,5843.76,27580.42,,,,
2020-07-01,100181,19,,estimated,11840.52,5639.23,26615.11,,,,
2020-07-01,100181,20,,estimated,11426.1,5441.86,25683.58,,,,
2020-07-01,100487,1,,estimated,64942.77,30930.01,145978.27,,,,
2020-07-01,100487,2,,estimated,42801.52,20384.89,96209.21,,,,
2020-07-01,100487,3,,estimated,36893.18,17570.95,82928.45,,,,
2020-07-01,100487,4,,estimated,31909.38,15197.34,71725.87,,,,
2020-07-01,100487,5,,estimated,30792.55,14665.43,69215.46,,,,
2020-07-01,100487,6,,estimated,27563.64,13127.62,61957.53,,,,
2020-07-01,100487,7,,estimated,26598.92,12668.15,59789.01,,,,
2020-07-01,100487,8,,estimated,25667.95,12224.76,57696.4,,,,
2020-07-01,100487,9,,estimated,24769.58,11796.9,55677.02,,,,
2020-07-01,100487,10,,estimated,23902.64,11384.01,53728.33,,,,
2020-07-01,100487,11,,estimated,23066.05,10985.57,51847.84,,,,
2020-07-01,100487,12,,estimated,22258.74,10601.07,50033.16,,,,
2020-07-01,100487,13,,estimated,21479.68,10230.03,48282.0,,,,
2020-07-01,100487,14,,estimated,20727.89,9871.98,46592.13,,,,
2020-07-01,100487,15,,estimated,20002.42,9526.46,44961.41,,,,
2020-07-01,100487,16,,estimated,19302.33,9193.04,43387.76,,,,
2020-07-01,100487,17,,estimated,18626.75,8871.28,41869.19,,,,
2020-07-01,100487,18,,estimated,17974.81,8560.79,40403.76,,,,
2020-07-01,100487,19,,estimated,17345.7,8261.16,38989.63,,,,
2020-07-01,100487,20,,estimated,16738.6,7972.02,37625.0,,,,
2020-07-01,100992,1,,estimated,257487.13,122632.26,471626.39,,,,
2020-07-01,100992,2,,estimated,153247.99,72986.74,280696.73,,,,
2020-07-01,100992,3,,estimated,119142.35,56743.4,218227.13,,,,
