date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2022-07-01,100181,1,,estimated,27078.68,12866.01,60881.3,,,,
2022-07-01,100181,2,,estimated,27078.68,12866.01,60881.3,,,,
2022-07-01,100181,3,,estimated,27078.68,12866.01,60881.3,,,,
2022-07-01,100181,4,,estimated,27078.68,12866.01,60881.3,,,,
2022-07-01,100181,5,,estimated,26333.74,12512.07,59206.47,,,,
2022-07-01,100181,6,,estimated,26333.74,12512.07,59206.47,,,,
2022-07-01,100181,7,,estimated,26333.74,12512.07,59206.47,,,,
2022-07-01,100181,8,,estimated,24270.1,11531.56,54566.76,,,,
2022-07-01,100181,9,,estimated,22319.5,10604.76,50181.18,,,,
2022-07-01,100181,10,,estimated,21686.64,10304.07,48758.32,,,,
2022-07-01,100181,11,,estimated,20562.91,9770.15,46231.83,,,,
2022-07-01,100181,12,,estimated,20562.91,9770.15,46231.83,,,,
2022-07-01,100181,13,,estimated,20562.91,9770.15,46231.83,,,,
2022-07-01,100181,14,,estimated,20562.91,9770.15,46231.83,,,,
2022-07-01,100181,15,,estimated,20562.91,9770.15,46231.83,,,,
2022-07-01,100181,16,,estimated,18616.76,8845.46,41856.28,,,,
2022-07-01,100181,17,,estimated,18616.76,8845.46,41856.28,,,,
2022-07-01,100181,18,,estimated,18284.44,8687.57,41109.13,,,,
2022-07-01,100181,19,,estimated,18284.44,8687.57,41109.13,,,,
2022-07-01,100181,20,,estimated,18284.44,8687.57,41109.13,,,,
2022-07-01,100487,1,,estimated,93147.44,44257.55,209424.48,,,,
2022-07-01,100487,2,,estimated,62906.72,29889.15,141433.93,,,,
2022-07-01,100487,3,,estimated,53347.11,25347.05,119940.94,,,,
2022-07-01,100487,4,,estimated,48663.91,23121.9,109411.64,,,,
2022-07-01,100487,5,,estimated,48663.91,23121.9,109411.64,,,,
2022-07-01,100487,6,,estimated,41317.01,19631.14,92893.53,,,,
2022-07-01,100487,7,,estimated,41317.01,19631.14,92893.53,,,,
2022-07-01,100487,8,,estimated,41317.01,19631.14,92893.53,,,,
2022-07-01,100487,9,,estimated,40459.0,19223.46,90964.44,,,,
2022-07-01,100487,10,,estimated,37746.21,17934.52,84865.24,,,,
2022-07-01,100487,11,,estimated,37746.21,17934.52,84865.24,,,,
2022-07-01,100487,12,,estimated,36126.93,17165.15,81224.59,,,,
2022-07-01,100487,13,,estimated,36126.93,17165.15,81224.59,,,,
2022-07-01,100487,14,,estimated,32760.26,15565.53,73655.27,,,,
2022-07-01,100487,15,,estimated,32760.26,15565.53,73655.27,,,,
2022-07-01,100487,16,,estimated,32760.26,15565.53,73655.27,,,,
2022-07-01,100487,17,,estimated,31819.8,15118.68,71540.84,,,,
2022-07-01,100487,18,,estimated,31819.8,15118.68,71540.84,,,,
2022-07-01,100487,19,,estimated,31636.97,15031.82,71129.78,,,,
2022-07-01,100487,20,,estimated,31502.93,14968.13,70828.41,,,,
2022-07-01,100992,1,,estimated,405743.42,192782.67,743180.08,,,,
2022-07-01,100992,2,,estimated,258409.2,122779.11,473315.3,,,,
2022-07-01,100992,3,,estimated,182672.06,86793.78,334591.34,,,,
2022-07-01,100992,4,,estimated,169974.39,80760.68,311333.65,,,,
2022-07-01,100992,5,,estimated,153957.12,73150.33,281995.61,,,,
2022-07-01,100992,6,,estimated,137616.72,65386.44,252065.71,,,,
2022-07-01,100992,7,,estimated,122099.03,58013.45,223642.73,,,,
2022-07-01,100992,8,,estimated,122099.03,58013.45,223642.73,,,,
2022-07-01,100992,9,,estimated,99569.32,47308.81,182376.18,,,,
2022-07-01,100992,10,,estimated,93173.55,44269.96,170661.36,,,,
2022-07-01,100992,11,,estimated,87290.81,41474.87,159886.25,,,,
2022-07-01,100992,12,,estimated,87289.9,41474.43,159884.57,,,,
2022-07-01,100992,13,,estimated,74169.92,35240.68,135853.37,,,,
2022-07-01,100992,14,,estimated,74169.92,35240.68,135853.37,,,,
2022-07-01,100992,15,,estimated,74169.92,35240.68,135853.37,,,,
2022-07-01,100992,16,,estimated,69392.9,32970.95,127103.53,,,,
2022-07-01,100992,17,,estimated,66890.41,31781.94,122519.85,,,,
2022-07-01,100992,18,,estimated,65482.6,31113.04,119941.22,,,,
2022-07-01,100992,19,,estimated,65482.6,31113.04,119941.22,,,,
2022-07-01,100992,20,,estimated,65482.6,31113.04,119941.22,,,,
2022-07-01,101020,1,,estimated,189366.47,89974.53,425754.85,,,,
2022-07-01,101020,2,,estimated,138583.44,65845.76,311578.76,,,,
2022-07-01,101020,3,,estimated,104230.12,49523.32,234341.81,,,,
2022-07-01,101020,4,,estimated,94508.49,44904.24,212484.54,,,,
2022-07-01,101020,5,,estimated,76641.27,36414.9,172313.46,,,,
2022-07-01,101020,6,,estimated,69416.03,32981.94,156068.87,,,,
2022-07-01,101020,7,,estimated,44888.44,21328.04,100923.2,,,,
2022-07-01,101020,8,,estimated,37113.19,17633.76,83442.03,,,,
2022-07-01,101020,9,,estimated,36419.85,17304.33,81883.18,,,,
2022-07-01,101020,10,,estimated,35573.61,16902.25,79980.57,,,,
2022-07-01,101020,11,,estimated,34268.32,16282.06,77045.86,,,,
2022-07-01,101020,12,,estimated,32152.96,15276.98,72289.88,,,,
2022-07-01,101020,13,,estimated,29539.14,14035.06,66413.2,,,,
2022-07-01,101020,14,,estimated,27116.84,12884.14,60967.1,,,,
2022-07-01,101020,15,,estimated,25708.93,12215.2,57801.69,,,,
2022-07-01,101020,16,,estimated,24713.88,11742.42,55564.51,,,,
2022-07-01,101020,17,,estimated,24713.88,11742.42,55564.51,,,,
2022-07-01,101020,18,,estimated,24713.88,11742.42,55564.51,,,,
2022-07-01,101020,19,,estimated,19636.87,9330.15,44149.8,,,,
2022-07-01,101020,20,,estimated,18830.67,8947.1,42337.22,,,,
2022-07-01,101384,1,,estimated,157188.58,74685.71,353408.94,,,,
2022-07-01,101384,2,,estimated,107448.1,51052.29,241576.82,,,,
2022-07-01,101384,3,,estimated,88815.92,42199.5,199685.87,,,,
2022-07-01,101384,4,,estimated,78916.5,37495.95,177428.89,,,,
2022-07-01,101384,5,,estimated,72127.03,34270.04,162164.05,,,,
2022-07-01,101384,6,,estimated,66127.28,31419.35,148674.75,,,,
2022-07-01,101384,7,,estimated,62011.04,29463.58,139420.15,,,,
2022-07-01,101384,8,,estimated,59471.9,28257.15,133711.38,,,,
2022-07-01,101384,9,,estimated,53935.34,25626.54,121263.46,,,,
2022-07-01,101384,10,,estimated,52414.54,24903.95,117844.23,,,,
2022-07-01,101384,11,,estimated,49792.42,23658.09,111948.87,,,,
2022-07-01,101384,12,,estimated,47220.3,22435.99,106165.96,,,,
2022-07-01,101384,13,,estimated,46359.69,22027.08,104231.03,,,,
2022-07-01,101384,14,,estimated,45229.13,21489.92,101689.18,,,,
2022-07-01,101384,15,,estimated,44403.57,21097.66,99833.06,,,,
2022-07-01,101384,16,,estimated,42399.54,20145.48,95327.39,,,,
2022-07-01,101384,17,,estimated,42032.26,19970.97,94501.62,,,,
2022-07-01,101384,18,,estimated,41555.55,19744.47,93429.83,,,,
2022-07-01,101384,19,,estimated,41125.45,19540.12,92462.83,,,,
2022-07-01,101384,20,,estimated,37872.48,17994.52,85149.14,,,,
2022-07-01,101535,1,,estimated,212238.64,110577.05,477178.62,,,,
2022-07-01,101535,2,,estimated,132425.65,68994.22,297734.15,,,,
2022-07-01,101535,3,,estimated,127561.21,66459.83,286797.36,,,,
2022-07-01,101535,4,,estimated,100964.51,52602.85,226999.68,,,,
2022-07-01,101535,5,,estimated,82029.43,42737.61,184427.73,,,,
2022-07-01,101535,6,,estimated,76279.52,39741.89,171500.13,,,,
2022-07-01,101535,7,,estimated,73370.91,38226.49,164960.68,,,,
2022-07-01,101535,8,,estimated,73370.91,38226.49,164960.68,,,,
2022-07-01,101535,9,,estimated,73370.91,38226.49,164960.68,,,,
2022-07-01,101535,10,,estimated,73370.91,38226.49,164960.68,,,,
2022-07-01,101535,11,,estimated,56758.3,29571.27,127610.34,,,,
2022-07-01,101535,12,,estimated,56758.3,29571.27,127610.34,,,,
2022-07-01,101535,13,,estimated,56758.3,29571.27,127610.34,,,,
2022-07-01,101535,14,,estimated,56343.59,29355.2,126677.95,,,,
2022-07-01,101535,15,,estimated,56343.59,29355.2,126677.95,,,,
2022-07-01,101535,16,,estimated,51792.1,26983.86,116444.79,,,,
2022-07-01,101535,17,,estimated,51100.5,26623.53,114889.85,,,,
2022-07-01,101535,18,,estimated,51100.5,26623.53,114889.85,,,,
2022-07-01,101535,19,,estimated,50963.66,26552.24,114582.19,,,,
2022-07-01,101535,20,,estimated,48885.92,25469.73,109910.79,,,,
2022-07-01,101954,1,,estimated,157188.58,74685.71,353408.94,,,,
2022-07-01,101954,2,,estimated,107448.1,51052.29,241576.82,,,,
2022-07-01,101954,3,,estimated,88815.92,42199.5,199685.87,,,,
2022-07-01,101954,4,,estimated,78916.5,37495.95,177428.89,,,,
2022-07-01,101954,5,,estimated,72127.03,34270.04,162164.05,,,,
2022-07-01,101954,6,,estimated,66127.28,31419.35,148674.75,,,,
2022-07-01,101954,7,,estimated,62011.04,29463.58,139420.15,,,,
2022-07-01,101954,8,,estimated,59471.9,28257.15,133711.38,,,,
2022-07-01,101954,9,,estimated,53935.34,25626.54,121263.46,,,,
