date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2021-08-01,100181,1,,estimated,27217.36,12560.15,61899.7,,,,
2021-08-01,100181,2,,estimated,27217.36,12560.15,61899.7,,,,
2021-08-01,100181,3,,estimated,27217.36,12560.15,61899.7,,,,
2021-08-01,100181,4,,estimated,25608.34,11817.62,58240.34,,,,
2021-08-01,100181,5,,estimated,24978.8,11527.11,56808.61,,,,
2021-08-01,100181,6,,estimated,24978.8,11527.11,56808.61,,,,
2021-08-01,100181,7,,estimated,24978.8,11527.11,56808.61,,,,
2021-08-01,100181,8,,estimated,22829.7,10535.35,51920.95,,,,
2021-08-01,100181,9,,estimated,22829.7,10535.35,51920.95,,,,
2021-08-01,100181,10,,estimated,21178.11,9773.18,48164.79,,,,
2021-08-01,100181,11,,estimated,19101.47,8814.86,43441.94,,,,
2021-08-01,100181,12,,estimated,19101.47,8814.86,43441.94,,,,
2021-08-01,100181,13,,estimated,18430.81,8505.37,41916.69,,,,
2021-08-01,100181,14,,estimated,18430.81,8505.37,41916.69,,,,
2021-08-01,100181,15,,estimated,17501.76,8076.63,39803.77,,,,
2021-08-01,100181,16,,estimated,13766.42,6352.87,31308.6,,,,
2021-08-01,100181,17,,estimated,13766.42,6352.87,31308.6,,,,
2021-08-01,100181,18,,estimated,13766.42,6352.87,31308.6,,,,
2021-08-01,100181,19,,estimated,13766.42,6352.87,31308.6,,,,
2021-08-01,100181,20,,estimated,13766.42,6352.87,31308.6,,,,
2021-08-01,100487,1,,estimated,96061.1,44329.85,218469.11,,,,
2021-08-01,100487,2,,estimated,80152.14,36988.25,182287.8,,,,
2021-08-01,100487,3,,estimated,57581.94,26572.66,130957.02,,,,
2021-08-01,100487,4,,estimated,45200.13,20858.75,102797.41,,,,
2021-08-01,100487,5,,estimated,45200.13,20858.75,102797.41,,,,
2021-08-01,100487,6,,estimated,33272.8,15354.58,75671.41,,,,
2021-08-01,100487,7,,estimated,30632.7,14136.24,69667.11,,,,
2021-08-01,100487,8,,estimated,30632.7,14136.24,69667.11,,,,
2021-08-01,100487,9,,estimated,30632.7,14136.24,69667.11,,,,
2021-08-01,100487,10,,estimated,30632.7,14136.24,69667.11,,,,
2021-08-01,100487,11,,estimated,28225.99,13025.6,64193.59,,,,
2021-08-01,100487,12,,estimated,28225.99,13025.6,64193.59,,,,
2021-08-01,100487,13,,estimated,28225.99,13025.6,64193.59,,,,
2021-08-01,100487,14,,estimated,25481.62,11759.14,57952.14,,,,
2021-08-01,100487,15,,estimated,25481.62,11759.14,57952.14,,,,
2021-08-01,100487,16,,estimated,25481.62,11759.14,57952.14,,,,
2021-08-01,100487,17,,estimated,24037.82,11092.86,54668.54,,,,
