date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2022-12-01,100181,1,,estimated,26437.03,12337.42,57964.92,,,,
2022-12-01,100181,2,,estimated,26437.03,12337.42,57964.92,,,,
2022-12-01,100181,3,,estimated,26437.03,12337.42,57964.92,,,,
2022-12-01,100181,4,,estimated,26437.03,12337.42,57964.92,,,,
2022-12-01,100181,5,,estimated,25533.53,11915.78,55983.94,,,,
2022-12-01,100181,6,,estimated,25533.53,11915.78,55983.94,,,,
2022-12-01,100181,7,,estimated,25533.53,11915.78,55983.94,,,,
2022-12-01,100181,8,,estimated,25220.01,11769.47,55296.52,,,,
2022-12-01,100181,9,,estimated,24340.35,11358.96,53367.82,,,,
2022-12-01,100181,10,,estimated,21414.29,9993.45,46952.23,,,,
2022-12-01,100181,11,,estimated,21414.29,9993.45,46952.23,,,,
2022-12-01,100181,12,,estimated,21414.29,9993.45,46952.23,,,,
2022-12-01,100181,13,,estimated,21414.29,9993.45,46952.23,,,,
2022-12-01,100181,14,,estimated,21414.29,9993.45,46952.23,,,,
2022-12-01,100181,15,,estimated,19992.35,9329.87,43834.54,,,,
2022-12-01,100181,16,,estimated,14062.63,6562.64,30833.25,,,,
2022-12-01,100181,17,,estimated,14062.63,6562.64,30833.25,,,,
2022-12-01,100181,18,,estimated,14062.63,6562.64,30833.25,,,,
2022-12-01,100181,19,,estimated,14062.63,6562.64,30833.25,,,,
2022-12-01,100181,20,,estimated,14062.63,6562.64,30833.25,,,,
2022-12-01,100487,1,,estimated,130662.78,61171.09,286486.74,,,,
2022-12-01,100487,2,,estimated,77770.31,36408.95,170516.53,,,,
2022-12-01,100487,3,,estimated,57365.26,26856.12,125777.11,,,,
2022-12-01,100487,4,,estimated,51828.37,24263.97,113637.11,,,,
2022-12-01,100487,5,,estimated,51381.2,24054.62,112656.65,,,,
2022-12-01,100487,6,,estimated,39116.32,18312.7,85765.1,,,,
2022-12-01,100487,7,,estimated,39116.32,18312.7,85765.1,,,,
2022-12-01,100487,8,,estimated,39116.32,18312.7,85765.1,,,,
2022-12-01,100487,9,,estimated,38311.37,17935.85,84000.19,,,,
2022-12-01,100487,10,,estimated,33440.46,15655.49,73320.41,,,,
2022-12-01,100487,11,,estimated,33440.46,15655.49,73320.41,,,,
2022-12-01,100487,12,,estimated,31788.69,14882.19,69698.79,,,,
2022-12-01,100487,13,,estimated,31788.69,14882.19,69698.79,,,,
2022-12-01,100487,14,,estimated,25797.86,12077.53,56563.51,,,,
2022-12-01,100487,15,,estimated,25797.86,12077.53,56563.51,,,,
2022-12-01,100487,16,,estimated,25797.86,12077.53,56563.51,,,,
2022-12-01,100487,17,,estimated,24815.53,11617.64,54409.68,,,,
2022-12-01,100487,18,,estimated,24815.53,11617.64,54409.68,,,,
2022-12-01,100487,19,,estimated,24815.53,11617.64,54409.68,,,,
2022-12-01,100487,20,,estimated,24815.53,11617.64,54409.68,,,,
2022-12-01,100992,1,,estimated,612132.4,289060.66,900850.79,,,,
2022-12-01,100992,2,,estimated,358745.07,169406.3,527950.78,,,,
2022-12-01,100992,3,,estimated,225892.73,106670.88,332437.3,,,,
2022-12-01,100992,4,,estimated,184209.87,86987.43,271094.3,,,,
2022-12-01,100992,5,,estimated,148518.5,70133.28,218568.73,,,,
2022-12-01,100992,6,,estimated,137407.93,64886.66,202217.76,,,,
2022-12-01,100992,7,,estimated,113368.46,53534.76,166839.83,,,,
2022-12-01,100992,8,,estimated,113368.46,53534.76,166839.83,,,,
2022-12-01,100992,9,,estimated,83319.92,39345.26,122618.59,,,,
2022-12-01,100992,10,,estimated,63102.66,29798.28,92865.66,,,,
2022-12-01,100992,11,,estimated,63102.66,29798.28,92865.66,,,,
2022-12-01,100992,12,,estimated,60764.48,28694.15,89424.65,,,,
2022-12-01,100992,13,,estimated,42256.54,19954.35,62187.27,,,,
2022-12-01,100992,14,,estimated,42256.54,19954.35,62187.27,,,,
2022-12-01,100992,15,,estimated,42256.54,19954.35,62187.27,,,,
2022-12-01,100992,16,,estimated,35684.54,16850.92,52515.51,,,,
2022-12-01,100992,17,,estimated,30831.61,14559.28,45373.64,,,,
2022-12-01,100992,18,,estimated,28271.01,13350.11,41605.31,,,,
2022-12-01,100992,19,,estimated,28271.01,13350.11,41605.31,,,,
2022-12-01,100992,20,,estimated,28271.01,13350.11,41605.31,,,,
2022-12-01,101020,1,,estimated,302985.66,146149.17,664316.0,,,,
2022-12-01,101020,2,,estimated,210342.52,101461.52,461189.81,,,,
2022-12-01,101020,3,,estimated,147433.0,71116.28,323256.56,,,,
2022-12-01,101020,4,,estimated,138137.48,66632.45,302875.52,,,,
2022-12-01,101020,5,,estimated,87241.87,42082.28,191283.54,,,,
2022-12-01,101020,6,,estimated,63189.48,30480.29,138547.1,,,,
2022-12-01,101020,7,,estimated,43208.86,20842.37,94738.27,,,,
2022-12-01,101020,8,,estimated,37244.59,17965.42,81661.21,,,,
2022-12-01,101020,9,,estimated,37244.59,17965.42,81661.21,,,,
2022-12-01,101020,10,,estimated,37244.59,17965.42,81661.21,,,,
2022-12-01,101020,11,,estimated,37244.59,17965.42,81661.21,,,,
2022-12-01,101020,12,,estimated,37244.59,17965.42,81661.21,,,,
2022-12-01,101020,13,,estimated,32107.89,15487.67,70398.67,,,,
2022-12-01,101020,14,,estimated,27449.55,13240.66,60184.95,,,,
2022-12-01,101020,15,,estimated,23637.32,11401.78,51826.39,,,,
2022-12-01,101020,16,,estimated,20836.3,10050.67,45684.95,,,,
2022-12-01,101020,17,,estimated,20836.3,10050.67,45684.95,,,,
2022-12-01,101020,18,,estimated,20836.3,10050.67,45684.95,,,,
2022-12-01,101020,19,,estimated,18260.32,8808.11,40036.95,,,,
2022-12-01,101020,20,,estimated,17632.26,8505.15,38659.88,,,,
2022-12-01,101384,1,,estimated,64280.41,29997.86,140939.02,,,,
2022-12-01,101384,2,,estimated,64280.41,29997.86,140939.02,,,,
2022-12-01,101384,3,,estimated,59087.29,27574.38,129552.78,,,,
2022-12-01,101384,4,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,5,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,6,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,7,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,8,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,9,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,10,,estimated,56490.24,26362.41,123858.57,,,,
2022-12-01,101384,11,,estimated,56443.81,26340.74,123756.76,,,,
2022-12-01,101384,12,,estimated,56443.81,26340.74,123756.76,,,,
2022-12-01,101384,13,,estimated,56443.81,26340.74,123756.76,,,,
2022-12-01,101384,14,,estimated,56220.71,26236.63,123267.62,,,,
2022-12-01,101384,15,,estimated,55985.23,26126.74,122751.3,,,,
2022-12-01,101384,16,,estimated,55985.23,26126.74,122751.3,,,,
2022-12-01,101384,17,,estimated,55581.19,25938.18,121865.41,,,,
2022-12-01,101384,18,,estimated,55581.19,25938.18,121865.41,,,,
2022-12-01,101384,19,,estimated,55581.19,25938.18,121865.41,,,,
2022-12-01,101384,20,,estimated,55101.61,25714.38,120813.91,,,,
2022-12-01,101535,1,,estimated,320243.82,164127.11,702155.64,,,,
2022-12-01,101535,2,,estimated,208489.36,106852.2,457126.64,,,,
2022-12-01,101535,3,,estimated,190269.34,97514.31,417178.05,,,,
