date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2021-06-01,100181,1,,estimated,25977.95,11988.19,59080.94,,,,
2021-06-01,100181,2,,estimated,25977.95,11988.19,59080.94,,,,
2021-06-01,100181,3,,estimated,25977.95,11988.19,59080.94,,,,
2021-06-01,100181,4,,estimated,23863.95,11012.63,54273.12,,,,
2021-06-01,100181,5,,estimated,21449.33,9898.34,48781.62,,,,
2021-06-01,100181,6,,estimated,21449.33,9898.34,48781.62,,,,
2021-06-01,100181,7,,estimated,21449.33,9898.34,48781.62,,,,
2021-06-01,100181,8,,estimated,17847.71,8236.28,40590.55,,,,
2021-06-01,100181,9,,estimated,17847.71,8236.28,40590.55,,,,
2021-06-01,100181,10,,estimated,17071.42,7878.04,38825.06,,,,
2021-06-01,100181,11,,estimated,15448.96,7129.31,35135.13,,,,
2021-06-01,100181,12,,estimated,15448.96,7129.31,35135.13,,,,
2021-06-01,100181,13,,estimated,14766.02,6814.16,33581.95,,,,
2021-06-01,100181,14,,estimated,14766.02,6814.16,33581.95,,,,
2021-06-01,100181,15,,estimated,14326.71,6611.43,32582.84,,,,
2021-06-01,100181,16,,estimated,11445.15,5281.65,26029.38,,,,
2021-06-01,100181,17,,estimated,11445.15,5281.65,26029.38,,,,
2021-06-01,100181,18,,estimated,11445.15,5281.65,26029.38,,,,
2021-06-01,100181,19,,estimated,11445.15,5281.65,26029.38,,,,
2021-06-01,100181,20,,estimated,11445.15,5281.65,26029.38,,,,
2021-06-01,100487,1,,estimated,71668.65,33073.33,162994.03,,,,
2021-06-01,100487,2,,estimated,49917.37,23035.64,113525.7,,,,
2021-06-01,100487,3,,estimated,40715.68,18789.29,92598.54,,,,
2021-06-01,100487,4,,estimated,35046.17,16172.95,79704.55,,,,
2021-06-01,100487,5,,estimated,35046.17,16172.95,79704.55,,,,
2021-06-01,100487,6,,estimated,28752.83,13268.73,65391.78,,,,
2021-06-01,100487,7,,estimated,27766.47,12813.55,63148.52,,,,
2021-06-01,100487,8,,estimated,27741.3,12801.93,63091.29,,,,
2021-06-01,100487,9,,estimated,26641.7,12294.49,60590.48,,,,
2021-06-01,100487,10,,estimated,26641.7,12294.49,60590.48,,,,
2021-06-01,100487,11,,estimated,24518.08,11314.49,55760.79,,,,
2021-06-01,100487,12,,estimated,24518.08,11314.49,55760.79,,,,
2021-06-01,100487,13,,estimated,24518.08,11314.49,55760.79,,,,
2021-06-01,100487,14,,estimated,19898.68,9182.75,45255.02,,,,
2021-06-01,100487,15,,estimated,19898.68,9182.75,45255.02,,,,
2021-06-01,100487,16,,estimated,19898.68,9182.75,45255.02,,,,
2021-06-01,100487,17,,estimated,18886.97,8715.87,42954.11,,,,
2021-06-01,100487,18,,estimated,18886.97,8715.87,42954.11,,,,
2021-06-01,100487,19,,estimated,18886.97,8715.87,42954.11,,,,
2021-06-01,100487,20,,estimated,18886.97,8715.87,42954.11,,,,
2021-06-01,100992,1,,estimated,398143.08,202839.96,661309.72,,,,
2021-06-01,100992,2,,estimated,174925.1,89118.21,290547.98,,,,
2021-06-01,100992,3,,estimated,74120.83,37761.97,123113.59,,,,
2021-06-01,100992,4,,estimated,74120.83,37761.97,123113.59,,,,
2021-06-01,100992,5,,estimated,74120.83,37761.97,123113.59,,,,
2021-06-01,100992,6,,estimated,59773.11,30452.3,99282.24,,,,
2021-06-01,100992,7,,estimated,48705.03,24813.51,80898.32,,,,
2021-06-01,100992,8,,estimated,48705.03,24813.51,80898.32,,,,
2021-06-01,100992,9,,estimated,34899.06,17779.85,57966.82,,,,
2021-06-01,100992,10,,estimated,33475.07,17054.38,55601.59,,,,
2021-06-01,100992,11,,estimated,31097.89,15843.28,51653.12,,,,
2021-06-01,100992,12,,estimated,30959.7,15772.88,51423.6,,,,
2021-06-01,100992,13,,estimated,29166.4,14859.26,48444.96,,,,
2021-06-01,100992,14,,estimated,29166.4,14859.26,48444.96,,,,
2021-06-01,100992,15,,estimated,29166.4,14859.26,48444.96,,,,
2021-06-01,100992,16,,estimated,20658.01,10524.54,34312.65,,,,
2021-06-01,100992,17,,estimated,20658.01,10524.54,34312.65,,,,
2021-06-01,100992,18,,estimated,20658.01,10524.54,34312.65,,,,
2021-06-01,100992,19,,estimated,20658.01,10524.54,34312.65,,,,
2021-06-01,100992,20,,estimated,20658.01,10524.54,34312.65,,,,
2021-06-01,101020,1,,estimated,151461.43,74767.13,344464.55,,,,
2021-06-01,101020,2,,estimated,53447.74,26383.84,121554.72,,,,
2021-06-01,101020,3,,estimated,42612.52,21035.16,96912.48,,,,
2021-06-01,101020,4,,estimated,42612.52,21035.16,96912.48,,,,
2021-06-01,101020,5,,estimated,28723.74,14179.13,65325.61,,,,
2021-06-01,101020,6,,estimated,28723.74,14179.13,65325.61,,,,
2021-06-01,101020,7,,estimated,28723.74,14179.13,65325.61,,,,
2021-06-01,101020,8,,estimated,25076.6,12378.77,57031.03,,,,
2021-06-01,101020,9,,estimated,25076.6,12378.77,57031.03,,,,
2021-06-01,101020,10,,estimated,25076.6,12378.77,57031.03,,,,
2021-06-01,101020,11,,estimated,25076.6,12378.77,57031.03,,,,
2021-06-01,101020,12,,estimated,25076.6,12378.77,57031.03,,,,
2021-06-01,101020,13,,estimated,22830.86,11270.18,51923.6,,,,
2021-06-01,101020,14,,estimated,18355.33,9060.89,41745.03,,,,
2021-06-01,101020,15,,estimated,15724.52,7762.22,35761.85,,,,
2021-06-01,101020,16,,estimated,15491.57,7647.23,35232.05,,,,
2021-06-01,101020,17,,estimated,15491.57,7647.23,35232.05,,,,
2021-06-01,101020,18,,estimated,15491.57,7647.23,35232.05,,,,
2021-06-01,101020,19,,estimated,15118.53,7463.08,34383.66,,,,
2021-06-01,101020,20,,estimated,14311.98,7064.94,32549.35,,,,
2021-06-01,101384,1,,estimated,28053.86,12946.17,63802.13,,,,
2021-06-01,101384,2,,estimated,25314.02,11681.8,57570.98,,,,
2021-06-01,101384,3,,estimated,24455.3,11285.52,55618.02,,,,
2021-06-01,101384,4,,estimated,23450.73,10821.94,53333.35,,,,
2021-06-01,101384,5,,estimated,23352.43,10776.58,53109.8,,,,
2021-06-01,101384,6,,estimated,23352.43,10776.58,53109.8,,,,
2021-06-01,101384,7,,estimated,23352.43,10776.58,53109.8,,,,
2021-06-01,101384,8,,estimated,22974.23,10602.04,52249.66,,,,
2021-06-01,101384,9,,estimated,22974.23,10602.04,52249.66,,,,
2021-06-01,101384,10,,estimated,22974.23,10602.04,52249.66,,,,
2021-06-01,101384,11,,estimated,21899.63,10106.14,49805.72,,,,
2021-06-01,101384,12,,estimated,21899.63,10106.14,49805.72,,,,
2021-06-01,101384,13,,estimated,21750.12,10037.15,49465.7,,,,
2021-06-01,101384,14,,estimated,21750.12,10037.15,49465.7,,,,
2021-06-01,101384,15,,estimated,21750.12,10037.15,49465.7,,,,
2021-06-01,101384,16,,estimated,20528.34,9473.33,46687.04,,,,
2021-06-01,101384,17,,estimated,20164.48,9305.41,45859.51,,,,
2021-06-01,101384,18,,estimated,20164.48,9305.41,45859.51,,,,
2021-06-01,101384,19,,estimated,20164.48,9305.41,45859.51,,,,
2021-06-01,101384,20,,estimated,20164.48,9305.41,45859.51,,,,
2021-06-01,101535,1,,estimated,369416.27,194232.93,840153.25,,,,
2021-06-01,101535,2,,estimated,123539.71,64955.13,280962.97,,,,
2021-06-01,101535,3,,estimated,120548.62,63382.46,274160.42,,,,
2021-06-01,101535,4,,estimated,110781.27,58246.95,251946.79,,,,
2021-06-01,101535,5,,estimated,91177.95,47939.85,207363.49,,,,
2021-06-01,101535,6,,estimated,83990.28,44160.69,191016.77,,,,
2021-06-01,101535,7,,estimated,83990.28,44160.69,191016.77,,,,
2021-06-01,101535,8,,estimated,78478.68,41262.78,178481.9,,,,
2021-06-01,101535,9,,estimated,78478.68,41262.78,178481.9,,,,
2021-06-01,101535,10,,estimated,78478.68,41262.78,178481.9,,,,
