date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2024-06-01,100181,1,,estimated,26491.16,12586.86,59560.39,,,,
2024-06-01,100181,2,,estimated,26491.16,12586.86,59560.39,,,,
2024-06-01,100181,3,,estimated,26491.16,12586.86,59560.39,,,,
2024-06-01,100181,4,,estimated,26491.16,12586.86,59560.39,,,,
2024-06-01,100181,5,,estimated,25060.53,11907.12,56343.88,,,,
2024-06-01,100181,6,,estimated,25060.53,11907.12,56343.88,,,,
2024-06-01,100181,7,,estimated,25060.53,11907.12,56343.88,,,,
2024-06-01,100181,8,,estimated,22855.36,10859.37,51385.97,,,,
2024-06-01,100181,9,,estimated,21289.67,10115.45,47865.81,,,,
2024-06-01,100181,10,,estimated,19926.38,9467.71,44800.72,,,,
2024-06-01,100181,11,,estimated,18917.81,8988.5,42533.13,,,,
2024-06-01,100181,12,,estimated,18917.81,8988.5,42533.13,,,,
2024-06-01,100181,13,,estimated,18900.46,8980.26,42494.12,,,,
2024-06-01,100181,14,,estimated,18900.46,8980.26,42494.12,,,,
2024-06-01,100181,15,,estimated,18718.49,8893.8,42085.01,,,,
2024-06-01,100181,16,,estimated,17302.51,8221.02,38901.44,,,,
2024-06-01,100181,17,,estimated,17302.51,8221.02,38901.44,,,,
2024-06-01,100181,18,,estimated,16880.22,8020.37,37951.99,,,,
2024-06-01,100181,19,,estimated,16880.22,8020.37,37951.99,,,,
2024-06-01,100181,20,,estimated,16880.22,8020.37,37951.99,,,,
2024-06-01,100487,1,,estimated,117811.24,55976.18,264876.39,,,,
2024-06-01,100487,2,,estimated,82833.36,39356.98,186235.21,,,,
2024-06-01,100487,3,,estimated,67080.64,31872.32,150818.19,,,,
2024-06-01,100487,4,,estimated,58295.92,27698.4,131067.4,,,,
2024-06-01,100487,5,,estimated,58295.92,27698.4,131067.4,,,,
2024-06-01,100487,6,,estimated,49246.6,23398.75,110721.71,,,,
2024-06-01,100487,7,,estimated,49246.6,23398.75,110721.71,,,,
2024-06-01,100487,8,,estimated,49246.6,23398.75,110721.71,,,,
2024-06-01,100487,9,,estimated,48223.79,22912.78,108422.1,,,,
2024-06-01,100487,10,,estimated,43768.02,20795.7,98404.16,,,,
2024-06-01,100487,11,,estimated,43768.02,20795.7,98404.16,,,,
2024-06-01,100487,12,,estimated,41442.59,19690.8,93175.87,,,,
2024-06-01,100487,13,,estimated,41442.59,19690.8,93175.87,,,,
2024-06-01,100487,14,,estimated,37660.49,17893.79,84672.51,,,,
2024-06-01,100487,15,,estimated,37660.49,17893.79,84672.51,,,,
