date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2022-08-01,100181,1,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,2,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,3,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,4,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,5,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,6,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,7,,estimated,26386.33,12680.77,59175.68,,,,
2022-08-01,100181,8,,estimated,23984.01,11526.26,53788.08,,,,
2022-08-01,100181,9,,estimated,22268.44,10701.78,49940.62,,,,
2022-08-01,100181,10,,estimated,20508.32,9855.9,45993.26,,,,
2022-08-01,100181,11,,estimated,18794.29,9032.18,42149.29,,,,
2022-08-01,100181,12,,estimated,18794.29,9032.18,42149.29,,,,
2022-08-01,100181,13,,estimated,18794.29,9032.18,42149.29,,,,
2022-08-01,100181,14,,estimated,18794.29,9032.18,42149.29,,,,
2022-08-01,100181,15,,estimated,18794.29,9032.18,42149.29,,,,
2022-08-01,100181,16,,estimated,15565.11,7480.29,34907.3,,,,
2022-08-01,100181,17,,estimated,15565.11,7480.29,34907.3,,,,
2022-08-01,100181,18,,estimated,15565.11,7480.29,34907.3,,,,
2022-08-01,100181,19,,estimated,15565.11,7480.29,34907.3,,,,
2022-08-01,100181,20,,estimated,15565.11,7480.29,34907.3,,,,
2022-08-01,100487,1,,estimated,127418.65,61234.96,285757.21,,,,
2022-08-01,100487,2,,estimated,77358.31,37176.92,173488.69,,,,
2022-08-01,100487,3,,estimated,58290.86,28013.47,130726.8,,,,
2022-08-01,100487,4,,estimated,50851.66,24438.33,114043.18,,,,
2022-08-01,100487,5,,estimated,50851.66,24438.33,114043.18,,,,
2022-08-01,100487,6,,estimated,39120.59,18800.61,87734.33,,,,
2022-08-01,100487,7,,estimated,39120.59,18800.61,87734.33,,,,
2022-08-01,100487,8,,estimated,39120.59,18800.61,87734.33,,,,
2022-08-01,100487,9,,estimated,38315.55,18413.72,85928.9,,,,
2022-08-01,100487,10,,estimated,32652.96,15692.39,73229.61,,,,
2022-08-01,100487,11,,estimated,32652.96,15692.39,73229.61,,,,
2022-08-01,100487,12,,estimated,31174.47,14981.85,69913.85,,,,
2022-08-01,100487,13,,estimated,31174.47,14981.85,69913.85,,,,
2022-08-01,100487,14,,estimated,25495.92,12252.85,57178.77,,,,
2022-08-01,100487,15,,estimated,25495.92,12252.85,57178.77,,,,
2022-08-01,100487,16,,estimated,25495.92,12252.85,57178.77,,,,
2022-08-01,100487,17,,estimated,23691.4,11385.63,53131.84,,,,
2022-08-01,100487,18,,estimated,23691.4,11385.63,53131.84,,,,
2022-08-01,100487,19,,estimated,23571.76,11328.14,52863.54,,,,
2022-08-01,100487,20,,estimated,22770.87,10943.25,51067.42,,,,
2022-08-01,100992,1,,estimated,729097.36,378361.12,1335451.43,,,,
2022-08-01,100992,2,,estimated,429605.15,222941.26,786886.42,,,,
2022-08-01,100992,3,,estimated,250816.47,130159.85,459408.08,,,,
2022-08-01,100992,4,,estimated,225824.91,117190.61,413632.28,,,,
2022-08-01,100992,5,,estimated,197433.96,102457.28,361629.99,,,,
2022-08-01,100992,6,,estimated,163191.37,84687.28,298909.54,,,,
2022-08-01,100992,7,,estimated,136866.51,71026.13,250691.59,,,,
