date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2024-07-01,100181,1,,estimated,26776.32,12495.76,58708.85,,,,
2024-07-01,100181,2,,estimated,26776.32,12495.76,58708.85,,,,
2024-07-01,100181,3,,estimated,26776.32,12495.76,58708.85,,,,
2024-07-01,100181,4,,estimated,26776.32,12495.76,58708.85,,,,
2024-07-01,100181,5,,estimated,23961.21,11182.03,52536.54,,,,
2024-07-01,100181,6,,estimated,23961.21,11182.03,52536.54,,,,
2024-07-01,100181,7,,estimated,23961.21,11182.03,52536.54,,,,
2024-07-01,100181,8,,estimated,19931.66,9301.55,43701.47,,,,
2024-07-01,100181,9,,estimated,17925.54,8365.35,39302.94,,,,
2024-07-01,100181,10,,estimated,16847.89,7862.44,36940.11,,,,
2024-07-01,100181,11,,estimated,15088.87,7041.55,33083.35,,,,
2024-07-01,100181,12,,estimated,15088.87,7041.55,33083.35,,,,
2024-07-01,100181,13,,estimated,15088.87,7041.55,33083.35,,,,
2024-07-01,100181,14,,estimated,15088.87,7041.55,33083.35,,,,
2024-07-01,100181,15,,estimated,15088.87,7041.55,33083.35,,,,
2024-07-01,100181,16,,estimated,13780.83,6431.13,30215.39,,,,
2024-07-01,100181,17,,estimated,13780.83,6431.13,30215.39,,,,
2024-07-01,100181,18,,estimated,13331.46,6221.42,29230.11,,,,
2024-07-01,100181,19,,estimated,13331.46,6221.42,29230.11,,,,
2024-07-01,100181,20,,estimated,13331.46,6221.42,29230.11,,,,
2024-07-01,100487,1,,estimated,127358.4,59624.11,279241.67,,,,
2024-07-01,100487,2,,estimated,81214.15,38021.22,178067.37,,,,
2024-07-01,100487,3,,estimated,63834.33,29884.68,139960.97,,,,
2024-07-01,100487,4,,estimated,53761.24,25168.87,117875.06,,,,
2024-07-01,100487,5,,estimated,53761.24,25168.87,117875.06,,,,
2024-07-01,100487,6,,estimated,39299.14,18398.29,86165.95,,,,
2024-07-01,100487,7,,estimated,39299.14,18398.29,86165.95,,,,
2024-07-01,100487,8,,estimated,39299.14,18398.29,86165.95,,,,
2024-07-01,100487,9,,estimated,38490.43,18019.68,84392.79,,,,
2024-07-01,100487,10,,estimated,33849.55,15847.01,74217.36,,,,
2024-07-01,100487,11,,estimated,33849.55,15847.01,74217.36,,,,
2024-07-01,100487,12,,estimated,31023.28,14523.86,68020.58,,,,
2024-07-01,100487,13,,estimated,31023.28,14523.86,68020.58,,,,
2024-07-01,100487,14,,estimated,26376.22,12348.29,57831.6,,,,
2024-07-01,100487,15,,estimated,26376.22,12348.29,57831.6,,,,
2024-07-01,100487,16,,estimated,26376.22,12348.29,57831.6,,,,
2024-07-01,100487,17,,estimated,24509.32,11474.28,53738.29,,,,
2024-07-01,100487,18,,estimated,24509.32,11474.28,53738.29,,,,
2024-07-01,100487,19,,estimated,22503.73,10535.35,49340.9,,,,
2024-07-01,100487,20,,estimated,22503.73,10535.35,49340.9,,,,
2024-07-01,100992,1,,estimated,811836.76,383364.88,1194747.71,,,,
2024-07-01,100992,2,,estimated,435073.53,205450.06,640280.33,,,,
2024-07-01,100992,3,,estimated,238266.94,112514.22,350647.94,,,,
2024-07-01,100992,4,,estimated,194757.34,91968.15,286616.59,,,,
2024-07-01,100992,5,,estimated,176452.02,83324.03,259677.39,,,,
2024-07-01,100992,6,,estimated,154242.71,72836.37,226992.84,,,,
2024-07-01,100992,7,,estimated,135937.11,64192.11,200053.21,,,,
2024-07-01,100992,8,,estimated,135937.11,64192.11,200053.21,,,,
2024-07-01,100992,9,,estimated,95483.25,45089.02,140518.88,,,,
2024-07-01,100992,10,,estimated,71622.48,33821.51,105403.94,,,,
2024-07-01,100992,11,,estimated,71622.48,33821.51,105403.94,,,,
2024-07-01,100992,12,,estimated,71622.48,33821.51,105403.94,,,,
2024-07-01,100992,13,,estimated,50880.5,24026.75,74878.8,,,,
2024-07-01,100992,14,,estimated,50880.5,24026.75,74878.8,,,,
2024-07-01,100992,15,,estimated,50880.5,24026.75,74878.8,,,,
2024-07-01,100992,16,,estimated,42152.53,19905.23,62034.2,,,,
2024-07-01,100992,17,,estimated,36174.86,17082.46,53237.09,,,,
2024-07-01,100992,18,,estimated,36174.86,17082.46,53237.09,,,,
2024-07-01,100992,19,,estimated,36174.86,17082.46,53237.09,,,,
2024-07-01,100992,20,,estimated,36174.86,17082.46,53237.09,,,,
2024-07-01,101020,1,,estimated,333679.87,160954.93,731615.06,,,,
2024-07-01,101020,2,,estimated,173832.95,83850.64,381140.18,,,,
2024-07-01,101020,3,,estimated,122521.97,59100.1,268637.48,,,,
2024-07-01,101020,4,,estimated,99123.62,47813.6,217335.07,,,,
2024-07-01,101020,5,,estimated,75606.82,36469.96,165772.92,,,,
2024-07-01,101020,6,,estimated,58819.98,28372.6,128966.67,,,,
2024-07-01,101020,7,,estimated,41940.79,20230.7,91957.95,,,,
2024-07-01,101020,8,,estimated,38591.04,18614.9,84613.39,,,,
2024-07-01,101020,9,,estimated,37494.86,18086.15,82209.95,,,,
2024-07-01,101020,10,,estimated,35166.77,16963.16,77105.45,,,,
2024-07-01,101020,11,,estimated,35166.77,16963.16,77105.45,,,,
2024-07-01,101020,12,,estimated,35166.77,16963.16,77105.45,,,,
2024-07-01,101020,13,,estimated,29527.51,14242.99,64741.02,,,,
2024-07-01,101020,14,,estimated,22462.41,10835.04,49250.32,,,,
2024-07-01,101020,15,,estimated,19107.0,9216.51,41893.34,,,,
2024-07-01,101020,16,,estimated,19061.25,9194.45,41793.04,,,,
2024-07-01,101020,17,,estimated,19061.25,9194.45,41793.04,,,,
2024-07-01,101020,18,,estimated,19061.25,9194.45,41793.04,,,,
2024-07-01,101020,19,,estimated,16688.07,8049.71,36589.69,,,,
2024-07-01,101020,20,,estimated,16302.02,7863.5,35743.26,,,,
2024-07-01,101384,1,,estimated,68791.14,32102.9,150829.11,,,,
2024-07-01,101384,2,,estimated,68791.14,32102.9,150829.11,,,,
2024-07-01,101384,3,,estimated,62080.79,28971.37,136116.22,,,,
2024-07-01,101384,4,,estimated,56471.18,26353.52,123816.78,,,,
2024-07-01,101384,5,,estimated,56471.18,26353.52,123816.78,,,,
2024-07-01,101384,6,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,7,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,8,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,9,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,10,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,11,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,12,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,13,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,14,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,15,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,16,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,17,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,18,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,19,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101384,20,,estimated,53529.62,24980.78,117367.22,,,,
2024-07-01,101535,1,,estimated,364196.91,186653.36,798525.68,,,,
2024-07-01,101535,2,,estimated,146817.37,75244.89,321906.76,,,,
2024-07-01,101535,3,,estimated,139503.84,71496.65,305871.35,,,,
2024-07-01,101535,4,,estimated,109060.2,55894.08,239121.67,,,,
2024-07-01,101535,5,,estimated,82550.4,42307.64,180997.19,,,,
2024-07-01,101535,6,,estimated,75374.77,38630.08,165264.15,,,,
2024-07-01,101535,7,,estimated,66059.28,33855.82,144839.31,,,,
2024-07-01,101535,8,,estimated,66059.28,33855.82,144839.31,,,,
2024-07-01,101535,9,,estimated,66059.28,33855.82,144839.31,,,,
2024-07-01,101535,10,,estimated,64628.89,33122.74,141703.1,,,,
2024-07-01,101535,11,,estimated,44151.53,22627.96,96805.14,,,,
2024-07-01,101535,12,,estimated,44151.53,22627.96,96805.14,,,,
2024-07-01,101535,13,,estimated,44151.53,22627.96,96805.14,,,,
2024-07-01,101535,14,,estimated,40593.54,20804.46,89004.02,,,,
2024-07-01,101535,15,,estimated,40593.54,20804.46,89004.02,,,,
2024-07-01,101535,16,,estimated,34757.69,17813.55,76208.52,,,,
2024-07-01,101535,17,,estimated,33116.11,16972.23,72609.25,,,,
2024-07-01,101535,18,,estimated,33116.11,16972.23,72609.25,,,,
2024-07-01,101535,19,,estimated,33085.5,16956.54,72542.15,,,,
2024-07-01,101535,20,,estimated,33085.5,16956.54,72542.15,,,,
2024-07-01,101954,1,,estimated,68791.14,32102.9,150829.11,,,,
2024-07-01,101954,2,,estimated,68791.14,32102.9,150829.11,,,,
2024-07-01,101954,3,,estimated,62080.79,28971.37,136116.22,,,,
2024-07-01,101954,4,,estimated,56471.18,26353.52,123816.78,,,,
2024-07-01,101954,5,,estimated,56471.18,26353.52,123816.78,,,,
