date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2020-12-01,100181,1,,estimated,61995.46,,,,
2020-12-01,100181,2,,estimated,38699.4,,,,
2020-12-01,100181,3,,estimated,32488.03,,,,
2020-12-01,100181,4,,estimated,26494.48,,,,
2020-12-01,100181,5,,estimated,23461.92,,,,
2020-12-01,100181,6,,estimated,20639.22,,,,
2020-12-01,100181,7,,estimated,18920.73,,,,
2020-12-01,100181,8,,estimated,17499.61,,,,
2020-12-01,100181,9,,estimated,15505.02,,,,
2020-12-01,100181,10,,estimated,15505.02,,,,
2020-12-01,100181,11,,estimated,14974.06,,,,
2020-12-01,100181,12,,estimated,14974.06,,,,
2020-12-01,100181,13,,estimated,14974.06,,,,
2020-12-01,100181,14,,estimated,14974.06,,,,
2020-12-01,100181,15,,estimated,14974.06,,,,
2020-12-01,100181,16,,estimated,14974.06,,,,
2020-12-01,100181,17,,estimated,14974.06,,,,
2020-12-01,100181,18,,estimated,14974.06,,,,
2020-12-01,100181,19,,estimated,14974.06,,,,
2020-12-01,100181,20,,estimated,14974.06,,,,
2020-12-01,100487,1,,estimated,84234.29,,,,
2020-12-01,100487,2,,estimated,51993.51,,,,
2020-12-01,100487,3,,estimated,43648.44,,,,
2020-12-01,100487,4,,estimated,35596.02,,,,
2020-12-01,100487,5,,estimated,31521.74,,,,
2020-12-01,100487,6,,estimated,27729.41,,,,
2020-12-01,100487,7,,estimated,25420.59,,,,
2020-12-01,100487,8,,estimated,24376.68,,,,
2020-12-01,100487,9,,estimated,21598.29,,,,
2020-12-01,100487,10,,estimated,21598.29,,,,
2020-12-01,100487,11,,estimated,20858.69,,,,
2020-12-01,100487,12,,estimated,20858.69,,,,
2020-12-01,100487,13,,estimated,20858.69,,,,
2020-12-01,100487,14,,estimated,20858.69,,,,
2020-12-01,100487,15,,estimated,20858.69,,,,
2020-12-01,100487,16,,estimated,20587.98,,,,
2020-12-01,100487,17,,estimated,20511.98,,,,
2020-12-01,100487,18,,estimated,20511.98,,,,
2020-12-01,100487,19,,estimated,20511.98,,,,
2020-12-01,100487,20,,estimated,20511.98,,,,
2020-12-01,100992,1,,estimated,168893.26,,,,
2020-12-01,100992,2,,estimated,106454.49,,,,
2020-12-01,100992,3,,estimated,79356.23,,,,
2020-12-01,100992,4,,estimated,64716.47,,,,
2020-12-01,100992,5,,estimated,57309.19,,,,
2020-12-01,100992,6,,estimated,50414.51,,,,
2020-12-01,100992,7,,estimated,46216.94,,,,
2020-12-01,100992,8,,estimated,44319.04,,,,
2020-12-01,100992,9,,estimated,39267.77,,,,
2020-12-01,100992,10,,estimated,35286.88,,,,
2020-12-01,100992,11,,estimated,31153.69,,,,
2020-12-01,100992,12,,estimated,30211.85,,,,
2020-12-01,100992,13,,estimated,28411.89,,,,
2020-12-01,100992,14,,estimated,25949.85,,,,
2020-12-01,100992,15,,estimated,24776.51,,,,
2020-12-01,100992,16,,estimated,23483.93,,,,
2020-12-01,100992,17,,estimated,23397.24,,,,
2020-12-01,100992,18,,estimated,22717.35,,,,
2020-12-01,100992,19,,estimated,21445.44,,,,
2020-12-01,100992,20,,estimated,21003.14,,,,
2020-12-01,101020,1,,estimated,116534.29,,,,
2020-12-01,101020,2,,estimated,77893.1,,,,
2020-12-01,101020,3,,estimated,61122.02,,,,
2020-12-01,101020,4,,estimated,49846.1,,,,
2020-12-01,101020,5,,estimated,38223.94,,,,
2020-12-01,101020,6,,estimated,33625.3,,,,
2020-12-01,101020,7,,estimated,30825.59,,,,
2020-12-01,101020,8,,estimated,29559.72,,,,
2020-12-01,101020,9,,estimated,25836.86,,,,
2020-12-01,101020,10,,estimated,25275.79,,,,
2020-12-01,101020,11,,estimated,23389.22,,,,
2020-12-01,101020,12,,estimated,23389.22,,,,
2020-12-01,101020,13,,estimated,22633.88,,,,
2020-12-01,101020,14,,estimated,21378.69,,,,
2020-12-01,101020,15,,estimated,20349.02,,,,
2020-12-01,101020,16,,estimated,19595.36,,,,
2020-12-01,101020,17,,estimated,19523.02,,,,
2020-12-01,101020,18,,estimated,19523.02,,,,
2020-12-01,101020,19,,estimated,19360.68,,,,
2020-12-01,101020,20,,estimated,19121.34,,,,
2020-12-01,101535,1,,estimated,120529.86,,,,
2020-12-01,101535,2,,estimated,91090.64,,,,
2020-12-01,101535,3,,estimated,78873.77,,,,
2020-12-01,101535,4,,estimated,64323.02,,,,
2020-12-01,101535,5,,estimated,56960.77,,,,
2020-12-01,101535,6,,estimated,50108.01,,,,
2020-12-01,101535,7,,estimated,45935.96,,,,
2020-12-01,101535,8,,estimated,45127.15,,,,
2020-12-01,101535,9,,estimated,42485.83,,,,
2020-12-01,101535,10,,estimated,41563.22,,,,
2020-12-01,101535,11,,estimated,38461.02,,,,
2020-12-01,101535,12,,estimated,38461.02,,,,
2020-12-01,101535,13,,estimated,38014.73,,,,
2020-12-01,101535,14,,estimated,35906.6,,,,
2020-12-01,101535,15,,estimated,35906.6,,,,
2020-12-01,101535,16,,estimated,35442.51,,,,
2020-12-01,101535,17,,estimated,35311.68,,,,
2020-12-01,101535,18,,estimated,33508.44,,,,
2020-12-01,101535,19,,estimated,32344.5,,,,
2020-12-01,101535,20,,estimated,30187.48,,,,
2020-12-01,110365,1,,estimated,89969.47,,,,
2020-12-01,110365,2,,estimated,66256.82,,,,
2020-12-01,110365,3,,estimated,57370.57,,,,
2020-12-01,110365,4,,estimated,46786.71,,,,
2020-12-01,110365,5,,estimated,40461.96,,,,
2020-12-01,110365,6,,estimated,34998.45,,,,
2020-12-01,110365,7,,estimated,32084.41,,,,
2020-12-01,110365,8,,estimated,30357.97,,,,
2020-12-01,110365,9,,estimated,27642.43,,,,
2020-12-01,110365,10,,estimated,27042.15,,,,
2020-12-01,110365,11,,estimated,24735.18,,,,
2020-12-01,110365,12,,estimated,23956.01,,,,
2020-12-01,110365,13,,estimated,22713.64,,,,
2020-12-01,110365,14,,estimated,21990.82,,,,
2020-12-01,110365,15,,estimated,21115.81,,,,
2020-12-01,110365,16,,estimated,20333.75,,,,
2020-12-01,110365,17,,estimated,20258.69,,,,
2020-12-01,110365,18,,estimated,20258.69,,,,
2020-12-01,110365,19,,estimated,19943.49,,,,
2020-12-01,110365,20,,estimated,19797.19,,,,
2020-12-01,110409,1,,estimated,110659.68,,,,
2020-12-01,110409,2,,estimated,81493.91,,,,
2020-12-01,110409,3,,estimated,70564.12,,,,
2020-12-01,110409,4,,estimated,57546.32,,,,
2020-12-01,110409,5,,estimated,54612.85,,,,
2020-12-01,110409,6,,estimated,51209.8,,,,
2020-12-01,110409,7,,estimated,49541.16,,,,
2020-12-01,110409,8,,estimated,49541.16,,,,
2020-12-01,110409,9,,estimated,46297.17,,,,
2020-12-01,110409,10,,estimated,46297.17,,,,
2020-12-01,110409,11,,estimated,43452.29,,,,
2020-12-01,110409,12,,estimated,42083.54,,,,
2020-12-01,110409,13,,estimated,40722.97,,,,
