date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2023-06-01,100181,1,,estimated,99935.83,,,,
2023-06-01,100181,2,,estimated,67266.04,,,,
2023-06-01,100181,3,,estimated,50164.28,,,,
2023-06-01,100181,4,,estimated,36441.2,,,,
2023-06-01,100181,5,,estimated,33038.47,,,,
2023-06-01,100181,6,,estimated,28262.64,,,,
2023-06-01,100181,7,,estimated,25692.33,,,,
2023-06-01,100181,8,,estimated,23387.5,,,,
2023-06-01,100181,9,,estimated,20433.75,,,,
2023-06-01,100181,10,,estimated,20168.5,,,,
2023-06-01,100181,11,,estimated,18713.85,,,,
2023-06-01,100181,12,,estimated,18713.85,,,,
2023-06-01,100181,13,,estimated,18713.85,,,,
2023-06-01,100181,14,,estimated,18165.34,,,,
2023-06-01,100181,15,,estimated,17730.81,,,,
2023-06-01,100181,16,,estimated,17526.02,,,,
2023-06-01,100181,17,,estimated,17461.32,,,,
2023-06-01,100181,18,,estimated,17461.32,,,,
2023-06-01,100181,19,,estimated,17461.32,,,,
2023-06-01,100181,20,,estimated,17461.32,,,,
2023-06-01,100487,1,,estimated,151491.91,,,,
2023-06-01,100487,2,,estimated,100827.62,,,,
2023-06-01,100487,3,,estimated,75193.28,,,,
2023-06-01,100487,4,,estimated,54623.33,,,,
2023-06-01,100487,5,,estimated,49126.44,,,,
2023-06-01,100487,6,,estimated,42025.11,,,,
2023-06-01,100487,7,,estimated,38203.23,,,,
2023-06-01,100487,8,,estimated,36056.09,,,,
2023-06-01,100487,9,,estimated,31502.41,,,,
2023-06-01,100487,10,,estimated,31093.49,,,,
2023-06-01,100487,11,,estimated,28850.92,,,,
2023-06-01,100487,12,,estimated,28850.92,,,,
2023-06-01,100487,13,,estimated,28850.92,,,,
2023-06-01,100487,14,,estimated,27983.41,,,,
2023-06-01,100487,15,,estimated,27314.02,,,,
2023-06-01,100487,16,,estimated,26952.16,,,,
2023-06-01,100487,17,,estimated,26852.67,,,,
2023-06-01,100487,18,,estimated,26852.67,,,,
2023-06-01,100487,19,,estimated,26551.78,,,,
2023-06-01,100487,20,,estimated,25550.65,,,,
2023-06-01,100992,1,,estimated,280996.54,,,,
2023-06-01,100992,2,,estimated,190977.21,,,,
2023-06-01,100992,3,,estimated,126467.39,,,,
2023-06-01,100992,4,,estimated,91871.03,,,,
2023-06-01,100992,5,,estimated,82625.88,,,,
2023-06-01,100992,6,,estimated,70682.23,,,,
2023-06-01,100992,7,,estimated,64254.25,,,,
2023-06-01,100992,8,,estimated,60643.01,,,,
2023-06-01,100992,9,,estimated,52984.23,,,,
2023-06-01,100992,10,,estimated,46281.42,,,,
2023-06-01,100992,11,,estimated,39862.89,,,,
2023-06-01,100992,12,,estimated,38881.9,,,,
2023-06-01,100992,13,,estimated,36829.92,,,,
2023-06-01,100992,14,,estimated,32780.29,,,,
2023-06-01,100992,15,,estimated,30706.74,,,,
2023-06-01,100992,16,,estimated,29499.14,,,,
2023-06-01,100992,17,,estimated,29390.25,,,,
2023-06-01,100992,18,,estimated,27691.72,,,,
2023-06-01,100992,19,,estimated,27113.39,,,,
2023-06-01,100992,20,,estimated,26091.08,,,,
2023-06-01,101020,1,,estimated,181112.56,,,,
2023-06-01,101020,2,,estimated,130533.75,,,,
2023-06-01,101020,3,,estimated,96214.98,,,,
2023-06-01,101020,4,,estimated,73069.4,,,,
2023-06-01,101020,5,,estimated,56907.37,,,,
2023-06-01,101020,6,,estimated,48681.31,,,,
2023-06-01,101020,7,,estimated,44254.11,,,,
2023-06-01,101020,8,,estimated,41766.9,,,,
2023-06-01,101020,9,,estimated,35999.12,,,,
2023-06-01,101020,10,,estimated,33425.29,,,,
2023-06-01,101020,11,,estimated,29604.8,,,,
2023-06-01,101020,12,,estimated,29604.8,,,,
2023-06-01,101020,13,,estimated,28520.44,,,,
2023-06-01,101020,14,,estimated,26251.57,,,,
2023-06-01,101020,15,,estimated,24515.08,,,,
2023-06-01,101020,16,,estimated,23896.13,,,,
2023-06-01,101020,17,,estimated,23807.93,,,,
