date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2021-11-01,100181,1,,estimated,62148.43,,,,
2021-11-01,100181,2,,estimated,38794.89,,,,
2021-11-01,100181,3,,estimated,32568.19,,,,
2021-11-01,100181,4,,estimated,26559.85,,,,
2021-11-01,100181,5,,estimated,23519.81,,,,
2021-11-01,100181,6,,estimated,20690.15,,,,
2021-11-01,100181,7,,estimated,18967.41,,,,
2021-11-01,100181,8,,estimated,17542.79,,,,
2021-11-01,100181,9,,estimated,15214.73,,,,
2021-11-01,100181,10,,estimated,15214.73,,,,
2021-11-01,100181,11,,estimated,14693.71,,,,
2021-11-01,100181,12,,estimated,14693.71,,,,
2021-11-01,100181,13,,estimated,14693.71,,,,
2021-11-01,100181,14,,estimated,14693.71,,,,
2021-11-01,100181,15,,estimated,14693.71,,,,
2021-11-01,100181,16,,estimated,14693.71,,,,
2021-11-01,100181,17,,estimated,14693.71,,,,
2021-11-01,100181,18,,estimated,14693.71,,,,
2021-11-01,100181,19,,estimated,14693.71,,,,
2021-11-01,100181,20,,estimated,14693.71,,,,
2021-11-01,100487,1,,estimated,84442.13,,,,
2021-11-01,100487,2,,estimated,52121.79,,,,
2021-11-01,100487,3,,estimated,43756.14,,,,
2021-11-01,100487,4,,estimated,35683.86,,,,
2021-11-01,100487,5,,estimated,31599.52,,,,
2021-11-01,100487,6,,estimated,27797.83,,,,
2021-11-01,100487,7,,estimated,25483.32,,,,
2021-11-01,100487,8,,estimated,24436.82,,,,
2021-11-01,100487,9,,estimated,21193.93,,,,
2021-11-01,100487,10,,estimated,21193.93,,,,
2021-11-01,100487,11,,estimated,20468.17,,,,
2021-11-01,100487,12,,estimated,20468.17,,,,
2021-11-01,100487,13,,estimated,20468.17,,,,
2021-11-01,100487,14,,estimated,20468.17,,,,
2021-11-01,100487,15,,estimated,20468.17,,,,
2021-11-01,100487,16,,estimated,20202.53,,,,
2021-11-01,100487,17,,estimated,20127.96,,,,
2021-11-01,100487,18,,estimated,20127.96,,,,
2021-11-01,100487,19,,estimated,20127.96,,,,
2021-11-01,100487,20,,estimated,20127.96,,,,
2021-11-01,100992,1,,estimated,169309.98,,,,
2021-11-01,100992,2,,estimated,106717.16,,,,
2021-11-01,100992,3,,estimated,79552.03,,,,
2021-11-01,100992,4,,estimated,64876.15,,,,
2021-11-01,100992,5,,estimated,57450.6,,,,
2021-11-01,100992,6,,estimated,50538.9,,,,
2021-11-01,100992,7,,estimated,46330.98,,,,
2021-11-01,100992,8,,estimated,44428.39,,,,
2021-11-01,100992,9,,estimated,38532.62,,,,
2021-11-01,100992,10,,estimated,34626.26,,,,
2021-11-01,100992,11,,estimated,30570.44,,,,
2021-11-01,100992,12,,estimated,29646.23,,,,
2021-11-01,100992,13,,estimated,27879.98,,,,
2021-11-01,100992,14,,estimated,25464.03,,,,
2021-11-01,100992,15,,estimated,24312.65,,,,
2021-11-01,100992,16,,estimated,23044.27,,,,
2021-11-01,100992,17,,estimated,22959.21,,,,
2021-11-01,100992,18,,estimated,22292.04,,,,
2021-11-01,100992,19,,estimated,21043.94,,,,
2021-11-01,100992,20,,estimated,20572.36,,,,
2021-11-01,101020,1,,estimated,121948.92,,,,
2021-11-01,101020,2,,estimated,81512.32,,,,
2021-11-01,101020,3,,estimated,63962.01,,,,
2021-11-01,101020,4,,estimated,52162.16,,,,
2021-11-01,101020,5,,estimated,40000.0,,,,
2021-11-01,101020,6,,estimated,35187.69,,,,
2021-11-01,101020,7,,estimated,32257.9,,,,
2021-11-01,101020,8,,estimated,30933.22,,,,
2021-11-01,101020,9,,estimated,26465.89,,,,
2021-11-01,101020,10,,estimated,25280.57,,,,
2021-11-01,101020,11,,estimated,22951.33,,,,
2021-11-01,101020,12,,estimated,22951.33,,,,
2021-11-01,101020,13,,estimated,22210.14,,,,
2021-11-01,101020,14,,estimated,20978.44,,,,
2021-11-01,101020,15,,estimated,19968.04,,,,
2021-11-01,101020,16,,estimated,19228.49,,,,
2021-11-01,101020,17,,estimated,19157.51,,,,
2021-11-01,101020,18,,estimated,19157.51,,,,
2021-11-01,101020,19,,estimated,18998.21,,,,
2021-11-01,101020,20,,estimated,18729.16,,,,
2021-11-01,101535,1,,estimated,99724.57,,,,
2021-11-01,101535,2,,estimated,71904.8,,,,
2021-11-01,101535,3,,estimated,62261.06,,,,
2021-11-01,101535,4,,estimated,50775.01,,,,
2021-11-01,101535,5,,estimated,44963.41,,,,
2021-11-01,101535,6,,estimated,39553.98,,,,
2021-11-01,101535,7,,estimated,36260.65,,,,
2021-11-01,101535,8,,estimated,35622.2,,,,
2021-11-01,101535,9,,estimated,31252.67,,,,
2021-11-01,101535,10,,estimated,29852.98,,,,
2021-11-01,101535,11,,estimated,27102.48,,,,
2021-11-01,101535,12,,estimated,27102.48,,,,
2021-11-01,101535,13,,estimated,26787.98,,,,
2021-11-01,101535,14,,estimated,25302.43,,,,
2021-11-01,101535,15,,estimated,24774.99,,,,
2021-11-01,101535,16,,estimated,23857.42,,,,
2021-11-01,101535,17,,estimated,23769.35,,,,
2021-11-01,101535,18,,estimated,23681.22,,,,
2021-11-01,101535,19,,estimated,22858.62,,,,
2021-11-01,101535,20,,estimated,22360.25,,,,
2021-11-01,110365,1,,estimated,94243.78,,,,
2021-11-01,110365,2,,estimated,69404.59,,,,
2021-11-01,110365,3,,estimated,60096.18,,,,
2021-11-01,110365,4,,estimated,49009.5,,,,
2021-11-01,110365,5,,estimated,42384.27,,,,
2021-11-01,110365,6,,estimated,36661.2,,,,
2021-11-01,110365,7,,estimated,33608.72,,,,
2021-11-01,110365,8,,estimated,31800.26,,,,
2021-11-01,110365,9,,estimated,28343.68,,,,
2021-11-01,110365,10,,estimated,27719.98,,,,
2021-11-01,110365,11,,estimated,25363.52,,,,
2021-11-01,110365,12,,estimated,24564.56,,,,
2021-11-01,110365,13,,estimated,23290.63,,,,
2021-11-01,110365,14,,estimated,22549.44,,,,
2021-11-01,110365,15,,estimated,21652.21,,,,
2021-11-01,110365,16,,estimated,20850.29,,,,
2021-11-01,110365,17,,estimated,20773.32,,,,
2021-11-01,110365,18,,estimated,20773.32,,,,
2021-11-01,110365,19,,estimated,20450.12,,,,
2021-11-01,110365,20,,estimated,19835.66,,,,
2021-11-01,110409,1,,estimated,115432.78,,,,
2021-11-01,110409,2,,estimated,85009.01,,,,
2021-11-01,110409,3,,estimated,73607.79,,,,
2021-11-01,110409,4,,estimated,60028.5,,,,
2021-11-01,110409,5,,estimated,56968.5,,,,
2021-11-01,110409,6,,estimated,53418.67,,,,
2021-11-01,110409,7,,estimated,51678.05,,,,
2021-11-01,110409,8,,estimated,50960.09,,,,
2021-11-01,110409,9,,estimated,46223.6,,,,
2021-11-01,110409,10,,estimated,46223.6,,,,
2021-11-01,110409,11,,estimated,41691.95,,,,
2021-11-01,110409,12,,estimated,40378.65,,,,
2021-11-01,110409,13,,estimated,39073.2,,,,
2021-11-01,110409,14,,estimated,37829.78,,,,
2021-11-01,110409,15,,estimated,35478.67,,,,
2021-11-01,110409,16,,estimated,34137.48,,,,
2021-11-01,110409,17,,estimated,34011.47,,,,
2021-11-01,110409,18,,estimated,32900.74,,,,
2021-11-01,110409,19,,estimated,31757.91,,,,
2021-11-01,110409,20,,estimated,30638.27,,,,
2021-11-01,110435,1,,estimated,121019.55,,,,
2021-11-01,110435,2,,estimated,91828.31,,,,
2021-11-01,110435,3,,estimated,79512.51,,,,
2021-11-01,110435,4,,estimated,64843.92,,,,
2021-11-01,110435,5,,estimated,61538.46,,,,
2021-11-01,110435,6,,estimated,57703.86,,,,
2021-11-01,110435,7,,estimated,55823.62,,,,
2021-11-01,110435,8,,estimated,55048.07,,,,
2021-11-01,110435,9,,estimated,49931.63,,,,
2021-11-01,110435,10,,estimated,48258.01,,,,
2021-11-01,110435,11,,estimated,42957.36,,,,
2021-11-01,110435,12,,estimated,41604.2,,,,
2021-11-01,110435,13,,estimated,40259.12,,,,
2021-11-01,110435,14,,estimated,38977.97,,,,
2021-11-01,110435,15,,estimated,36555.5,,,,
2021-11-01,110435,16,,estimated,35173.6,,,,
2021-11-01,110435,17,,estimated,35043.77,,,,
2021-11-01,110435,18,,estimated,33899.33,,,,
2021-11-01,110435,19,,estimated,32721.81,,,,
2021-11-01,110435,20,,estimated,31568.19,,,,
2021-11-01,110632,1,,estimated,134169.5,,,,
2021-11-01,110632,2,,estimated,100880.62,,,,
2021-11-01,110632,3,,estimated,87350.76,,,,
2021-11-01,110632,4,,estimated,71236.17,,,,
2021-11-01,110632,5,,estimated,67604.87,,,,
2021-11-01,110632,6,,estimated,63392.27,,,,
2021-11-01,110632,7,,estimated,61326.67,,,,
2021-11-01,110632,8,,estimated,61326.67,,,,
2021-11-01,110632,9,,estimated,54899.21,,,,
2021-11-01,110632,10,,estimated,51645.98,,,,
2021-11-01,110632,11,,estimated,47570.1,,,,
2021-11-01,110632,12,,estimated,47452.48,,,,
2021-11-01,110632,13,,estimated,47083.0,,,,
2021-11-01,110632,14,,estimated,44174.33,,,,
2021-11-01,110632,15,,estimated,43450.11,,,,
2021-11-01,110632,16,,estimated,41807.59,,,,
2021-11-01,110632,17,,estimated,41653.26,,,,
2021-11-01,110632,18,,estimated,40292.99,,,,
2021-11-01,110632,19,,estimated,38893.38,,,,
2021-11-01,110632,20,,estimated,37522.19,,,,
2021-11-01,200181,1,,estimated,68785.39,,,,
2021-11-01,200181,2,,estimated,39686.85,,,,
2021-11-01,200181,3,,estimated,34364.07,,,,
2021-11-01,200181,4,,estimated,28024.43,,,,
2021-11-01,200181,5,,estimated,26099.9,,,,
2021-11-01,200181,6,,estimated,23874.0,,,,
2021-11-01,200181,7,,estimated,23096.06,,,,
2021-11-01,200181,8,,estimated,21770.18,,,,
2021-11-01,200181,9,,estimated,19374.23,,,,
2021-11-01,200181,10,,estimated,19374.23,,,,
2021-11-01,200181,11,,estimated,19374.23,,,,
2021-11-01,200181,12,,estimated,19374.23,,,,
2021-11-01,200181,13,,estimated,19374.23,,,,
2021-11-01,200181,14,,estimated,19374.23,,,,
2021-11-01,200181,15,,estimated,19270.03,,,,
2021-11-01,200181,16,,estimated,18253.7,,,,
2021-11-01,200181,17,,estimated,18253.7,,,,
2021-11-01,200181,18,,estimated,18253.7,,,,
2021-11-01,200181,19,,estimated,18103.45,,,,
2021-11-01,200181,20,,estimated,17780.99,,,,
2021-11-01,201184,1,,estimated,216884.76,,,,
2021-11-01,201184,2,,estimated,119679.4,,,,
2021-11-01,201184,3,,estimated,103628.31,,,,
2021-11-01,201184,4,,estimated,103628.31,,,,
2021-11-01,201184,5,,estimated,103628.31,,,,
2021-11-01,201184,6,,estimated,103628.31,,,,
2021-11-01,201184,7,,estimated,103628.31,,,,
2021-11-01,201184,8,,estimated,103628.31,,,,
2021-11-01,201184,9,,estimated,103628.31,,,,
2021-11-01,201184,10,,estimated,103628.31,,,,
2021-11-01,201184,11,,estimated,103628.31,,,,
2021-11-01,201184,12,,estimated,78436.89,,,,
2021-11-01,201184,13,,estimated,75704.32,,,,
2021-11-01,201184,14,,estimated,65958.96,,,,
2021-11-01,201184,15,,estimated,65958.96,,,,
2021-11-01,201184,16,,estimated,65958.96,,,,
2021-11-01,201184,17,,estimated,64612.15,,,,
2021-11-01,201184,18,,estimated,53134.35,,,,
2021-11-01,201184,19,,estimated,51288.71,,,,
2021-11-01,201184,20,,estimated,51198.39,,,,
2021-11-01,201351,1,,estimated,216884.76,,,,
2021-11-01,201351,2,,estimated,119679.4,,,,
2021-11-01,201351,3,,estimated,103628.31,,,,
2021-11-01,201351,4,,estimated,103628.31,,,,
2021-11-01,201351,5,,estimated,103628.31,,,,
2021-11-01,201351,6,,estimated,103628.31,,,,
2021-11-01,201351,7,,estimated,103628.31,,,,
2021-11-01,201351,8,,estimated,103628.31,,,,
2021-11-01,201351,9,,estimated,103628.31,,,,
2021-11-01,201351,10,,estimated,103628.31,,,,
2021-11-01,201351,11,,estimated,103628.31,,,,
2021-11-01,201351,12,,estimated,78436.89,,,,
2021-11-01,201351,13,,estimated,75704.32,,,,
2021-11-01,201351,14,,estimated,65958.96,,,,
2021-11-01,201351,15,,estimated,65958.96,,,,
2021-11-01,201351,16,,estimated,65958.96,,,,
2021-11-01,201351,17,,estimated,64612.15,,,,
2021-11-01,201351,18,,estimated,53134.35,,,,
2021-11-01,201351,19,,estimated,51288.71,,,,
