date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2023-04-01,100181,1,,estimated,98486.49,,,,
2023-04-01,100181,2,,estimated,66290.49,,,,
2023-04-01,100181,3,,estimated,49436.76,,,,
2023-04-01,100181,4,,estimated,36303.33,,,,
2023-04-01,100181,5,,estimated,32727.8,,,,
2023-04-01,100181,6,,estimated,27996.87,,,,
2023-04-01,100181,7,,estimated,25450.73,,,,
2023-04-01,100181,8,,estimated,23167.57,,,,
2023-04-01,100181,9,,estimated,20241.6,,,,
2023-04-01,100181,10,,estimated,19978.84,,,,
2023-04-01,100181,11,,estimated,18537.87,,,,
2023-04-01,100181,12,,estimated,18537.87,,,,
2023-04-01,100181,13,,estimated,18537.87,,,,
2023-04-01,100181,14,,estimated,17994.52,,,,
2023-04-01,100181,15,,estimated,17564.07,,,,
2023-04-01,100181,16,,estimated,17361.21,,,,
2023-04-01,100181,17,,estimated,17286.09,,,,
2023-04-01,100181,18,,estimated,17286.09,,,,
2023-04-01,100181,19,,estimated,17286.09,,,,
2023-04-01,100181,20,,estimated,17286.09,,,,
2023-04-01,100487,1,,estimated,147804.84,,,,
2023-04-01,100487,2,,estimated,98373.63,,,,
2023-04-01,100487,3,,estimated,73363.18,,,,
2023-04-01,100487,4,,estimated,53873.56,,,,
2023-04-01,100487,5,,estimated,48178.8,,,,
2023-04-01,100487,6,,estimated,41214.44,,,,
2023-04-01,100487,7,,estimated,37466.28,,,,
2023-04-01,100487,8,,estimated,35360.56,,,,
2023-04-01,100487,9,,estimated,30894.72,,,,
2023-04-01,100487,10,,estimated,30493.69,,,,
2023-04-01,100487,11,,estimated,28294.38,,,,
2023-04-01,100487,12,,estimated,28294.38,,,,
2023-04-01,100487,13,,estimated,28294.38,,,,
2023-04-01,100487,14,,estimated,27443.6,,,,
2023-04-01,100487,15,,estimated,26787.13,,,,
2023-04-01,100487,16,,estimated,26432.24,,,,
2023-04-01,100487,17,,estimated,26317.87,,,,
2023-04-01,100487,18,,estimated,26317.87,,,,
2023-04-01,100487,19,,estimated,26017.77,,,,
2023-04-01,100487,20,,estimated,25149.95,,,,
2023-04-01,100992,1,,estimated,274157.55,,,,
2023-04-01,100992,2,,estimated,186329.13,,,,
2023-04-01,100992,3,,estimated,123389.37,,,,
2023-04-01,100992,4,,estimated,90610.0,,,,
2023-04-01,100992,5,,estimated,81032.04,,,,
2023-04-01,100992,6,,estimated,69318.78,,,,
2023-04-01,100992,7,,estimated,63014.8,,,,
2023-04-01,100992,8,,estimated,59473.21,,,,
2023-04-01,100992,9,,estimated,51962.16,,,,
2023-04-01,100992,10,,estimated,45388.66,,,,
2023-04-01,100992,11,,estimated,39093.93,,,,
2023-04-01,100992,12,,estimated,38131.86,,,,
2023-04-01,100992,13,,estimated,36119.47,,,,
2023-04-01,100992,14,,estimated,32147.95,,,,
2023-04-01,100992,15,,estimated,30114.4,,,,
2023-04-01,100992,16,,estimated,28930.09,,,,
2023-04-01,100992,17,,estimated,28804.92,,,,
2023-04-01,100992,18,,estimated,27140.21,,,,
2023-04-01,100992,19,,estimated,26568.08,,,,
2023-04-01,100992,20,,estimated,25681.91,,,,
2023-04-01,101020,1,,estimated,179364.79,,,,
2023-04-01,101020,2,,estimated,129274.07,,,,
2023-04-01,101020,3,,estimated,95286.48,,,,
2023-04-01,101020,4,,estimated,73151.38,,,,
2023-04-01,101020,5,,estimated,56649.84,,,,
2023-04-01,101020,6,,estimated,48461.0,,,,
