date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2019-12-01,100181,1,,estimated,21871.55,10093.19,49741.87,,,,
2019-12-01,100181,2,,estimated,21871.55,10093.19,49741.87,,,,
2019-12-01,100181,3,,estimated,21871.55,10093.19,49741.87,,,,
2019-12-01,100181,4,,estimated,21592.15,9964.25,49106.43,,,,
2019-12-01,100181,5,,estimated,20360.08,9395.68,46304.37,,,,
2019-12-01,100181,6,,estimated,20360.08,9395.68,46304.37,,,,
2019-12-01,100181,7,,estimated,20360.08,9395.68,46304.37,,,,
2019-12-01,100181,8,,estimated,17906.9,8263.6,40725.18,,,,
2019-12-01,100181,9,,estimated,17906.9,8263.6,40725.18,,,,
2019-12-01,100181,10,,estimated,17141.1,7910.2,38983.53,,,,
2019-12-01,100181,11,,estimated,17141.1,7910.2,38983.53,,,,
2019-12-01,100181,12,,estimated,15553.12,7177.38,35372.03,,,,
2019-12-01,100181,13,,estimated,15553.12,7177.38,35372.03,,,,
2019-12-01,100181,14,,estimated,15553.12,7177.38,35372.03,,,,
2019-12-01,100181,15,,estimated,13753.98,6347.13,31280.31,,,,
2019-12-01,100181,16,,estimated,10448.04,4821.52,23761.7,,,,
2019-12-01,100181,17,,estimated,10448.04,4821.52,23761.7,,,,
2019-12-01,100181,18,,estimated,10448.04,4821.52,23761.7,,,,
2019-12-01,100181,19,,estimated,10448.04,4821.52,23761.7,,,,
2019-12-01,100181,20,,estimated,10448.04,4821.52,23761.7,,,,
2019-12-01,100487,1,,estimated,102953.26,47510.41,234143.78,,,,
2019-12-01,100487,2,,estimated,79806.44,36828.72,181501.6,,,,
2019-12-01,100487,3,,estimated,53858.83,24854.53,122489.65,,,,
2019-12-01,100487,4,,estimated,49078.05,22648.32,111616.85,,,,
2019-12-01,100487,5,,estimated,49078.05,22648.32,111616.85,,,,
2019-12-01,100487,6,,estimated,37642.32,17371.01,85608.89,,,,
2019-12-01,100487,7,,estimated,35007.91,16155.29,79617.53,,,,
2019-12-01,100487,8,,estimated,35007.91,16155.29,79617.53,,,,
2019-12-01,100487,9,,estimated,35007.91,16155.29,79617.53,,,,
2019-12-01,100487,10,,estimated,35007.91,16155.29,79617.53,,,,
2019-12-01,100487,11,,estimated,32560.78,15026.0,74052.08,,,,
2019-12-01,100487,12,,estimated,32560.78,15026.0,74052.08,,,,
2019-12-01,100487,13,,estimated,32560.78,15026.0,74052.08,,,,
2019-12-01,100487,14,,estimated,29855.61,13777.63,67899.78,,,,
2019-12-01,100487,15,,estimated,29855.61,13777.63,67899.78,,,,
2019-12-01,100487,16,,estimated,29855.61,13777.63,67899.78,,,,
2019-12-01,100487,17,,estimated,29720.71,13715.38,67592.98,,,,
2019-12-01,100487,18,,estimated,29720.71,13715.38,67592.98,,,,
2019-12-01,100487,19,,estimated,29720.71,13715.38,67592.98,,,,
2019-12-01,100487,20,,estimated,29720.71,13715.38,67592.98,,,,
2019-12-01,101020,1,,estimated,216663.73,106953.47,492752.37,,,,
2019-12-01,101020,2,,estimated,106658.42,52650.66,242570.32,,,,
2019-12-01,101020,3,,estimated,83209.86,41075.56,189241.9,,,,
2019-12-01,101020,4,,estimated,83209.86,41075.56,189241.9,,,,
2019-12-01,101020,5,,estimated,69537.67,34326.44,158147.62,,,,
2019-12-01,101020,6,,estimated,57523.35,28395.72,130823.78,,,,
2019-12-01,101020,7,,estimated,36040.86,17791.14,81966.73,,,,
2019-12-01,101020,8,,estimated,32528.74,16057.43,73979.22,,,,
2019-12-01,101020,9,,estimated,32528.74,16057.43,73979.22,,,,
2019-12-01,101020,10,,estimated,32528.74,16057.43,73979.22,,,,
2019-12-01,101020,11,,estimated,32528.74,16057.43,73979.22,,,,
2019-12-01,101020,12,,estimated,32528.74,16057.43,73979.22,,,,
2019-12-01,101020,13,,estimated,31561.73,15580.07,71779.98,,,,
2019-12-01,101020,14,,estimated,24240.89,11966.23,55130.4,,,,
