date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2020-09-01,100181,1,,estimated,20585.95,9781.09,46283.62,,,,
2020-09-01,100181,2,,estimated,20585.95,9781.09,46283.62,,,,
2020-09-01,100181,3,,estimated,20585.95,9781.09,46283.62,,,,
2020-09-01,100181,4,,estimated,20585.95,9781.09,46283.62,,,,
2020-09-01,100181,5,,estimated,19616.54,9320.49,44104.1,,,,
2020-09-01,100181,6,,estimated,19616.54,9320.49,44104.1,,,,
2020-09-01,100181,7,,estimated,19616.54,9320.49,44104.1,,,,
2020-09-01,100181,8,,estimated,18025.89,8564.72,40527.81,,,,
2020-09-01,100181,9,,estimated,16562.51,7869.42,37237.68,,,,
2020-09-01,100181,10,,estimated,16562.51,7869.42,37237.68,,,,
2020-09-01,100181,11,,estimated,15755.75,7486.1,35423.83,,,,
2020-09-01,100181,12,,estimated,15755.75,7486.1,35423.83,,,,
2020-09-01,100181,13,,estimated,15755.75,7486.1,35423.83,,,,
2020-09-01,100181,14,,estimated,15755.75,7486.1,35423.83,,,,
2020-09-01,100181,15,,estimated,15755.75,7486.1,35423.83,,,,
2020-09-01,100181,16,,estimated,14267.01,6778.75,32076.68,,,,
2020-09-01,100181,17,,estimated,14267.01,6778.75,32076.68,,,,
2020-09-01,100181,18,,estimated,14267.01,6778.75,32076.68,,,,
2020-09-01,100181,19,,estimated,14267.01,6778.75,32076.68,,,,
2020-09-01,100181,20,,estimated,14267.01,6778.75,32076.68,,,,
2020-09-01,100487,1,,estimated,46395.47,22044.09,104311.49,,,,
2020-09-01,100487,2,,estimated,34994.22,16626.96,78677.92,,,,
2020-09-01,100487,3,,estimated,33093.53,15723.87,74404.57,,,,
2020-09-01,100487,4,,estimated,29140.48,13845.64,65516.88,,,,
2020-09-01,100487,5,,estimated,29140.48,13845.64,65516.88,,,,
2020-09-01,100487,6,,estimated,25311.8,12026.51,56908.81,,,,
2020-09-01,100487,7,,estimated,25311.8,12026.51,56908.81,,,,
2020-09-01,100487,8,,estimated,25311.8,12026.51,56908.81,,,,
2020-09-01,100487,9,,estimated,24601.57,11689.05,55311.99,,,,
2020-09-01,100487,10,,estimated,22235.57,10564.89,49992.5,,,,
2020-09-01,100487,11,,estimated,22235.57,10564.89,49992.5,,,,
2020-09-01,100487,12,,estimated,21218.74,10081.75,47706.34,,,,
2020-09-01,100487,13,,estimated,21218.74,10081.75,47706.34,,,,
2020-09-01,100487,14,,estimated,20367.27,9677.19,45791.98,,,,
2020-09-01,100487,15,,estimated,20155.66,9576.65,45316.21,,,,
2020-09-01,100487,16,,estimated,20155.66,9576.65,45316.21,,,,
2020-09-01,100487,17,,estimated,19943.19,9475.7,44838.51,,,,
2020-09-01,100487,18,,estimated,19943.19,9475.7,44838.51,,,,
2020-09-01,100487,19,,estimated,19872.59,9442.15,44679.77,,,,
2020-09-01,100487,20,,estimated,19218.94,9131.58,43210.17,,,,
2020-09-01,100992,1,,estimated,303310.84,144113.42,555559.41,,,,
2020-09-01,100992,2,,estimated,138511.13,65811.41,253703.97,,,,
2020-09-01,100992,3,,estimated,97670.35,46406.54,178897.93,,,,
2020-09-01,100992,4,,estimated,86434.39,41067.95,158317.58,,,,
2020-09-01,100992,5,,estimated,81327.2,38641.35,148963.0,,,,
2020-09-01,100992,6,,estimated,66227.36,31466.9,121305.37,,,,
2020-09-01,100992,7,,estimated,62363.74,29631.16,114228.56,,,,
2020-09-01,100992,8,,estimated,62363.74,29631.16,114228.56,,,,
2020-09-01,100992,9,,estimated,54569.34,25927.77,99951.95,,,,
2020-09-01,100992,10,,estimated,50032.99,23772.4,91642.95,,,,
2020-09-01,100992,11,,estimated,48664.22,23122.05,89135.84,,,,
2020-09-01,100992,12,,estimated,46825.94,22248.62,85768.75,,,,
2020-09-01,100992,13,,estimated,43679.79,20753.77,80006.11,,,,
2020-09-01,100992,14,,estimated,43679.79,20753.77,80006.11,,,,
2020-09-01,100992,15,,estimated,43679.79,20753.77,80006.11,,,,
2020-09-01,100992,16,,estimated,40827.38,19398.5,74781.49,,,,
2020-09-01,100992,17,,estimated,38901.01,18483.21,71253.05,,,,
2020-09-01,100992,18,,estimated,38901.01,18483.21,71253.05,,,,
2020-09-01,100992,19,,estimated,38901.01,18483.21,71253.05,,,,
2020-09-01,100992,20,,estimated,38901.01,18483.21,71253.05,,,,
2020-09-01,101020,1,,estimated,106975.36,50827.68,240513.97,,,,
2020-09-01,101020,2,,estimated,77670.72,36904.03,174628.0,,,,
2020-09-01,101020,3,,estimated,57732.71,27430.8,129801.13,,,,
2020-09-01,101020,4,,estimated,54153.42,25730.15,121753.76,,,,
2020-09-01,101020,5,,estimated,45369.5,21556.61,102004.77,,,,
2020-09-01,101020,6,,estimated,42703.77,20290.03,96011.39,,,,
2020-09-01,101020,7,,estimated,31280.0,14862.21,70327.2,,,,
2020-09-01,101020,8,,estimated,27403.87,13020.52,61612.45,,,,
2020-09-01,101020,9,,estimated,27403.87,13020.52,61612.45,,,,
2020-09-01,101020,10,,estimated,25960.48,12334.72,58367.26,,,,
2020-09-01,101020,11,,estimated,23728.98,11274.46,53350.15,,,,
2020-09-01,101020,12,,estimated,22762.06,10815.04,51176.22,,,,
2020-09-01,101020,13,,estimated,21735.79,10327.42,48868.82,,,,
2020-09-01,101020,14,,estimated,20648.57,9810.85,46424.43,,,,
2020-09-01,101020,15,,estimated,20381.96,9684.17,45824.99,,,,
2020-09-01,101020,16,,estimated,19242.52,9142.78,43263.17,,,,
2020-09-01,101020,17,,estimated,19242.52,9142.78,43263.17,,,,
2020-09-01,101020,18,,estimated,19076.85,9064.07,42890.71,,,,
2020-09-01,101020,19,,estimated,15588.77,7406.76,35048.41,,,,
2020-09-01,101020,20,,estimated,15003.45,7128.65,33732.42,,,,
2020-09-01,101384,1,,estimated,76818.85,36499.28,172712.71,,,,
2020-09-01,101384,2,,estimated,52497.45,24943.34,118030.62,,,,
2020-09-01,101384,3,,estimated,43376.85,20609.83,97524.68,,,,
2020-09-01,101384,4,,estimated,38607.88,18343.93,86802.55,,,,
2020-09-01,101384,5,,estimated,35288.89,16766.97,79340.42,,,,
2020-09-01,101384,6,,estimated,32701.1,15537.42,73522.26,,,,
2020-09-01,101384,7,,estimated,30688.39,14581.11,68997.08,,,,
2020-09-01,101384,8,,estimated,29498.46,14015.74,66321.74,,,,
2020-09-01,101384,9,,estimated,26702.74,12687.39,60036.08,,,,
2020-09-01,101384,10,,estimated,25858.69,12286.35,58138.39,,,,
2020-09-01,101384,11,,estimated,24375.96,11581.86,54804.76,,,,
2020-09-01,101384,12,,estimated,23001.73,10928.92,51715.07,,,,
2020-09-01,101384,13,,estimated,22697.47,10784.35,51031.0,,,,
2020-09-01,101384,14,,estimated,21965.89,10436.75,49386.17,,,,
