date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2025-01-01,100181,1,,estimated,85111.42,40535.64,191313.35,,,,
2025-01-01,100181,2,,estimated,71036.99,33832.47,159676.85,,,,
2025-01-01,100181,3,,estimated,68550.69,32648.34,154088.16,,,,
2025-01-01,100181,4,,estimated,50833.22,24210.11,114262.85,,,,
2025-01-01,100181,5,,estimated,44464.57,21176.95,99947.4,,,,
2025-01-01,100181,6,,estimated,42908.31,20435.75,96449.24,,,,
2025-01-01,100181,7,,estimated,41406.52,19720.5,93073.52,,,,
2025-01-01,100181,8,,estimated,39255.33,18695.96,88238.08,,,,
2025-01-01,100181,9,,estimated,36077.24,17182.35,81094.37,,,,
2025-01-01,100181,10,,estimated,34535.51,16448.08,77628.88,,,,
2025-01-01,100181,11,,estimated,33114.65,15771.37,74435.06,,,,
2025-01-01,100181,12,,estimated,31955.63,15219.37,71829.83,,,,
2025-01-01,100181,13,,estimated,30837.19,14686.69,69315.79,,,,
2025-01-01,100181,14,,estimated,29757.89,14172.66,66889.74,,,,
2025-01-01,100181,15,,estimated,28716.36,13676.61,64548.6,,,,
2025-01-01,100181,16,,estimated,27320.31,13011.72,61410.55,,,,
2025-01-01,100181,17,,estimated,26364.1,12556.31,59261.18,,,,
2025-01-01,100181,18,,estimated,25441.35,12116.84,57187.04,,,,
2025-01-01,100181,19,,estimated,24550.91,11692.75,55185.49,,,,
2025-01-01,100181,20,,estimated,23691.62,11283.51,53254.0,,,,
2025-01-01,100487,1,,estimated,150073.99,71475.08,337336.12,,,,
2025-01-01,100487,2,,estimated,94013.8,44775.54,211324.11,,,,
2025-01-01,100487,3,,estimated,77992.76,37145.27,175312.03,,,,
2025-01-01,100487,4,,estimated,68387.58,32570.65,153721.51,,,,
2025-01-01,100487,5,,estimated,65505.51,31198.02,147243.21,,,,
2025-01-01,100487,6,,estimated,58863.82,28034.81,132314.01,,,,
2025-01-01,100487,7,,estimated,56803.58,27053.59,127683.02,,,,
2025-01-01,100487,8,,estimated,54815.46,26106.72,123214.12,,,,
2025-01-01,100487,9,,estimated,52896.92,25192.98,118901.62,,,,
2025-01-01,100487,10,,estimated,51045.52,24311.23,114740.07,,,,
2025-01-01,100487,11,,estimated,49258.93,23460.33,110724.16,,,,
2025-01-01,100487,12,,estimated,47534.87,22639.22,106848.82,,,,
2025-01-01,100487,13,,estimated,45871.15,21846.85,103109.11,,,,
2025-01-01,100487,14,,estimated,44265.66,21082.21,99500.29,,,,
2025-01-01,100487,15,,estimated,42716.36,20344.33,96017.78,,,,
2025-01-01,100487,16,,estimated,41221.29,19632.28,92657.16,,,,
2025-01-01,100487,17,,estimated,39778.54,18945.15,89414.16,,,,
2025-01-01,100487,18,,estimated,38386.29,18282.07,86284.66,,,,
2025-01-01,100487,19,,estimated,37042.77,17642.2,83264.7,,,,
2025-01-01,100487,20,,estimated,35746.28,17024.72,80350.43,,,,
2025-01-01,100992,1,,estimated,394345.07,187812.99,722302.29,,,,
2025-01-01,100992,2,,estimated,274574.47,130770.38,502924.43,,,,
2025-01-01,100992,3,,estimated,210281.21,100149.71,385161.66,,,,
2025-01-01,100992,4,,estimated,183831.63,87552.68,336715.28,,,,
2025-01-01,100992,5,,estimated,165275.77,78715.16,302727.42,,,,
2025-01-01,100992,6,,estimated,153039.45,72887.43,280314.76,,,,
2025-01-01,100992,7,,estimated,144987.75,69052.68,265566.86,,,,
2025-01-01,100992,8,,estimated,139913.18,66635.83,256272.02,,,,
2025-01-01,100992,9,,estimated,126894.68,60435.57,232426.69,,,,
2025-01-01,100992,10,,estimated,119372.02,56852.78,218647.79,,,,
