date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2021-05-01,100181,1,,estimated,26220.03,12236.15,57489.15,,,,
2021-05-01,100181,2,,estimated,26220.03,12236.15,57489.15,,,,
2021-05-01,100181,3,,estimated,26220.03,12236.15,57489.15,,,,
2021-05-01,100181,4,,estimated,26220.03,12236.15,57489.15,,,,
2021-05-01,100181,5,,estimated,25217.48,11768.29,55290.99,,,,
2021-05-01,100181,6,,estimated,25217.48,11768.29,55290.99,,,,
2021-05-01,100181,7,,estimated,25217.48,11768.29,55290.99,,,,
2021-05-01,100181,8,,estimated,19990.01,9328.78,43829.41,,,,
2021-05-01,100181,9,,estimated,18632.97,8695.48,40854.01,,,,
2021-05-01,100181,10,,estimated,16873.09,7874.2,36995.37,,,,
2021-05-01,100181,11,,estimated,13424.42,6264.8,29433.93,,,,
2021-05-01,100181,12,,estimated,13424.42,6264.8,29433.93,,,,
2021-05-01,100181,13,,estimated,13424.42,6264.8,29433.93,,,,
2021-05-01,100181,14,,estimated,13424.42,6264.8,29433.93,,,,
2021-05-01,100181,15,,estimated,13424.42,6264.8,29433.93,,,,
2021-05-01,100181,16,,estimated,12365.4,5770.59,27111.96,,,,
2021-05-01,100181,17,,estimated,12365.4,5770.59,27111.96,,,,
2021-05-01,100181,18,,estimated,11954.78,5578.96,26211.65,,,,
2021-05-01,100181,19,,estimated,11954.78,5578.96,26211.65,,,,
2021-05-01,100181,20,,estimated,11954.78,5578.96,26211.65,,,,
2021-05-01,100487,1,,estimated,88884.13,41612.0,194884.31,,,,
2021-05-01,100487,2,,estimated,56538.75,26469.19,123964.94,,,,
2021-05-01,100487,3,,estimated,51993.86,24341.45,113999.95,,,,
2021-05-01,100487,4,,estimated,34933.86,16354.64,76594.79,,,,
2021-05-01,100487,5,,estimated,34933.86,16354.64,76594.79,,,,
2021-05-01,100487,6,,estimated,27359.68,12808.71,59987.9,,,,
2021-05-01,100487,7,,estimated,27359.68,12808.71,59987.9,,,,
2021-05-01,100487,8,,estimated,27359.68,12808.71,59987.9,,,,
2021-05-01,100487,9,,estimated,26494.21,12403.53,58090.29,,,,
2021-05-01,100487,10,,estimated,21091.53,9874.21,46244.58,,,,
2021-05-01,100487,11,,estimated,20811.58,9743.15,45630.77,,,,
2021-05-01,100487,12,,estimated,18980.2,8885.77,41615.35,,,,
2021-05-01,100487,13,,estimated,18980.2,8885.77,41615.35,,,,
2021-05-01,100487,14,,estimated,18134.05,8489.64,39760.11,,,,
2021-05-01,100487,15,,estimated,17559.97,8220.88,38501.4,,,,
2021-05-01,100487,16,,estimated,17559.97,8220.88,38501.4,,,,
2021-05-01,100487,17,,estimated,17559.97,8220.88,38501.4,,,,
2021-05-01,100487,18,,estimated,17559.97,8220.88,38501.4,,,,
2021-05-01,100487,19,,estimated,17559.97,8220.88,38501.4,,,,
2021-05-01,100487,20,,estimated,17516.6,8200.57,38406.3,,,,
2021-05-01,100992,1,,estimated,512446.01,241986.83,754146.31,,,,
2021-05-01,100992,2,,estimated,246969.71,116623.83,363455.45,,,,
2021-05-01,100992,3,,estimated,159852.83,75485.57,235249.02,,,,
2021-05-01,100992,4,,estimated,155425.33,73394.82,228733.25,,,,
2021-05-01,100992,5,,estimated,139415.41,65834.63,205172.09,,,,
2021-05-01,100992,6,,estimated,92305.22,43588.29,135841.9,,,,
2021-05-01,100992,7,,estimated,82438.18,38928.89,121320.97,,,,
2021-05-01,100992,8,,estimated,82438.18,38928.89,121320.97,,,,
2021-05-01,100992,9,,estimated,56878.39,26859.07,83705.65,,,,
2021-05-01,100992,10,,estimated,45627.41,21546.14,67148.04,,,,
2021-05-01,100992,11,,estimated,41750.25,19715.27,61442.17,,,,
2021-05-01,100992,12,,estimated,40376.33,19066.48,59420.24,,,,
2021-05-01,100992,13,,estimated,35639.93,16829.86,52449.86,,,,
2021-05-01,100992,14,,estimated,35639.93,16829.86,52449.86,,,,
2021-05-01,100992,15,,estimated,34700.55,16386.26,51067.41,,,,
2021-05-01,100992,16,,estimated,30150.4,14237.6,44371.14,,,,
2021-05-01,100992,17,,estimated,26109.63,12329.47,38424.51,,,,
2021-05-01,100992,18,,estimated,24150.83,11404.49,35541.82,,,,
