date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2024-03-01,100181,1,,estimated,53301.77,25385.8,119811.64,,,,
2024-03-01,100181,2,,estimated,45695.87,21763.37,102715.11,,,,
2024-03-01,100181,3,,estimated,44096.51,21001.65,99120.09,,,,
2024-03-01,100181,4,,estimated,32051.31,15264.94,72044.9,,,,
2024-03-01,100181,5,,estimated,27545.22,13118.84,61916.12,,,,
2024-03-01,100181,6,,estimated,26581.14,12659.68,59749.05,,,,
2024-03-01,100181,7,,estimated,25650.8,12216.59,57657.84,,,,
2024-03-01,100181,8,,estimated,24018.14,11439.01,53987.94,,,,
2024-03-01,100181,9,,estimated,22315.57,10628.14,50160.92,,,,
2024-03-01,100181,10,,estimated,21305.13,10146.9,47889.65,,,,
2024-03-01,100181,11,,estimated,20540.38,9782.68,46170.64,,,,
2024-03-01,100181,12,,estimated,19821.47,9440.28,44554.67,,,,
2024-03-01,100181,13,,estimated,19127.72,9109.87,42995.26,,,,
2024-03-01,100181,14,,estimated,18458.25,8791.03,41490.42,,,,
2024-03-01,100181,15,,estimated,17812.21,8483.34,40038.26,,,,
2024-03-01,100181,16,,estimated,17188.78,8186.42,38636.92,,,,
2024-03-01,100181,17,,estimated,16587.17,7899.9,37284.63,,,,
2024-03-01,100181,18,,estimated,16006.62,7623.4,35979.67,,,,
2024-03-01,100181,19,,estimated,15446.39,7356.58,34720.38,,,,
2024-03-01,100181,20,,estimated,14905.77,7099.1,33505.16,,,,
2024-03-01,100487,1,,estimated,114168.98,54374.76,256628.88,,,,
2024-03-01,100487,2,,estimated,76614.82,36489.0,172214.69,,,,
2024-03-01,100487,3,,estimated,60500.97,28814.53,135994.0,,,,
2024-03-01,100487,4,,estimated,54597.61,26002.96,122724.44,,,,
2024-03-01,100487,5,,estimated,52027.97,24779.13,116948.41,,,,
2024-03-01,100487,6,,estimated,47304.65,22529.58,106331.33,,,,
2024-03-01,100487,7,,estimated,45648.99,21741.04,102609.74,,,,
2024-03-01,100487,8,,estimated,44051.27,20980.11,99018.39,,,,
2024-03-01,100487,9,,estimated,42509.48,20245.8,95552.75,,,,
2024-03-01,100487,10,,estimated,41021.65,19537.2,92208.4,,,,
2024-03-01,100487,11,,estimated,39585.89,18853.4,88981.11,,,,
2024-03-01,100487,12,,estimated,38200.38,18193.53,85866.77,,,,
2024-03-01,100487,13,,estimated,36863.37,17556.75,82861.43,,,,
2024-03-01,100487,14,,estimated,35573.15,16942.27,79961.28,,,,
2024-03-01,100487,15,,estimated,34328.09,16349.29,77162.64,,,,
2024-03-01,100487,16,,estimated,33126.61,15777.06,74461.95,,,,
2024-03-01,100487,17,,estimated,31967.18,15224.87,71855.78,,,,
2024-03-01,100487,18,,estimated,30848.33,14692.0,69340.83,,,,
2024-03-01,100487,19,,estimated,29768.63,14177.78,66913.9,,,,
2024-03-01,100487,20,,estimated,28726.73,13681.55,64571.91,,,,
2024-03-01,100992,1,,estimated,311894.14,148544.45,571281.02,,,,
2024-03-01,100992,2,,estimated,194309.25,92542.81,355906.61,,,,
2024-03-01,100992,3,,estimated,154241.79,73460.06,282517.03,,,,
2024-03-01,100992,4,,estimated,136973.34,65235.69,250887.27,,,,
2024-03-01,100992,5,,estimated,121658.95,57941.97,222836.65,,,,
2024-03-01,100992,6,,estimated,112951.22,53794.78,206887.14,,,,
2024-03-01,100992,7,,estimated,106233.72,50595.47,194583.03,,,,
2024-03-01,100992,8,,estimated,102515.54,48824.62,187772.62,,,,
2024-03-01,100992,9,,estimated,94513.94,45013.74,173116.5,,,,
2024-03-01,100992,10,,estimated,90261.29,42988.35,165327.13,,,,
2024-03-01,100992,11,,estimated,87102.15,41483.76,159540.68,,,,
2024-03-01,100992,12,,estimated,84053.57,40031.83,153956.76,,,,
2024-03-01,100992,13,,estimated,81111.7,38630.71,148568.27,,,,
2024-03-01,100992,14,,estimated,78272.79,37278.64,143368.38,,,,
2024-03-01,100992,15,,estimated,75533.24,35973.88,138350.49,,,,
2024-03-01,100992,16,,estimated,72889.58,34714.8,133508.22,,,,
2024-03-01,100992,17,,estimated,70338.44,33499.78,128835.43,,,,
2024-03-01,100992,18,,estimated,67876.6,32327.29,124326.19,,,,
2024-03-01,100992,19,,estimated,65500.92,31195.83,119974.78,,,,
2024-03-01,100992,20,,estimated,63208.38,30103.98,115775.66,,,,
2024-03-01,101020,1,,estimated,207969.08,99048.52,467472.65,,,,
2024-03-01,101020,2,,estimated,132226.72,62975.04,297219.06,,,,
2024-03-01,101020,3,,estimated,105993.41,50481.01,238251.85,,,,
2024-03-01,101020,4,,estimated,95155.43,45319.26,213890.25,,,,
2024-03-01,101020,5,,estimated,83648.29,39838.8,188024.52,,,,
2024-03-01,101020,6,,estimated,77676.94,36994.86,174602.13,,,,
2024-03-01,101020,7,,estimated,52009.27,24770.23,116906.37,,,,
2024-03-01,101020,8,,estimated,43154.21,20552.87,97001.98,,,,
2024-03-01,101020,9,,estimated,41643.81,19833.52,93606.91,,,,
2024-03-01,101020,10,,estimated,39799.59,18955.18,89461.48,,,,
2024-03-01,101020,11,,estimated,35955.79,17124.51,80821.39,,,,
2024-03-01,101020,12,,estimated,34542.69,16451.5,77645.02,,,,
2024-03-01,101020,13,,estimated,32277.89,15372.85,72554.19,,,,
2024-03-01,101020,14,,estimated,30846.37,14691.07,69336.43,,,,
2024-03-01,101020,15,,estimated,29721.01,14155.09,66806.84,,,,
2024-03-01,101020,16,,estimated,28633.93,13637.35,64363.3,,,,
2024-03-01,101020,17,,estimated,27631.74,13160.05,62110.59,,,,
2024-03-01,101020,18,,estimated,26664.63,12699.44,59936.72,,,,
2024-03-01,101020,19,,estimated,22283.87,10613.04,50089.67,,,,
2024-03-01,101020,20,,estimated,21109.5,10053.73,47449.9,,,,
2024-03-01,101384,1,,estimated,299816.9,142792.48,673928.06,,,,
2024-03-01,101384,2,,estimated,154685.18,73671.23,347701.16,,,,
2024-03-01,101384,3,,estimated,105901.14,50437.07,238044.45,,,,
2024-03-01,101384,4,,estimated,81580.45,38853.96,183376.44,,,,
2024-03-01,101384,5,,estimated,67033.91,31925.95,150678.75,,,,
2024-03-01,101384,6,,estimated,57236.97,27260.0,128657.19,,,,
2024-03-01,101384,7,,estimated,50157.11,23888.1,112743.08,,,,
2024-03-01,101384,8,,estimated,44936.87,21401.88,101009.03,,,,
2024-03-01,101384,9,,estimated,40422.56,19251.88,90861.78,,,,
2024-03-01,101384,10,,estimated,37086.57,17663.06,83363.14,,,,
