date,genre,rank,shop,source,sales,sales_low,sales_high,lower_rank,upper_rank,lower_sales,upper_sales
2020-08-01,100181,1,,estimated,47125.0,22444.02,105927.52,,,,
2020-08-01,100181,2,,estimated,39168.4,18654.56,88042.67,,,,
2020-08-01,100181,3,,estimated,37797.5,18001.65,84961.18,,,,
2020-08-01,100181,4,,estimated,27585.7,13138.12,62007.11,,,,
2020-08-01,100181,5,,estimated,24690.17,11759.08,55498.54,,,,
2020-08-01,100181,6,,estimated,23826.02,11347.51,53556.09,,,,
2020-08-01,100181,7,,estimated,22992.11,10950.35,51681.63,,,,
2020-08-01,100181,8,,estimated,21300.95,10144.91,47880.25,,,,
2020-08-01,100181,9,,estimated,19578.53,9324.58,44008.6,,,,
2020-08-01,100181,10,,estimated,18893.28,8998.22,42468.3,,,,
2020-08-01,100181,11,,estimated,18232.02,8683.28,40981.91,,,,
2020-08-01,100181,12,,estimated,17593.9,8379.37,39547.54,,,,
2020-08-01,100181,13,,estimated,16978.11,8086.09,38163.38,,,,
2020-08-01,100181,14,,estimated,16383.88,7803.08,36827.66,,,,
2020-08-01,100181,15,,estimated,15810.44,7529.97,35538.69,,,,
2020-08-01,100181,16,,estimated,15257.08,7266.42,34294.84,,,,
2020-08-01,100181,17,,estimated,14723.08,7012.1,33094.52,,,,
2020-08-01,100181,18,,estimated,14207.77,6766.67,31936.21,,,,
2020-08-01,100181,19,,estimated,13710.5,6529.84,30818.44,,,,
2020-08-01,100181,20,,estimated,13230.63,6301.29,29739.8,,,,
2020-08-01,100487,1,,estimated,74245.33,35360.5,166888.57,,,,
2020-08-01,100487,2,,estimated,49011.42,23342.45,110167.8,,,,
2020-08-01,100487,3,,estimated,41413.37,19723.77,93088.93,,,,
2020-08-01,100487,4,,estimated,36308.14,17292.32,81613.39,,,,
2020-08-01,100487,5,,estimated,35037.35,16687.09,78756.92,,,,
2020-08-01,100487,6,,estimated,31422.85,14965.62,70632.24,,,,
2020-08-01,100487,7,,estimated,30323.05,14441.83,68160.11,,,,
2020-08-01,100487,8,,estimated,29261.74,13936.36,65774.51,,,,
2020-08-01,100487,9,,estimated,28237.58,13448.59,63472.4,,,,
2020-08-01,100487,10,,estimated,27249.27,12977.89,61250.87,,,,
2020-08-01,100487,11,,estimated,26295.54,12523.66,59107.09,,,,
2020-08-01,100487,12,,estimated,25375.2,12085.33,57038.34,,,,
2020-08-01,100487,13,,estimated,24487.07,11662.35,55042.0,,,,
2020-08-01,100487,14,,estimated,23630.02,11254.17,53115.53,,,,
2020-08-01,100487,15,,estimated,22802.97,10860.27,51256.48,,,,
2020-08-01,100487,16,,estimated,22004.86,10480.16,49462.51,,,,
2020-08-01,100487,17,,estimated,21234.69,10113.35,47731.32,,,,
2020-08-01,100487,18,,estimated,20491.48,9759.39,46060.72,,,,
2020-08-01,100487,19,,estimated,19774.28,9417.81,44448.6,,,,
2020-08-01,100487,20,,estimated,19082.18,9088.19,42892.9,,,,
2020-08-01,100992,1,,estimated,309170.01,147247.04,566291.37,,,,
2020-08-01,100992,2,,estimated,184965.05,88092.49,338791.29,,,,
2020-08-01,100992,3,,estimated,138875.22,66141.49,254370.85,,,,
2020-08-01,100992,4,,estimated,125903.19,59963.36,230610.62,,,,
2020-08-01,100992,5,,estimated,117374.92,55901.64,214989.81,,,,
2020-08-01,100992,6,,estimated,102785.53,48953.21,188267.15,,,,
2020-08-01,100992,7,,estimated,97456.19,46415.03,178505.66,,,,
2020-08-01,100992,8,,estimated,94045.22,44790.5,172257.97,,,,
2020-08-01,100992,9,,estimated,86364.89,41132.63,158190.29,,,,
2020-08-01,100992,10,,estimated,82223.94,39160.43,150605.5,,,,
2020-08-01,100992,11,,estimated,79346.1,37789.82,145334.31,,,,
2020-08-01,100992,12,,estimated,76568.98,36467.17,140247.61,,,,
2020-08-01,100992,13,,estimated,73889.07,35190.82,135338.94,,,,
2020-08-01,100992,14,,estimated,71302.95,33959.14,130602.08,,,,
2020-08-01,100992,15,,estimated,68807.35,32770.57,126031.01,,,,
2020-08-01,100992,16,,estimated,66399.09,31623.6,121619.92,,,,
2020-08-01,100992,17,,estimated,64075.12,30516.78,117363.22,,,,
2020-08-01,100992,18,,estimated,61832.49,29448.69,113255.51,,,,
2020-08-01,100992,19,,estimated,59668.36,28417.99,109291.57,,,,
2020-08-01,100992,20,,estimated,57579.96,27423.36,105466.36,,,,
2020-08-01,101020,1,,estimated,137708.24,65585.7,309540.42,,,,
2020-08-01,101020,2,,estimated,93785.61,44666.86,210811.18,,,,
2020-08-01,101020,3,,estimated,70339.07,33500.08,158108.07,,,,
2020-08-01,101020,4,,estimated,63627.07,30303.39,143020.86,,,,
2020-08-01,101020,5,,estimated,56557.76,26936.52,127130.46,,,,
2020-08-01,101020,6,,estimated,52754.76,25125.28,118582.08,,,,
2020-08-01,101020,7,,estimated,36754.76,17505.03,82617.3,,,,
2020-08-01,101020,8,,estimated,30541.35,14545.79,68650.81,,,,
2020-08-01,101020,9,,estimated,29003.55,13813.39,65194.14,,,,
2020-08-01,101020,10,,estimated,27526.9,13110.11,61874.92,,,,
2020-08-01,101020,11,,estimated,25056.69,11933.64,56322.39,,,,
2020-08-01,101020,12,,estimated,24034.88,11446.99,54025.58,,,,
2020-08-01,101020,13,,estimated,23154.13,11027.51,52045.81,,,,
2020-08-01,101020,14,,estimated,22343.73,10641.55,50224.21,,,,
2020-08-01,101020,15,,estimated,21561.7,10269.1,48466.36,,,,
2020-08-01,101020,16,,estimated,20807.04,9909.68,46770.04,,,,
