date,genre,rank,shop,source,sales,lower_rank,upper_rank,lower_sales,upper_sales
2024-02-01,100181,1,,estimated,116801.44,,,,
2024-02-01,100181,2,,estimated,78670.21,,,,
2024-02-01,100181,3,,estimated,59425.38,,,,
2024-02-01,100181,4,,estimated,40730.65,,,,
2024-02-01,100181,5,,estimated,34999.0,,,,
2024-02-01,100181,6,,estimated,30150.2,,,,
2024-02-01,100181,7,,estimated,27408.23,,,,
2024-02-01,100181,8,,estimated,24829.67,,,,
2024-02-01,100181,9,,estimated,21825.54,,,,
2024-02-01,100181,10,,estimated,21542.23,,,,
2024-02-01,100181,11,,estimated,19988.51,,,,
2024-02-01,100181,12,,estimated,19988.51,,,,
2024-02-01,100181,13,,estimated,19863.9,,,,
2024-02-01,100181,14,,estimated,19025.36,,,,
2024-02-01,100181,15,,estimated,18570.25,,,,
2024-02-01,100181,16,,estimated,18138.62,,,,
2024-02-01,100181,17,,estimated,17641.8,,,,
2024-02-01,100181,18,,estimated,17641.8,,,,
2024-02-01,100181,19,,estimated,17641.8,,,,
2024-02-01,100181,20,,estimated,17641.8,,,,
2024-02-01,100487,1,,estimated,176301.81,,,,
2024-02-01,100487,2,,estimated,121251.2,,,,
2024-02-01,100487,3,,estimated,91590.05,,,,
2024-02-01,100487,4,,estimated,62776.76,,,,
2024-02-01,100487,5,,estimated,53511.03,,,,
2024-02-01,100487,6,,estimated,46097.63,,,,
2024-02-01,100487,7,,estimated,41905.39,,,,
2024-02-01,100487,8,,estimated,39360.27,,,,
2024-02-01,100487,9,,estimated,34598.16,,,,
2024-02-01,100487,10,,estimated,34149.06,,,,
2024-02-01,100487,11,,estimated,31686.12,,,,
2024-02-01,100487,12,,estimated,31686.12,,,,
2024-02-01,100487,13,,estimated,31463.96,,,,
2024-02-01,100487,14,,estimated,30135.77,,,,
2024-02-01,100487,15,,estimated,29414.89,,,,
2024-02-01,100487,16,,estimated,28681.84,,,,
2024-02-01,100487,17,,estimated,27896.25,,,,
2024-02-01,100487,18,,estimated,27896.25,,,,
2024-02-01,100487,19,,estimated,27578.15,,,,
2024-02-01,100487,20,,estimated,26183.76,,,,
2024-02-01,100992,1,,estimated,327015.32,,,,
2024-02-01,100992,2,,estimated,229661.24,,,,
2024-02-01,100992,3,,estimated,154044.94,,,,
2024-02-01,100992,4,,estimated,105584.2,,,,
2024-02-01,100992,5,,estimated,90000.27,,,,
2024-02-01,100992,6,,estimated,77531.75,,,,
2024-02-01,100992,7,,estimated,70480.88,,,,
2024-02-01,100992,8,,estimated,66200.27,,,,
2024-02-01,100992,9,,estimated,58190.93,,,,
2024-02-01,100992,10,,estimated,50829.47,,,,
2024-02-01,100992,11,,estimated,43780.2,,,,
2024-02-01,100992,12,,estimated,42702.81,,,,
2024-02-01,100992,13,,estimated,39662.69,,,,
2024-02-01,100992,14,,estimated,35301.58,,,,
2024-02-01,100992,15,,estimated,33068.55,,,,
2024-02-01,100992,16,,estimated,31392.27,,,,
2024-02-01,100992,17,,estimated,30532.44,,,,
2024-02-01,100992,18,,estimated,28767.9,,,,
2024-02-01,100992,19,,estimated,28161.46,,,,
2024-02-01,100992,20,,estimated,26737.58,,,,
2024-02-01,101020,1,,estimated,191017.35,,,,
2024-02-01,101020,2,,estimated,142261.08,,,,
2024-02-01,101020,3,,estimated,106210.77,,,,
2024-02-01,101020,4,,estimated,79567.12,,,,
2024-02-01,101020,5,,estimated,60074.04,,,,
2024-02-01,101020,6,,estimated,51751.42,,,,
2024-02-01,101020,7,,estimated,47045.02,,,,
2024-02-01,101020,8,,estimated,44187.75,,,,
2024-02-01,101020,9,,estimated,38316.98,,,,
2024-02-01,101020,10,,estimated,35577.43,,,,
2024-02-01,101020,11,,estimated,31621.23,,,,
2024-02-01,101020,12,,estimated,31621.23,,,,
2024-02-01,101020,13,,estimated,29870.69,,,,
2024-02-01,101020,14,,estimated,27494.4,,,,
2024-02-01,101020,15,,estimated,25675.7,,,,
2024-02-01,101020,16,,estimated,24731.39,,,,
2024-02-01,101020,17,,estimated,24054.0,,,,
2024-02-01,101020,18,,estimated,23981.06,,,,
2024-02-01,101020,19,,estimated,23475.52,,,,
2024-02-01,101020,20,,estimated,22763.09,,,,
2024-02-01,101535,1,,estimated,168173.26,,,,
2024-02-01,101535,2,,estimated,135107.88,,,,
2024-02-01,101535,3,,estimated,111307.09,,,,
2024-02-01,101535,4,,estimated,79193.75,,,,
2024-02-01,101535,5,,estimated,69047.58,,,,
2024-02-01,101535,6,,estimated,59481.79,,,,
2024-02-01,101535,7,,estimated,54072.39,,,,
2024-02-01,101535,8,,estimated,52030.72,,,,
2024-02-01,101535,9,,estimated,45833.03,,,,
2024-02-01,101535,10,,estimated,42556.13,,,,
2024-02-01,101535,11,,estimated,37823.92,,,,
2024-02-01,101535,12,,estimated,37823.92,,,,
2024-02-01,101535,13,,estimated,36493.93,,,,
2024-02-01,101535,14,,estimated,33590.77,,,,
2024-02-01,101535,15,,estimated,32269.11,,,,
2024-02-01,101535,16,,estimated,31082.31,,,,
2024-02-01,101535,17,,estimated,30230.97,,,,
2024-02-01,101535,18,,estimated,29227.55,,,,
2024-02-01,101535,19,,estimated,28611.43,,,,
2024-02-01,101535,20,,estimated,27253.93,,,,
2024-02-01,110365,1,,estimated,131785.52,,,,
2024-02-01,110365,2,,estimated,99410.26,,,,
2024-02-01,110365,3,,estimated,81897.97,,,,
2024-02-01,110365,4,,estimated,61353.28,,,,
2024-02-01,110365,5,,estimated,52240.88,,,,
2024-02-01,110365,6,,estimated,44250.35,,,,
2024-02-01,110365,7,,estimated,40226.11,,,,
2024-02-01,110365,8,,estimated,37280.86,,,,
2024-02-01,110365,9,,estimated,32585.86,,,,
2024-02-01,110365,10,,estimated,30977.67,,,,
2024-02-01,110365,11,,estimated,27749.05,,,,
2024-02-01,110365,12,,estimated,27749.05,,,,
2024-02-01,110365,13,,estimated,26632.13,,,,
2024-02-01,110365,14,,estimated,25126.81,,,,
2024-02-01,110365,15,,estimated,23671.15,,,,
2024-02-01,110365,16,,estimated,22800.55,,,,
2024-02-01,110365,17,,estimated,22176.04,,,,
2024-02-01,110365,18,,estimated,21947.32,,,,
2024-02-01,110365,19,,estimated,21484.66,,,,
2024-02-01,110365,20,,estimated,20784.49,,,,
2024-02-01,110409,1,,estimated,163321.99,,,,
2024-02-01,110409,2,,estimated,123199.34,,,,
2024-02-01,110409,3,,estimated,101496.36,,,,
2024-02-01,110409,4,,estimated,76035.34,,,,
2024-02-01,110409,5,,estimated,71046.2,,,,
2024-02-01,110409,6,,estimated,65238.4,,,,
2024-02-01,110409,7,,estimated,62583.84,,,,
2024-02-01,110409,8,,estimated,60448.49,,,,
2024-02-01,110409,9,,estimated,53769.61,,,,
2024-02-01,110409,10,,estimated,52959.03,,,,
2024-02-01,110409,11,,estimated,46152.05,,,,
2024-02-01,110409,12,,estimated,46152.05,,,,
2024-02-01,110409,13,,estimated,45206.77,,,,
2024-02-01,110409,14,,estimated,42651.61,,,,
2024-02-01,110409,15,,estimated,39245.02,,,,
2024-02-01,110409,16,,estimated,37771.56,,,,
2024-02-01,110409,17,,estimated,36737.01,,,,
2024-02-01,110409,18,,estimated,34485.61,,,,
2024-02-01,110409,19,,estimated,33758.65,,,,
2024-02-01,110409,20,,estimated,32033.75,,,,
2024-02-01,110435,1,,estimated,171226.5,,,,
2024-02-01,110435,2,,estimated,133082.17,,,,
2024-02-01,110435,3,,estimated,109638.23,,,,
2024-02-01,110435,4,,estimated,82134.79,,,,
2024-02-01,110435,5,,estimated,76745.43,,,,
2024-02-01,110435,6,,estimated,70471.75,,,,
2024-02-01,110435,7,,estimated,67604.24,,,,
2024-02-01,110435,8,,estimated,65297.6,,,,
2024-02-01,110435,9,,estimated,58082.96,,,,
2024-02-01,110435,10,,estimated,54566.4,,,,
2024-02-01,110435,11,,estimated,47552.82,,,,
2024-02-01,110435,12,,estimated,47552.82,,,,
2024-02-01,110435,13,,estimated,46578.85,,,,
2024-02-01,110435,14,,estimated,43946.14,,,,
2024-02-01,110435,15,,estimated,40436.16,,,,
2024-02-01,110435,16,,estimated,38917.98,,,,
2024-02-01,110435,17,,estimated,37852.03,,,,
2024-02-01,110435,18,,estimated,35532.3,,,,
2024-02-01,110435,19,,estimated,34783.27,,,,
2024-02-01,110435,20,,estimated,33006.02,,,,
