date,shop,genre,item,sales,units
2019-05-01,1050,506539,56263769,256742,81
2019-05-01,1050,506539,56263781,159984,66
2019-05-01,1050,506539,32053372,123969,31
2019-05-01,32809,509434,53865282,112640,77
2019-05-01,525,567664,56735629,111680,15
2019-05-01,1050,506539,56263776,70700,28
2019-05-01,1050,506539,36784598,64987,13
2019-05-01,1050,506539,41731298,57772,25
2019-05-01,147,206363,47377548,51000,6
2019-05-01,525,567662,63223070,49800,10
2019-05-01,1050,506539,36783423,44440,8
2019-05-01,32809,502835,34615010,43780,11
2019-05-01,147,206363,47377546,42500,5
2019-05-01,1050,506539,36783427,42483,17
2019-05-01,1050,506539,56263771,40783,16
2019-05-01,1050,506539,36785763,39996,11
2019-05-01,22714,216158,1419512,38730,13
2019-05-01,9888,100487,52646647,37600,2
2019-05-01,525,567662,56749821,35880,6
2019-05-01,23774,201184,59245699,35440,4
2019-05-01,525,567664,57803149,34860,6
2019-05-01,525,567662,78358919,32400,2
2019-05-01,1050,506539,36776839,30000,4
2019-05-01,32138,207288,50517,29970,1
2019-05-01,147,206363,42296264,29700,4
2019-05-01,34820,507843,49654126,29400,4
2019-05-01,18832,100487,32761698,24600,1
2019-05-01,1050,506539,36785427,23331,6
2019-05-01,32809,509434,7145557,23000,19
2019-05-01,525,567664,56745236,21600,3
2019-05-01,27985,567623,41069848,21420,3
2019-05-01,1050,506539,36785785,21330,6
2019-05-01,525,567662,63222928,19960,2
2019-05-01,525,567664,78358939,19960,2
2019-05-01,29222,301577,3728369,19920,4
2019-05-01,6817,510003,79059146,18333,1
2019-05-01,1050,506539,36782556,17776,4
2019-05-01,27841,551180,57457573,17700,3
2019-05-01,3244,551228,36312685,17520,1
2019-05-01,17435,101020,4367984,17200,2
2019-05-01,1050,506539,55803887,16665,3
2019-05-01,10130,206440,3638658,15984,11
2019-05-01,32798,563339,78348427,15800,1
2019-05-01,9435,558846,34944399,14700,2
2019-05-01,34820,567623,49676289,14650,1
2019-05-01,34820,507843,49733647,14580,1
2019-05-01,29222,301577,3744892,14320,4
2019-05-01,525,567664,78358927,13960,2
2019-05-01,525,563339,36752311,13800,5
2019-05-01,11018,206440,41868298,13750,4
2019-05-01,18788,205611,41679367,13000,2
2019-05-01,39701,551180,83398696,12800,1
2019-05-01,33112,206361,49118156,12800,1
2019-05-01,22714,216158,57037748,12750,5
2019-05-01,21825,201351,25554593,12000,1
2019-05-01,1050,506539,36787657,11996,4
2019-05-01,1050,506539,36785711,11996,4
2019-05-01,26451,508456,4146731,11988,1
2019-05-01,9435,551180,79233583,11000,1
2019-05-01,27841,551180,48132616,10800,3
2019-05-01,18832,100487,27493659,10000,1
2019-05-01,18832,100487,7916012,10000,1
2019-05-01,1050,506539,36784606,9999,3
2019-05-01,525,567662,56734942,9980,1
2019-05-01,525,567664,56737645,9980,1
2019-05-01,525,567662,78358931,9980,1
2019-05-01,147,206363,42296262,9900,1
2019-05-01,5567,510003,16829781,9874,2
2019-05-01,23774,201184,59245703,9828,2
2019-05-01,33112,206361,83132573,9780,1
2019-05-01,32138,558846,49276,9700,1
2019-05-01,21825,201351,25546311,9600,2
2019-05-01,525,567664,56749887,9560,2
2019-05-01,11503,206471,14477097,9390,6
2019-05-01,20767,560271,4211169,9072,1
2019-05-01,9435,558846,79235839,8995,1
2019-05-01,1050,506539,57701748,8888,2
2019-05-01,17435,101020,4367989,8600,1
2019-05-01,6817,510003,38668338,8400,1
2019-05-01,22714,216158,1419629,8250,3
2019-05-01,5567,510003,78906525,8188,2
2019-05-01,21016,100487,36498498,7980,1
2019-05-01,16833,567538,16715729,7776,1
2019-05-01,22966,206471,2327050,7720,1
2019-05-01,525,563339,78349561,7680,1
2019-05-01,27841,551180,48126201,7600,2
2019-05-01,34820,216424,49678980,7600,2
2019-05-01,27841,551180,48126210,7600,2
2019-05-01,9435,551180,41371050,7500,2
2019-05-01,22714,216158,57037716,7440,2
2019-05-01,22966,206471,2957132,7120,1
2019-05-01,26549,207288,3749319,7000,6
2019-05-01,27841,551180,82839823,6800,1
2019-05-01,32809,509434,15629096,6720,3
2019-05-01,1050,506539,50036510,6666,2
2019-05-01,17904,401534,51146141,6500,1
2019-05-01,525,563342,48591039,6320,1
2019-05-01,28488,558846,82897594,6000,1
2019-05-01,1050,506539,36783509,5998,2
2019-05-01,1050,506539,36785432,5998,2
2019-05-01,1050,506539,36786139,5998,2
2019-05-01,525,567664,78358921,5980,1
2019-05-01,21016,100487,55058330,5980,1
2019-05-01,28228,564895,82869072,5680,1
2019-05-01,32798,563339,55157303,5640,1
2019-05-01,525,563339,38585784,5584,5
2019-05-01,525,563342,78347599,5460,5
2019-05-01,1050,506539,4646162,5400,54
2019-05-01,28228,560271,82869137,5400,8
2019-05-01,12234,567645,39694984,5400,1
2019-05-01,147,206363,41679015,5292,1
2019-05-01,147,206363,41679018,5292,1
2019-05-01,22714,216158,1419407,5100,2
