date,shop,genre,item,sales,units
2022-08-01,55035,566647,3762414,332840,52
2022-08-01,37991,205582,83306692,196000,4
2022-08-01,1610,301577,55169284,176999,1
2022-08-01,34416,201184,41503230,173600,40
2022-08-01,1610,301577,55169289,170999,1
2022-08-01,1610,301577,55169297,170999,1
2022-08-01,1610,215913,58336125,167391,9
2022-08-01,1610,201925,35087500,166392,8
2022-08-01,1610,301577,55169283,161999,1
2022-08-01,1610,301577,55169288,157999,1
2022-08-01,34820,507843,49654126,157080,20
2022-08-01,1610,201925,35087501,155988,12
2022-08-01,1610,301577,57532605,152995,5
2022-08-01,55035,566647,3736481,146720,14
2022-08-01,1610,301577,55169287,136999,1
2022-08-01,1610,407120,34893547,119980,19
2022-08-01,1610,215913,58335666,112495,5
2022-08-01,1610,201925,35092938,107990,10
2022-08-01,1610,301577,55169285,104999,1
2022-08-01,1610,407120,34893548,93588,12
2022-08-01,55035,566647,44833667,93160,16
2022-08-01,1610,201925,51680594,92697,3
2022-08-01,1610,407120,36877286,86889,8
2022-08-01,32809,509434,53865282,85994,65
2022-08-01,1610,201925,30148093,83993,7
2022-08-01,1610,201925,51680596,77998,2
2022-08-01,52256,564286,43928808,77109,1
2022-08-01,1610,205272,45917626,74397,2
2022-08-01,37991,205582,83306721,71000,1
2022-08-01,1610,216173,57789383,68985,11
2022-08-01,1610,301577,55169278,67999,1
2022-08-01,34416,201184,41478059,67990,13
2022-08-01,18788,205611,41682000,66000,2
2022-08-01,18788,205611,41682001,66000,2
2022-08-01,1610,402279,55525519,64583,17
2022-08-01,1610,201925,30148479,62495,5
2022-08-01,34416,201184,41489924,59180,21
2022-08-01,31464,566647,46123875,58800,6
2022-08-01,28488,551180,26127618,56000,7
2022-08-01,1610,502221,60698326,54799,1
2022-08-01,1610,301577,57532602,50899,1
2022-08-01,1610,201925,30148483,49196,4
2022-08-01,1610,215913,58335667,48798,2
2022-08-01,1610,200181,53612525,48293,7
2022-08-01,27985,567623,47852339,47260,9
2022-08-01,1610,301577,57532613,46499,1
2022-08-01,1610,215913,46580644,45398,2
2022-08-01,1610,201925,51680598,43699,1
2022-08-01,1610,551180,44205677,43596,4
2022-08-01,1610,215913,58335683,39598,2
2022-08-01,1610,402279,58309141,35994,6
2022-08-01,1610,301577,57532622,35799,1
2022-08-01,1610,205272,35676147,32499,1
2022-08-01,1610,201925,30148482,32397,3
2022-08-01,1610,201925,30148484,32198,2
2022-08-01,44078,304080,46759580,32060,7
2022-08-01,18788,205611,41681998,31000,1
2022-08-01,18788,205611,41682341,31000,1
2022-08-01,27985,567623,45262660,30400,4
2022-08-01,21016,100487,36498498,30000,3
2022-08-01,1610,558846,53392575,29995,5
2022-08-01,13261,551180,17240941,29800,1
2022-08-01,34820,507843,49733647,29640,2
2022-08-01,1610,215913,58336138,29599,1
2022-08-01,39701,558873,12537150,29500,1
2022-08-01,1610,205272,49960042,28599,1
2022-08-01,1610,215913,58336140,28499,1
2022-08-01,31464,566647,46123873,27956,4
2022-08-01,1610,205272,35676144,25799,1
2022-08-01,34416,201184,41503464,25720,2
2022-08-01,34416,201184,48297042,25695,9
2022-08-01,202,558846,2979007,25200,6
2022-08-01,1610,201925,30148478,25198,2
2022-08-01,39701,558873,12537139,24800,1
2022-08-01,1610,215913,58335990,24699,1
2022-08-01,1610,402279,58309170,24594,6
2022-08-01,21825,201351,25546311,24000,5
2022-08-01,34416,201184,41489922,23760,5
2022-08-01,34416,201184,41487117,23510,5
2022-08-01,18788,205611,41682009,23000,1
2022-08-01,18788,205611,41682010,23000,1
2022-08-01,34416,201184,41503233,22140,9
2022-08-01,1610,407120,34893546,21995,5
2022-08-01,1610,216158,29523073,21995,5
2022-08-01,32138,408789,64114684,21930,1
2022-08-01,28488,551180,23428102,21804,2
2022-08-01,1610,402279,55525517,21693,7
2022-08-01,9435,558846,34944400,21560,2
2022-08-01,1610,551180,44205680,21198,2
2022-08-01,10801,402279,33072874,21120,5
2022-08-01,55035,566647,44833753,21000,2
2022-08-01,1610,407120,46836116,20997,2
2022-08-01,202,558846,2979009,20820,3
2022-08-01,1610,558846,55124294,20495,3
2022-08-01,31127,205761,4154765,20000,1
2022-08-01,1610,301577,30679481,19998,2
2022-08-01,1610,301577,30039289,19899,1
2022-08-01,26876,509417,57800817,19800,1
2022-08-01,18788,206440,52312514,19800,1
2022-08-01,1610,551180,47024481,19188,10
2022-08-01,18788,206471,80202183,19000,1
2022-08-01,1610,215913,46580643,18999,1
2022-08-01,49388,502280,36882374,18907,1
2022-08-01,37719,563689,19477301,18700,1
2022-08-01,34416,201184,41487121,18690,7
2022-08-01,44078,304080,46761068,18320,4
2022-08-01,28488,558873,23549701,18000,1
2022-08-01,34416,201184,41487057,16940,7
2022-08-01,31464,566647,46123877,16800,1
2022-08-01,1610,215913,58335701,16699,1
