date,shop,genre,item,sales,units
2025-10-01,62308,100992,47279363,1382564,180
2025-10-01,57942,558754,50408208,910523,76
2025-10-01,67226,562641,48865426,855600,2
2025-10-01,57942,507843,50400824,786020,67
2025-10-01,62308,201486,47279357,487183,55
2025-10-01,491,563342,17906277,483724,59
2025-10-01,32603,508599,45392563,468930,1
2025-10-01,67226,562641,48865431,463800,1
2025-10-01,67226,562641,48865429,448800,1
2025-10-01,28411,563342,62945745,398663,22
2025-10-01,57942,101020,46467057,359700,40
2025-10-01,57942,507843,53382955,326179,35
2025-10-01,23590,566403,58668120,323176,5
2025-10-01,491,567662,62959804,304333,37
2025-10-01,1610,301577,57532599,300293,7
2025-10-01,33579,206440,56168711,295720,46
2025-10-01,9448,110632,26739043,271479,32
2025-10-01,11361,551228,24265871,266000,7
2025-10-01,6168,567251,4145683,264086,36
2025-10-01,61982,507515,52676762,259240,13
2025-10-01,21641,206440,32562457,243460,50
2025-10-01,28411,563342,17917205,224028,10
2025-10-01,491,563339,62951865,220887,22
2025-10-01,18032,402018,38670324,217800,10
2025-10-01,62308,100992,47279361,212929,71
2025-10-01,18433,206361,58561163,209580,18
2025-10-01,1610,301577,57532601,208495,5
2025-10-01,57942,558754,39538042,205884,11
2025-10-01,13031,558873,65472003,199000,1
2025-10-01,28411,563342,17858723,197271,5
2025-10-01,23590,566403,58668473,195493,3
2025-10-01,65103,301577,15403809,186600,16
2025-10-01,9448,506536,27626565,184727,40
2025-10-01,31671,551228,42832167,182448,9
2025-10-01,7867,100487,12752332,173800,1
2025-10-01,9448,511293,26823664,170875,25
2025-10-01,57942,510003,38667286,169021,23
2025-10-01,63543,563689,7751229,167996,3
2025-10-01,27962,201351,27626565,167558,46
2025-10-01,9448,564647,27955393,167336,17
2025-10-01,28411,567664,65483739,160000,3
2025-10-01,491,563339,17722829,158400,24
2025-10-01,9448,110632,26738434,154418,20
2025-10-01,525,567664,56739388,148500,15
2025-10-01,28411,563342,18070001,140213,13
2025-10-01,491,563342,17809766,135960,2
2025-10-01,63543,563689,7751239,134600,1
2025-10-01,68492,563342,17895615,133092,5
2025-10-01,287,563342,24308010,132720,6
2025-10-01,28411,563342,18069997,131517,10
2025-10-01,18433,206361,41450876,128000,10
2025-10-01,9448,511293,26820343,126714,15
2025-10-01,9448,511293,26823931,126477,17
2025-10-01,28411,563342,17844761,123000,4
2025-10-01,34698,304763,18401803,114512,31
2025-10-01,31671,215430,42855414,113610,3
2025-10-01,9448,511293,25666615,111712,16
2025-10-01,32603,508599,53494734,111514,1
2025-10-01,491,567664,65483739,110000,2
2025-10-01,66383,502835,44239404,103980,23
2025-10-01,31880,567665,56215273,103840,4
2025-10-01,6168,567251,48700240,102780,11
2025-10-01,1610,301577,57532598,101997,3
2025-10-01,2326,204964,4405699,100800,18
2025-10-01,18032,402018,38670326,99920,4
2025-10-01,68130,214781,15567953,99300,1
2025-10-01,1610,558846,36524171,98780,18
2025-10-01,9448,511293,25666312,98446,13
2025-10-01,27962,567665,23429752,98280,9
2025-10-01,491,567664,62916486,96384,9
2025-10-01,525,567662,56729107,95200,7
2025-10-01,9448,564647,27961031,94404,6
2025-10-01,1610,301577,60698347,93999,1
2025-10-01,11361,551228,26798335,93410,7
2025-10-01,491,567664,62962550,92183,13
2025-10-01,1610,205611,45073442,91996,4
