date,shop,genre,item,sales,units
2025-11-01,57942,558754,50408208,1119382,95
2025-11-01,62308,100992,47279363,740657,97
2025-11-01,57942,507843,50400824,595220,49
2025-11-01,31671,215430,42855414,554420,14
2025-11-01,62308,201486,47279357,493004,56
2025-11-01,67226,562641,48865486,457500,1
2025-11-01,1610,558873,53649537,447993,7
2025-11-01,33579,206440,56168711,439700,68
2025-11-01,1798,558873,67208118,419000,1
2025-11-01,57942,507843,53382955,400113,37
2025-11-01,67226,562641,48865492,398800,1
2025-11-01,33579,206440,66686140,388700,61
2025-11-01,63543,563689,23858880,378037,13
2025-11-01,1610,205611,45073442,344985,13
2025-11-01,491,563342,17906277,327704,46
2025-11-01,18433,206361,58561163,319360,24
2025-11-01,28411,563342,62945745,297777,18
2025-11-01,28411,563342,17858723,294341,6
2025-11-01,57942,101020,46467057,261866,27
2025-11-01,1610,301577,57532602,254995,5
2025-11-01,68492,563342,17895615,248006,8
2025-11-01,1610,301577,57532601,244194,6
2025-11-01,28411,563342,18070001,232720,11
2025-11-01,1610,301577,57532599,209995,5
2025-11-01,287,563342,9524842,206991,3
2025-11-01,491,567662,62959804,197162,24
2025-11-01,57942,510003,38667286,190690,20
2025-11-01,1562,100487,67152505,189000,1
2025-11-01,28411,563342,17895615,181096,4
2025-11-01,21246,558873,48789607,176000,1
2025-11-01,63543,563689,7751233,175994,4
2025-11-01,1610,558873,32797725,171996,4
2025-11-01,57942,558754,39538042,168551,10
2025-11-01,1610,558873,32800454,167996,4
2025-11-01,61982,507515,52676762,162340,8
2025-11-01,2326,204964,4360562,158232,25
2025-11-01,29714,563342,17858723,158175,4
2025-11-01,21060,554973,38600641,157500,6
2025-11-01,491,563342,17944716,157284,22
2025-11-01,63543,205611,24322052,156692,19
2025-11-01,18433,558873,23100111,155600,4
2025-11-01,21246,558873,48789671,154000,1
2025-11-01,1610,201925,53069682,149988,11
2025-11-01,9448,110632,26739043,149620,20
2025-11-01,29714,567664,62945745,146448,8
2025-11-01,32603,508599,45392521,145236,1
2025-11-01,1216,565724,4414288,143280,32
2025-11-01,9448,110632,26738434,140380,18
2025-11-01,6168,567251,7836325,140000,7
2025-11-01,63543,205611,16400799,132000,9
2025-11-01,21060,554973,57052126,132000,6
2025-11-01,23590,566403,58668502,131598,2
2025-11-01,63543,563689,7751229,129997,2
2025-11-01,23590,566403,66627634,129958,2
2025-11-01,21246,558873,48789498,129800,1
2025-11-01,23590,564895,65959396,129600,2
2025-11-01,6168,567251,4192654,125010,13
2025-11-01,2326,204964,4405699,124800,16
2025-11-01,18032,402018,38670324,118800,6
2025-11-01,9448,110632,26740879,118126,14
2025-11-01,6168,567251,4163940,115068,36
2025-11-01,31671,551228,42832167,114574,6
2025-11-01,33794,564286,38344676,109000,1
2025-11-01,287,563342,11320944,107998,2
2025-11-01,1610,407120,34893548,107988,10
2025-11-01,63543,205611,24324605,107983,11
2025-11-01,1610,408789,41200954,106999,1
2025-11-01,491,563339,62951865,106353,13
2025-11-01,491,563339,17943754,103680,14
2025-11-01,287,563342,9788427,102960,2
2025-11-01,18433,206361,41450876,102400,8
2025-11-01,1610,301577,57532598,101997,3
2025-11-01,1610,558846,47024478,101687,10
2025-11-01,1216,565724,25061156,100440,22
2025-11-01,28411,563342,18070130,100100,4
2025-11-01,1610,301577,60698432,99999,1
2025-11-01,491,563342,18053610,96220,1
2025-11-01,1610,502280,60698428,95999,1
2025-11-01,287,563342,10607443,95988,1
2025-11-01,44078,304080,46761068,95680,14
2025-11-01,21246,558873,59263924,95000,1
2025-11-01,34698,304763,18401803,90936,26
2025-11-01,9448,511293,25666312,90766,12
2025-11-01,9448,511293,26820343,90597,12
2025-11-01,287,563342,24308010,88480,4
2025-11-01,63543,205611,24324603,88100,7
2025-11-01,63543,563689,7751257,87400,2
2025-11-01,68130,214781,15567954,86900,5
2025-11-01,18356,558873,32797724,85998,2
2025-11-01,27962,567665,23417314,84694,2
2025-11-01,21246,558873,48782412,84000,1
2025-11-01,287,563342,25071613,83600,2
2025-11-01,63543,205611,24322056,83579,16
2025-11-01,1216,565724,25060852,83328,7
2025-11-01,4643,558873,6407477,82500,1
2025-11-01,491,563342,17955502,81312,12
2025-11-01,21641,206471,59955901,81060,13
2025-11-01,19634,110409,3777048,81000,4
2025-11-01,62308,100992,47279361,80973,27
2025-11-01,27962,201351,27626565,80556,19
2025-11-01,56626,501098,6845144,79920,15
2025-11-01,39701,558873,67150268,78800,1
2025-11-01,33579,206440,56168709,77480,10
2025-11-01,2326,207966,65475935,77000,2
2025-11-01,1216,565724,16135276,76388,9
2025-11-01,287,563342,25071599,75870,1
2025-11-01,21641,206440,32562453,75800,19
2025-11-01,33794,564286,36222132,74800,1
2025-11-01,68492,563342,64497685,73528,4
2025-11-01,491,563339,17722829,72600,11
2025-11-01,21246,304080,52404908,72600,1
2025-11-01,9448,110632,26742145,72282,6
2025-11-01,1610,205272,35676147,71998,2
2025-11-01,18433,206361,41450874,71880,6
2025-11-01,1610,301577,57532622,70998,2
2025-11-01,23590,564895,65538902,70800,1
2025-11-01,1610,301577,57532600,69799,1
2025-11-01,9448,511293,26823931,69460,10
2025-11-01,1216,565724,4414302,69360,12
2025-11-01,21246,304080,52406410,68000,1
2025-11-01,34263,210022,23957594,67482,2
2025-11-01,54108,204586,45977679,66000,2
2025-11-01,1216,565724,4414297,65280,14
2025-11-01,6168,567251,8028157,64836,15
2025-11-01,57720,509417,14955587,64834,11
2025-11-01,50839,205761,6960853,64680,8
2025-11-01,9448,506536,27665556,64503,27
2025-11-01,23590,566403,58668473,63959,1
2025-11-01,287,110632,6390802,63936,11
2025-11-01,68492,563342,17890912,63910,2
2025-11-01,21060,506012,46508471,62500,4
2025-11-01,1216,565724,4414299,61200,11
2025-11-01,66139,566061,45104981,60640,8
2025-11-01,1610,304080,44308624,59998,2
2025-11-01,18356,558846,36524171,59988,11
2025-11-01,27962,567665,23303265,59700,1
2025-11-01,63543,563689,7652316,59600,2
2025-11-01,21246,502280,60725946,59600,1
2025-11-01,1216,565724,25060854,59520,5
2025-11-01,1610,558846,55124294,58990,10
2025-11-01,491,567664,62949413,58185,5
2025-11-01,31671,551228,42832021,57956,23
2025-11-01,36773,567645,29819462,57611,20
2025-11-01,54807,566403,58668392,57600,2
2025-11-01,16739,506012,45204465,57500,1
2025-11-01,28411,563342,62950148,57272,2
2025-11-01,1216,565724,51068289,57120,13
2025-11-01,21246,558873,53648010,57100,1
2025-11-01,1610,215913,46580644,56998,2
2025-11-01,34263,210022,30718085,56550,2
2025-11-01,9448,511293,25666615,55856,6
