date,shop,genre,item,sales,units
2024-09-01,47745,201184,83667740,4093000,107
2024-09-01,64134,101384,83452355,1200000,1
2024-09-01,29398,206361,4003972,1000000,1
2024-09-01,193,560271,17674074,998400,302
2024-09-01,57626,204586,29814527,740000,2
2024-09-01,57626,204586,29807784,660000,6
2024-09-01,54108,204586,45977679,620730,17
2024-09-01,47745,201184,83667582,588000,4
2024-09-01,57626,204586,29815216,560000,2
2024-09-01,47745,201184,83669714,504000,3
2024-09-01,70972,210413,84771692,500000,2
2024-09-01,62113,101384,30800885,500000,1
2024-09-01,24293,207966,1764953,478400,12
2024-09-01,47745,201184,34101207,468000,30
2024-09-01,193,560271,17674112,465000,151
2024-09-01,47745,201184,83227580,430000,5
2024-09-01,47745,201184,83668629,420000,5
2024-09-01,29201,101384,10391297,420000,1
2024-09-01,29864,501098,82974877,408000,18
2024-09-01,57086,101384,82950721,400000,2
2024-09-01,52239,101384,3762102,400000,2
2024-09-01,38943,201184,49344801,390042,50
2024-09-01,57626,204586,29814472,370000,1
2024-09-01,32603,508599,45393350,364159,1
2024-09-01,47745,201184,83668631,336000,4
2024-09-01,47745,201184,83667594,334000,2
2024-09-01,24293,207966,1764952,331200,6
2024-09-01,41480,201184,83452654,300000,5
2024-09-01,60430,101384,55437364,300000,3
2024-09-01,64134,101384,55437364,300000,3
2024-09-01,59219,216424,57238183,291000,3
2024-09-01,29201,101384,82948625,290000,1
2024-09-01,58070,501098,40027534,288000,31
2024-09-01,47745,201184,83668923,288000,2
2024-09-01,65103,301577,15403809,275200,26
2024-09-01,47745,201184,39182961,273000,1
2024-09-01,38293,214099,83313334,260000,26
2024-09-01,23590,566403,58668136,243726,5
2024-09-01,47745,201184,39243893,238000,1
2024-09-01,13031,558873,53498272,236000,7
2024-09-01,1610,301577,57532599,231196,4
2024-09-01,193,560271,17674170,218400,74
2024-09-01,47745,201184,83669145,216000,1
2024-09-01,46926,101384,83592243,210000,7
2024-09-01,29201,101384,10412575,210000,1
2024-09-01,193,110365,17674356,205200,105
2024-09-01,33794,564286,43348209,200900,1
2024-09-01,29864,101384,55437364,200000,2
2024-09-01,57086,101384,82950720,200000,2
2024-09-01,27548,101384,82834210,200000,1
2024-09-01,52044,101384,82834210,200000,1
2024-09-01,29201,101384,82950721,200000,1
2024-09-01,27548,554973,82833681,200000,1
2024-09-01,28488,216158,17002248,199925,21
2024-09-01,61982,507515,52676762,198800,9
2024-09-01,38293,214099,33495310,198000,5
2024-09-01,60649,215430,38750322,198000,2
2024-09-01,60649,215430,38740644,198000,2
2024-09-01,47745,201184,30457343,190000,2
2024-09-01,70972,101384,84771560,190000,1
2024-09-01,50867,100181,83799919,188000,4
2024-09-01,47745,201184,83667688,188000,1
2024-09-01,47745,201184,30322914,187000,1
2024-09-01,58070,502835,84223572,186000,6
2024-09-01,27548,506012,82833679,185000,1
2024-09-01,41480,201184,83452891,180000,12
2024-09-01,57086,101384,54789899,180000,3
2024-09-01,38293,201184,83313700,178000,1
2024-09-01,58880,100992,44053698,176000,2
2024-09-01,70972,210413,84771695,175000,1
2024-09-01,47745,201184,40630137,173000,1
2024-09-01,47745,201184,83559735,168000,1
2024-09-01,30020,201184,15630829,166500,35
2024-09-01,36197,555003,34390183,164920,28
2024-09-01,1610,301577,57532600,161798,1
2024-09-01,70972,101384,55437341,160000,8
2024-09-01,57086,101384,54789898,160000,4
2024-09-01,33794,564286,64922753,158800,1
2024-09-01,60649,215430,38743755,158000,2
2024-09-01,60649,215430,38743623,158000,2
2024-09-01,47745,201184,83668897,156000,10
2024-09-01,52044,207774,38197913,150000,10
2024-09-01,27548,101384,82834208,150000,5
2024-09-01,60430,101384,55437373,150000,1
2024-09-01,193,560271,17674312,143500,37
2024-09-01,42336,208532,34816924,137000,1
2024-09-01,47745,201184,29391385,136000,2
2024-09-01,47745,201184,83667601,135000,3
2024-09-01,47745,201184,83227579,132000,2
2024-09-01,37991,205582,83306692,130000,2
2024-09-01,47745,201184,83669135,130000,1
2024-09-01,33794,564286,51536575,129980,1
2024-09-01,32603,508599,53494734,127724,2
2024-09-01,193,560271,17674286,125400,33
2024-09-01,1610,301577,57532622,125397,3
2024-09-01,24293,204934,1777680,125000,3
2024-09-01,32603,508599,45392544,124878,1
2024-09-01,24293,204934,1779135,124800,6
2024-09-01,32603,508599,45392545,123700,1
2024-09-01,2326,204964,4360562,123442,15
2024-09-01,34698,304763,18401803,123136,36
2024-09-01,193,560271,17674094,123000,39
2024-09-01,46926,101384,83592242,120000,12
2024-09-01,60430,101384,55437341,120000,6
2024-09-01,47745,201184,83668898,120000,5
2024-09-01,55704,101384,54789897,120000,4
2024-09-01,55704,101384,83277734,120000,2
2024-09-01,37497,201184,38102615,120000,1
2024-09-01,193,560271,17674013,119600,45
2024-09-01,38943,201184,49344804,118890,26
2024-09-01,24080,502835,30739160,118800,6
2024-09-01,57626,204586,29807702,114000,2
2024-09-01,57568,201184,29732837,112000,4
2024-09-01,47745,201184,83671766,112000,2
2024-09-01,57626,204586,29812866,110000,1
2024-09-01,47745,201184,83668895,108000,9
2024-09-01,287,563342,9449084,107997,1
2024-09-01,23590,502835,29764653,107397,3
2024-09-01,42336,208532,34817406,104000,1
2024-09-01,1610,301577,57532601,103798,2
2024-09-01,47745,201184,83667721,102000,3
2024-09-01,29201,101384,54789895,100000,5
2024-09-01,57086,101384,74822713,100000,2
2024-09-01,30618,101384,46095496,100000,2
2024-09-01,29201,101384,74822713,100000,2
2024-09-01,27548,101384,82834209,100000,2
2024-09-01,37331,101384,82834209,100000,2
2024-09-01,27548,101384,55437364,100000,1
2024-09-01,55691,101384,82950720,100000,1
2024-09-01,52239,101384,44517548,100000,1
2024-09-01,58070,101954,40697358,100000,1
2024-09-01,52044,101384,44517496,100000,1
2024-09-01,46926,101384,83592244,100000,1
2024-09-01,57626,204586,29814123,100000,1
2024-09-01,52239,101384,3759831,100000,1
2024-09-01,18433,206361,58561163,99800,8
2024-09-01,60649,215430,38751669,99800,1
2024-09-01,33794,564286,64922838,99260,1
2024-09-01,66139,566061,45104981,98540,13
2024-09-01,47008,201184,83646893,97000,1
2024-09-01,37991,205582,83306721,97000,1
2024-09-01,36197,555003,53011880,96600,32
2024-09-01,47745,201184,83669882,94000,1
2024-09-01,58070,502835,36233144,93000,3
2024-09-01,2326,204964,4360561,91586,13
