date,shop,genre,item,sales,units
2026-05-01,62308,100992,47279363,914059,120
2026-05-01,28488,216158,17002250,808832,61
2026-05-01,62308,201486,47279357,621178,71
2026-05-01,57942,558754,50408208,517723,41
2026-05-01,1610,301577,57532600,494991,6
2026-05-01,2326,207966,10558130,468000,8
2026-05-01,28411,563342,18070001,455791,26
2026-05-01,57942,507843,50400824,375798,29
2026-05-01,67226,562641,48865509,369800,1
2026-05-01,28411,563342,62945745,356540,20
2026-05-01,1562,502221,76815585,315000,1
2026-05-01,1610,301577,57532599,307993,7
2026-05-01,525,567664,56739388,302400,28
2026-05-01,491,563342,17906277,295196,39
2026-05-01,53937,563342,4120321,287100,3
2026-05-01,28411,563342,18069997,280014,13
2026-05-01,491,567662,62959804,247066,29
2026-05-01,4073,205582,47734752,244000,8
2026-05-01,28411,563342,17858723,234374,6
2026-05-01,1216,565724,4414288,222880,44
2026-05-01,18032,402018,38670324,217800,10
2026-05-01,27962,201351,27626565,215040,55
2026-05-01,31671,215430,42855414,199955,5
2026-05-01,34263,210022,62487918,192315,1
2026-05-01,33794,564286,43348209,191040,1
2026-05-01,9448,110632,26740879,182884,24
2026-05-01,57942,507843,53382955,180013,16
2026-05-01,28411,563342,17897681,179003,5
2026-05-01,33579,206440,56168711,177320,20
2026-05-01,21649,567434,35489077,174902,13
2026-05-01,61982,507515,52676762,163860,7
2026-05-01,29714,563342,17895615,160930,6
2026-05-01,33579,206440,56167316,159600,20
2026-05-01,23590,564895,65538840,159200,4
2026-05-01,525,567662,56729107,149600,11
2026-05-01,9448,506536,27626565,145490,35
2026-05-01,62308,100992,47279361,143952,48
2026-05-01,21246,304080,52404891,143000,2
2026-05-01,491,563339,17722829,140580,19
2026-05-01,28411,563342,17890909,139500,3
2026-05-01,33794,564286,54408206,133700,1
2026-05-01,18433,206361,58561163,129740,12
2026-05-01,21246,301577,60725944,128000,1
2026-05-01,9448,511293,25666312,125676,18
2026-05-01,68492,563342,18046204,125200,2
2026-05-01,1216,565724,16123819,121680,19
2026-05-01,1610,301577,57532601,119997,3
2026-05-01,33579,206440,56168668,119700,18
2026-05-01,491,563342,17721793,117657,6
2026-05-01,28411,563342,17895615,117000,3
2026-05-01,9448,511293,26823664,116909,17
2026-05-01,68028,207774,65549618,116870,12
2026-05-01,28411,563342,18070130,115830,5
2026-05-01,33794,564286,38344675,114000,1
2026-05-01,57942,510003,38667286,111520,15
2026-05-01,31671,551228,42832167,110847,5
2026-05-01,23590,502835,29765805,110758,3
2026-05-01,27962,567665,23328391,106904,3
2026-05-01,21246,502280,41188147,106880,7
2026-05-01,23590,564895,69360627,106800,1
2026-05-01,57942,558754,39538042,102915,6
2026-05-01,1216,565724,4414302,102000,13
2026-05-01,28411,563342,17890132,102000,9
2026-05-01,34698,304763,18401803,100650,27
2026-05-01,28411,563342,17917205,98635,3
2026-05-01,21649,567434,35489079,97448,8
2026-05-01,21649,567434,35489085,97086,6
2026-05-01,23590,566403,58668136,96992,2
2026-05-01,9448,511293,26823198,96698,13
2026-05-01,2326,204964,4360569,95088,20
2026-05-01,43304,506539,3757200,94601,19
2026-05-01,525,567664,74117026,93600,13
2026-05-01,24080,502835,30739151,93500,5
2026-05-01,21246,558873,48782428,93500,1
2026-05-01,28411,563342,17964804,92724,3
2026-05-01,57720,510003,14955402,92680,8
2026-05-01,21246,502280,60725954,92000,1
2026-05-01,45151,201632,73888924,91300,1
2026-05-01,68492,563342,73352653,90910,2
2026-05-01,9448,511293,25666615,90766,13
2026-05-01,28411,563342,18074606,87600,8
2026-05-01,21246,216158,32045722,87600,4
2026-05-01,68492,567665,23331879,84600,9
2026-05-01,21246,558873,48782412,84000,1
2026-05-01,9448,110632,26739043,83964,12
2026-05-01,68130,214781,15568966,83840,7
2026-05-01,1610,205611,45073442,82996,4
2026-05-01,491,563339,62951865,82628,10
2026-05-01,1216,565724,4414299,81600,14
2026-05-01,1216,565724,4420826,79907,5
2026-05-01,2326,204964,10371678,79200,7
2026-05-01,35845,401131,47626709,77240,29
2026-05-01,18356,558846,36524171,76986,12
2026-05-01,68492,567664,18070004,76364,1
2026-05-01,38994,207774,56783931,76296,3
2026-05-01,1216,565724,25061156,75330,17
2026-05-01,21649,567434,35489073,75270,6
2026-05-01,11361,551228,7910255,74920,7
2026-05-01,33794,564286,36222132,74800,1
2026-05-01,1216,565724,51068289,73440,14
