date,shop,genre,item,sales,units
2019-11-01,1050,506539,56263769,446292,128
2019-11-01,1050,506539,32053372,224536,52
2019-11-01,1050,506539,56263781,155935,62
2019-11-01,5829,558873,41503458,148000,1
2019-11-01,1050,506539,36776839,97200,12
2019-11-01,39441,205611,45957240,92380,19
2019-11-01,1050,506539,56263786,81583,16
2019-11-01,525,567664,57803149,79680,14
2019-11-01,32809,509434,53865282,79060,64
2019-11-01,1050,506539,36783427,72846,27
2019-11-01,1050,506539,36785763,71980,19
2019-11-01,1050,506539,41731298,71970,29
2019-11-01,525,567664,56739388,70400,7
2019-11-01,525,567664,56735629,62820,9
2019-11-01,1050,506539,56263776,59994,22
2019-11-01,525,567662,63222928,59880,6
2019-11-01,36696,502221,24625705,59000,1
2019-11-01,29222,301577,3743876,52920,14
2019-11-01,27841,558873,24184314,51600,2
2019-11-01,22714,216158,1419512,51000,19
2019-11-01,525,567662,56749821,47840,8
2019-11-01,1050,506539,36785774,46068,11
2019-11-01,34820,507843,49654126,45960,6
2019-11-01,147,206363,47377546,42500,5
2019-11-01,525,567664,78359141,41250,5
2019-11-01,1050,506539,36778487,38856,11
2019-11-01,147,206363,42296264,36300,8
2019-11-01,29222,301577,3744892,35800,10
2019-11-01,11503,206440,26096756,33830,16
2019-11-01,27841,558873,23235022,33800,1
2019-11-01,23774,201184,59245701,33000,3
2019-11-01,525,567664,78359373,27920,4
2019-11-01,525,567662,78359389,23940,3
2019-11-01,27841,551180,57457610,22400,4
2019-11-01,18832,100487,27493659,20000,2
2019-11-01,28488,558873,82919979,20000,1
2019-11-01,525,563342,56749541,20000,1
2019-11-01,27841,558873,82838973,19800,1
2019-11-01,9435,558873,79236882,19800,1
2019-11-01,27841,558873,23099006,18800,1
2019-11-01,23774,201184,59245699,18400,2
2019-11-01,21825,201351,25554593,18000,2
2019-11-01,9435,551180,78870637,18000,2
2019-11-01,525,563339,32530515,17900,1
2019-11-01,39441,205611,45245641,17880,3
2019-11-01,22714,216158,57037748,17850,7
2019-11-01,525,563339,39517154,17280,1
2019-11-01,1050,506539,36783545,17097,3
2019-11-01,27841,558873,23098408,16800,1
2019-11-01,28488,558846,82911742,16500,1
2019-11-01,29191,558846,4127713,16000,1
2019-11-01,525,563342,38585496,15500,2
2019-11-01,525,563339,30058477,15260,4
2019-11-01,525,563339,36752311,15180,7
2019-11-01,34820,507843,49733647,15120,1
2019-11-01,28488,558846,82919993,15000,1
2019-11-01,525,567664,78358784,14940,3
2019-11-01,525,567664,56749226,14940,3
