date,shop,genre,item,sales,units
2021-03-01,525,567664,56739388,400000,50
2021-03-01,37991,205582,83306692,225000,5
2021-03-01,36696,502221,23166978,180000,1
2021-03-01,525,567662,63222928,169660,17
2021-03-01,11503,206471,14477270,150579,76
2021-03-01,47281,555421,59229499,150360,5
2021-03-01,525,567662,56749821,149500,23
2021-03-01,37991,205582,83306721,128000,1
2021-03-01,525,567662,56729173,111720,14
2021-03-01,47281,555421,59229506,100814,5
2021-03-01,23590,566403,50379647,81480,2
2021-03-01,34820,507843,49654126,74800,10
2021-03-01,47281,555421,59229509,70200,3
2021-03-01,525,567662,63223070,69720,14
2021-03-01,525,563339,38585948,65600,1
2021-03-01,36696,502221,24770444,63000,1
2021-03-01,32809,509434,53865282,61360,49
2021-03-01,11503,206440,2734313,61160,36
2021-03-01,147,206361,56257273,60000,9
2021-03-01,525,567664,57803149,59760,10
2021-03-01,34820,507843,49733647,59040,4
2021-03-01,36696,502221,24786574,59000,1
2021-03-01,36696,502280,24518919,58000,1
2021-03-01,39441,205611,45957237,57420,29
2021-03-01,36696,502280,24787510,57000,1
2021-03-01,525,567662,56729506,55860,7
2021-03-01,36696,502221,24786550,55000,1
2021-03-01,27985,567623,41069845,53400,3
2021-03-01,147,206363,42296264,52800,12
2021-03-01,47281,555421,59229505,52495,5
2021-03-01,19199,506539,56366450,51300,33
2021-03-01,23774,201184,59245703,48800,10
2021-03-01,525,567662,56729107,47200,4
2021-03-01,12356,110435,44233555,46900,7
2021-03-01,525,563342,38585496,46500,6
2021-03-01,22714,216158,1419512,43350,17
2021-03-01,23590,566403,50379637,42000,1
2021-03-01,12356,110435,51576558,41720,7
2021-03-01,23590,566403,50379654,41200,1
2021-03-01,12356,110435,44233549,40700,6
2021-03-01,525,567664,56743078,35920,4
2021-03-01,11503,206471,8379786,35321,17
2021-03-01,17904,402279,48755555,35100,13
2021-03-01,36696,502221,13715721,35000,1
2021-03-01,52256,564286,43921724,34800,1
2021-03-01,37719,563689,19476831,33000,1
2021-03-01,1918,101535,23426864,32347,7
2021-03-01,27985,567623,41069821,32160,3
2021-03-01,29191,558873,4130937,31800,1
2021-03-01,525,567664,56749887,31500,6
2021-03-01,36696,502280,13718579,31000,1
2021-03-01,525,567662,78359768,29940,3
2021-03-01,32138,207288,51528,29800,1
2021-03-01,21016,100487,55013631,29600,2
2021-03-01,21825,201351,25546311,28800,6
2021-03-01,26451,508456,10625625,28556,2
2021-03-01,525,563339,50496995,28080,3
2021-03-01,37719,563689,19476843,26400,1
2021-03-01,23590,502835,29764541,26300,1
2021-03-01,22714,216158,57037748,25500,9
2021-03-01,12356,110435,56681440,24900,5
2021-03-01,147,206363,41486031,24600,3
2021-03-01,26451,508456,4146731,24200,2
2021-03-01,27985,567623,47852339,24120,5
2021-03-01,34820,507843,49723247,23920,3
2021-03-01,49388,502221,36888135,23898,1
